raw_component,fine_state,mean_q_train,macro_stage
2,0,0.17029829291334536,early
0,1,0.3537809047562424,middle
4,2,0.4654439964334073,middle
1,3,0.5959699437624865,middle
3,4,0.8422714741746036,late
