dataset,task,group,channel_set,seed,Acc,Macro_F1,E_F1,M_F1,L_F1,M_Pre,M_Rec,stages_present,M_to_E,M_to_L,n_middle_true,Rev,Jump,Smooth,q_MAE,q_RMSE,q_R2,Spearman,Pearson,q_Smooth,Method,kind,variant,oracle_wear_reference
mendeley,D1-M,cross_machine_dual,primary,62,0.4401146131805157,0.4266234553837193,0.6179507545671168,0.1955896452540748,0.4663299663299663,0.2642487046632124,0.1552511415525114,"early,middle,late",0.5220700152207002,0.3226788432267884,657,38,24,0.0775925142778051,0.1710856001372838,0.2243551646838103,-0.0008277153726041,0.4779224967492687,0.3902905783440602,0.0113760445408103,A1,ablation,raw,
mendeley,D1-M,cross_machine_dual,primary,62,0.4452722063037249,0.4408996459524925,0.6313213703099511,0.268059181897302,0.4233183856502242,0.3130081300813008,0.2343987823439878,"early,middle,late",0.4901065449010654,0.2754946727549467,657,35,19,0.0655824565543605,0.1710856001372838,0.2243551646838103,-0.0008277153726041,0.4779224967492687,0.3902905783440602,0.0113760445408103,A2,ablation,raw_fine,
mendeley,D1-M,cross_machine_dual,primary,62,0.4607449856733524,0.4592397238081878,0.6231404958677685,0.3014394580863674,0.4531392174704277,0.3396946564885496,0.2709284627092846,"early,middle,late",0.4794520547945205,0.2496194824961948,657,44,2,0.0673639311624754,0.1710856001372838,0.2243551646838103,-0.0008277153726041,0.4779224967492687,0.3902905783440602,0.0113760445408103,A3,ablation,raw_prior,
mendeley,D1-M,cross_machine_dual,primary,62,0.4573065902578797,0.4547350799622984,0.6248969497114591,0.2908777969018933,0.4484304932735426,0.3346534653465347,0.2572298325722983,"early,middle,late",0.4809741248097412,0.2617960426179604,657,41,4,0.0661968860454936,0.1710856001372838,0.2243551646838103,-0.0008277153726041,0.4779224967492687,0.3902905783440602,0.0113760445408103,A4,ablation,mix,
mendeley,D1-M,cross_machine_dual,primary,62,0.464756446991404,0.4681225207540997,0.6223776223776224,0.3460925039872408,0.4358974358974359,0.3634840871021775,0.3302891933028919,"early,middle,late",0.4140030441400304,0.2557077625570776,657,29,0,0.0647809220875759,0.1710856001372838,0.2243551646838103,-0.0008277153726041,0.4779224967492687,0.3902905783440602,0.0113760445408103,A5,ablation,ordered,
mendeley,D1-M,cross_machine_dual,primary,62,0.4636103151862464,0.4663288686117032,0.6255430060816681,0.3403225806451613,0.4331210191082802,0.3619210977701543,0.3211567732115677,"early,middle,late",0.4185692541856925,0.2602739726027397,657,29,3,0.0622948446255972,0.1710856001372838,0.2243551646838103,-0.0008277153726041,0.4779224967492687,0.3902905783440602,0.0113760445408103,A6,ablation,final,
mendeley,D1-M,cross_machine_dual,primary,62,0.4401146131805157,0.4266234553837193,0.6179507545671168,0.1955896452540748,0.4663299663299663,0.2642487046632124,0.1552511415525114,"early,middle,late",0.5220700152207002,0.3226788432267884,657,38,24,0.0775925142778051,0.1710856001372838,0.2243551646838103,-0.0008277153726041,0.4779224967492687,0.3902905783440602,0.0113760445408103,B11,baseline,raw,
mendeley,D1-M,cross_machine_dual,primary,62,0.4636103151862464,0.4663288686117032,0.6255430060816681,0.3403225806451613,0.4331210191082802,0.3619210977701543,0.3211567732115677,"early,middle,late",0.4185692541856925,0.2602739726027397,657,29,3,0.0622948446255972,0.1710856001372838,0.2243551646838103,-0.0008277153726041,0.4779224967492687,0.3902905783440602,0.0113760445408103,B12,proposed,final,
mendeley,D1-M,cross_machine_dual,primary,62,0.5300859598853869,0.5045256071618515,0.7002967359050445,0.21654749744637386,0.5967325881341359,0.32919254658385094,0.1613394216133942,"early,middle,late",0.5342465753424658,0.30441400304414,657,27,29,0.0650709716932919,,,,,,,B7,baseline,b7,
mendeley,D1-M,cross_machine_dual,primary,62,0.532378223495702,0.5195623707999846,0.6672283066554339,0.3306122448979592,0.5608465608465608,0.5015479876160991,0.2465753424657534,"early,middle,late",0.3576864535768645,0.395738203957382,657,62,62,0.13370260923450097,,,,,,,B8,baseline,b8,
mendeley,D1-M,cross_machine_dual,primary,62,0.48939828080229225,0.4547796250789679,0.6255506607929515,0.13837837837837838,0.6004098360655737,0.23880597014925373,0.0974124809741248,"early,middle,late",0.7625570776255708,0.1400304414003044,657,26,21,0.05227099589988254,,,,,,,B9,baseline,b9,
mendeley,D1-M,cross_machine_dual,primary,62,0.4332378223495702,0.39224671950224604,0.6021634615384616,0.1049317943336831,0.46964490263459335,0.16891891891891891,0.076103500761035,"early,middle,late",0.8006088280060882,0.1232876712328767,657,27,0,0.04395443418070708,,,,,,,B10,baseline,b10,
mendeley,D1-M,cross_machine_dual,primary,62,0.8796561604584527,0.8817665244449646,0.9036027263875365,0.8367346938775511,0.9049621530698065,0.8638573743922204,0.8112633181126332,"early,middle,late",0.091324200913242,0.0974124809741248,657,0,0,0.006888633754305396,,,,,,,B1,baseline,b1,True
mendeley,D1-M,cross_machine_dual,primary,62,0.37191977077363897,0.3643622937722722,0.35449101796407184,0.463245492371706,0.27535037098103876,0.42547770700636944,0.5083713850837138,"early,middle,late",0.1598173515981735,0.3318112633181126,657,182,54,0.3960964408725603,,,,,,,B2,baseline,b2,False
mendeley,D1-M,cross_machine_dual,primary,62,0.39312320916905447,0.3233639943711539,0.6028833551769331,0.32465543644716693,0.0425531914893617,0.3266563944530046,0.3226788432267884,"early,middle,late",0.6103500761035008,0.0669710806697108,657,80,20,0.08991963260619976,,,,,,,B3,baseline,b3,False
