epoch,train_loss,val_loss,mono_valid_pairs,mono_violations,mono_violation_rate,mono_loss
0,1.2809139631199034,0.9149043391640037,2962,1469,0.4959486833220797,0.012973404344081167
1,0.909458567598124,0.7304810027478158,2962,1483,0.5006752194463201,0.03121924367083292
2,0.6952486875284026,0.8055262923732449,2962,1454,0.49088453747467925,0.0344815076508137
3,0.5886240163132982,0.6485731079645775,2962,1465,0.49459824442943956,0.03283857037418319
4,0.4484182829917179,1.1892842328046809,2962,1469,0.4959486833220797,0.028525904991309914
5,0.41640349156879336,0.9668679437640034,2962,1453,0.49054692775151926,0.027613284246555805
6,0.3674740356348404,1.0792116577205288,2962,1458,0.4922349763673194,0.02394151359665
7,0.3604380154096859,0.8399924857443561,2962,1468,0.49561107359891965,0.02278343312096444
8,0.41778608148746454,0.9946264742409484,2962,1474,0.49763673193787983,0.01906129117627653
9,0.2849640661376233,1.1070972540514181,2962,1452,0.4902093180283592,0.01788935164003668
10,0.32370650514061544,0.9351880107357754,2962,1451,0.4898717083051992,0.016305205595185453
11,0.2814659032836403,0.5234094509701229,2962,1472,0.49696151249155973,0.01467512233286911
12,0.23849031465276027,0.956892881171452,2962,1428,0.48210668467251855,0.012473504335764734
13,0.2973894505550273,0.8654845087429379,2962,1468,0.49561107359891965,0.012736199332943692
14,0.25440335113600254,0.9563361848326455,2962,1438,0.48548278190411887,0.01171984304571978
15,0.2629824239406254,0.824139273182947,2962,1434,0.4841323430114787,0.012167521540213153
16,0.19275990078799932,1.1377219424739775,2962,1448,0.4888588791357191,0.01118090466893637
17,0.19992074055716533,1.0981641293343514,2962,1463,0.4939230249831195,0.010717934741900127
18,0.20270897485815104,1.0655125761589055,2962,1453,0.49054692775151926,0.010754299565635795
19,0.17975197375690227,1.117686616659484,2962,1432,0.4834571235651587,0.010763071480153256
20,0.18022557873818956,0.9112661928067556,2962,1446,0.48818365968939903,0.01048995885448777
21,0.21187896017230567,1.1752273244082485,2962,1439,0.48582039162727886,0.010048775474262923
22,0.18000011139066147,1.0693872294886646,2962,1446,0.48818365968939903,0.010387766919969227
23,0.1462633593728563,2.030332960154732,2962,1466,0.4949358541525996,0.010077982641337607
24,0.1576636259603287,0.8998195350867859,2962,1443,0.487170830519919,0.009970649641497964
25,0.17005573315137948,1.0864338863155383,2962,1435,0.4844699527346388,0.00991974835627782
26,0.19152233138346778,1.1184259373617818,2962,1430,0.48278190411883865,0.009706574504030183
27,0.15462085581422655,1.1998955190418406,2962,1434,0.4841323430114787,0.009824406588526187
28,0.15025210254677993,0.7536050639298157,2962,1440,0.4861580013504389,0.010048711407550918
29,0.17631148874122454,1.4900663516043129,2962,1454,0.49088453747467925,0.009638096857115738
