dataset,task,group,channel_set,seed,Acc,Macro_F1,E_F1,M_F1,L_F1,M_Pre,M_Rec,stages_present,M_to_E,M_to_L,n_middle_true,Rev,Jump,Smooth,q_MAE,q_RMSE,q_R2,Spearman,Pearson,q_Smooth,Method,kind,variant,oracle_wear_reference
mendeley,D3-M,cross_machine_dual,primary,62,0.4925946242457488,0.4207819656189221,0.7229437229437229,0.0,0.5394021739130435,0.0,0.0,"early,middle,late",0.2964889466840052,0.7035110533159948,769,37,73,0.0759203420342361,0.1514318244622414,0.203855756591609,-0.0753887115387617,0.6484736708028228,0.5506226558689072,0.0163099597116093,A1,ablation,raw,
mendeley,D3-M,cross_machine_dual,primary,62,0.4931431705979155,0.4215130225425819,0.7245119305856833,0.0,0.5400271370420624,0.0,0.0,"early,middle,late",0.293888166449935,0.706111833550065,769,38,72,0.075598805582993,0.1514318244622414,0.203855756591609,-0.0753887115387617,0.6484736708028228,0.5506226558689072,0.0163099597116093,A2,ablation,raw_fine,
mendeley,D3-M,cross_machine_dual,primary,62,0.4936917169500823,0.4223531976487271,0.7271407837445574,0.0,0.5399188092016238,0.0,0.0,"early,middle,late",0.2886866059817945,0.7113133940182055,769,34,66,0.079468893241914,0.1514318244622414,0.203855756591609,-0.0753887115387617,0.6484736708028228,0.5506226558689072,0.0163099597116093,A3,ablation,raw_prior,
mendeley,D3-M,cross_machine_dual,primary,62,0.4936917169500823,0.4222315120933514,0.7271407837445574,0.0,0.539553752535497,0.0,0.0,"early,middle,late",0.2886866059817945,0.7113133940182055,769,35,66,0.0781943957062013,0.1514318244622414,0.203855756591609,-0.0753887115387617,0.6484736708028228,0.5506226558689072,0.0163099597116093,A4,ablation,mix,
mendeley,D3-M,cross_machine_dual,primary,62,0.5074053757542513,0.4507122784131899,0.7505686125852918,0.0548926014319809,0.5466756212222968,0.3333333333333333,0.0299089726918075,"early,middle,late",0.2522756827048114,0.717815344603381,769,35,16,0.0625940572804587,0.1514318244622414,0.203855756591609,-0.0753887115387617,0.6484736708028228,0.5506226558689072,0.0163099597116093,A5,ablation,ordered,
mendeley,D3-M,cross_machine_dual,primary,62,0.505759736697751,0.4446621199320819,0.7488721804511278,0.0389294403892944,0.5461847389558233,0.3018867924528302,0.0208062418725617,"early,middle,late",0.2561768530559167,0.7230169050715215,769,37,21,0.0670442004165537,0.1514318244622414,0.203855756591609,-0.0753887115387617,0.6484736708028228,0.5506226558689072,0.0163099597116093,A6,ablation,final,
mendeley,D3-M,cross_machine_dual,primary,62,0.4925946242457488,0.4207819656189221,0.7229437229437229,0.0,0.5394021739130435,0.0,0.0,"early,middle,late",0.2964889466840052,0.7035110533159948,769,37,73,0.0759203420342361,0.1514318244622414,0.203855756591609,-0.0753887115387617,0.6484736708028228,0.5506226558689072,0.0163099597116093,B11,baseline,raw,
mendeley,D3-M,cross_machine_dual,primary,62,0.505759736697751,0.4446621199320819,0.7488721804511278,0.0389294403892944,0.5461847389558233,0.3018867924528302,0.0208062418725617,"early,middle,late",0.2561768530559167,0.7230169050715215,769,37,21,0.0670442004165537,0.1514318244622414,0.203855756591609,-0.0753887115387617,0.6484736708028228,0.5506226558689072,0.0163099597116093,B12,proposed,final,
mendeley,D3-M,cross_machine_dual,primary,62,0.44816236972024137,0.3696811473127262,0.6345238095238095,0.0,0.47451963241436923,0.0,0.0,"early,middle,late",0.49024707412223667,0.5097529258777633,769,40,81,0.07040758630814757,,,,,,,B7,baseline,b7,
mendeley,D3-M,cross_machine_dual,primary,62,0.4136039495337356,0.33399056927158827,0.6100917431192661,0.0,0.3918799646954987,0.0,0.0,"early,middle,late",0.494148244473342,0.505851755526658,769,26,53,0.07457795685022975,,,,,,,B8,baseline,b8,
