feature,MI_stage,MI_q,Spearman_q,distribution_instability,final_score,instability_group,selected,rank,max_abs_corr_with_selected
force_sensor_y__dominant_freq__rel,0.625478086450074,2.590415413444868,0.29201043622473083,0.9549183838513188,2.1920500216678307,domain_id,True,1,0.0
force_sensor_z__spectral_rolloff95__rel,0.4653937894538269,2.048670744337533,0.518491833174685,0.20288427042347465,2.0193949604331305,domain_id,True,2,0.18713162470956993
position_control_deviation_axis_y__dominant_freq__rel,0.5366974678902412,2.203187748392302,0.3352396307669157,0.3055829693702317,1.999084188413357,domain_id,True,3,0.08483304179281399
force_sensor_x__dominant_freq__rel,0.6383155213544989,1.930755946918659,0.23202572360044302,0.3492919115044744,1.9467900331643972,domain_id,True,4,0.1254722937221293
force_sensor_y__spectral_rolloff95__rel,0.5374397066455077,2.599829664236984,0.12550533767437339,0.2847690937807791,1.944738782869691,domain_id,True,5,0.21754466199635467
force_sensor_z__dominant_freq__rel,0.6030373588206324,2.045859221470007,0.21895633965267916,0.22277354043363515,1.9328259779997075,domain_id,True,6,0.07548211434913554
force_sensor_x__clearance_factor__rel,0.5345228286570105,1.28117059655239,0.5577976292380741,0.19748256251711482,1.8722194184374492,domain_id,True,7,0.4236866932081978
force_sensor_x__impulse_factor__rel,0.5101145757911456,1.1978995495449603,0.5910969949833683,0.07456014902231102,1.8450632993274467,domain_id,False,8,
force_sensor_x__crest_factor__rel,0.5003301456576459,1.1448901839694026,0.6009803115807022,0.0724413420608366,1.8193976830449021,domain_id,True,9,0.8324993968781729
force_sensor_y__zero_crossing_rate__rel,0.456610664563756,1.4322588150045497,0.5290238336238624,0.12882668735900274,1.7849818328942921,domain_id,True,10,0.46116212245832966
force_sensor_x__impulse_factor__rank,0.47381085181058213,0.8878121310862412,0.6906982661574333,0.020900734572643763,1.7728015516903315,domain_id,False,11,
force_sensor_x__spectral_rolloff95__rank,0.4404934312619957,1.4015872205310345,0.5420973968276452,0.16847426333242638,1.7578432909482926,domain_id,True,12,0.3441881154527762
force_sensor_x__spectral_rolloff95__rel,0.5642563786141617,2.0661352205610277,0.0876918226305352,0.1632236348514938,1.7533589104045164,domain_id,True,13,0.38779217990967196
force_sensor_x__crest_factor__rank,0.4655773547204358,0.8216050656222276,0.694659746878392,0.17815034461225684,1.7258456178323174,domain_id,False,14,
force_sensor_x__p2p__rel,0.44210559024845053,1.1471826988648313,0.6073348151523963,0.2118359910450476,1.7242906322070815,domain_id,True,15,0.8441994772113066
force_sensor_x__clearance_factor__rank,0.45269440576932385,0.8340192502434576,0.6724763857078058,0.20126043153502235,1.6864097276189032,domain_id,False,16,
position_control_deviation_axis_y__dominant_freq__rank,0.5233103667908849,1.9507674882288146,0.07733440818670465,0.0734384204429939,1.6416466541088108,domain_id,True,17,0.308681074656429
force_sensor_z__spectral_kurtosis__rank,0.40103953785568924,0.7565551703192512,0.7220887849110359,0.14445448567163716,1.629837201140351,domain_id,True,18,0.6884643478801091
force_sensor_x__kurtosis__rank,0.3659618272858791,1.0438031722759353,0.6769106767535308,0.4702492142622014,1.6141856867775988,domain_id,True,19,0.5703257241964113
position_control_deviation_axis_x__dominant_freq__rel,0.5396381763548541,1.3199724968177153,0.24003792043224326,0.07440244470673803,1.587223385488027,domain_id,True,20,0.13069590778956205
position_control_deviation_axis_x__spectral_rolloff95__rel,0.5454712228768079,1.8944986468632221,0.05238028519892725,0.7675720512624707,1.5743566391020445,domain_id,True,21,0.14312773440915308
force_sensor_x__p2p__rank,0.36595714915928834,0.9593614852324803,0.6012002725963163,0.2169627522398244,1.5262072506442717,domain_id,False,22,
force_sensor_z__spectral_kurtosis__rel,0.3950104210247616,1.0190522176707884,0.5294493782099438,0.280855088366674,1.5178310606542207,domain_id,False,23,
force_sensor_y__zero_crossing_rate__rank,0.3360307689675053,1.068492028790097,0.6116042741429225,0.47456209951092554,1.5111406425607439,domain_id,True,24,0.782155228231878
force_sensor_z__dominant_amp__rel,0.31566708409065125,0.9597305904675384,0.7023791146807455,0.6938158788184672,1.510676912357302,domain_id,True,25,0.6672049165519619
force_sensor_z__dominant_amp__rank,0.33082778547959557,0.8974112164386678,0.7025909705050818,0.7704995267033526,1.504547921791067,domain_id,False,26,
force_sensor_y__dominant_freq__rank,0.3313139435189907,1.4381458244737653,0.4754950657587042,0.6257042510206683,1.4977606332582167,domain_id,True,27,0.7893395279287203
force_sensor_x__kurtosis__rel,0.30816658913722716,1.0904971651852087,0.6156931544699527,0.2778981354704497,1.495739931950822,domain_id,False,28,
force_sensor_y__mean__rel,0.33443756144346626,0.9815689032574175,0.6105313120269418,0.34410146721522716,1.4845517910870332,domain_id,True,29,0.4903181015981193
force_sensor_z__spectral_skewness__rank,0.3256262814261959,0.7426439039562296,0.7004891987090541,0.17290770739007552,1.4824712850458674,domain_id,True,30,0.9051366381536249
force_sensor_x__shape_factor__rel,0.34837210563395526,1.6250378579747475,0.3494225598426265,0.6192427572961382,1.4708139023584572,domain_id,True,31,0.7716187772161427
force_sensor_x__peak__rel,0.3767280156648265,0.9058251746882275,0.5341634224023105,0.11020570887944876,1.4639741052952933,domain_id,False,32,
force_sensor_z__spectral_skewness__rel,0.3030964972628738,0.8430987462432693,0.6652184569894641,0.17858850617396688,1.4500903877464428,domain_id,False,33,
force_sensor_y__shape_factor__rel,0.2604082053857457,1.4557050568731125,0.49036795740721456,0.18211800294288077,1.443714914644466,domain_id,True,34,0.5487904299826691
force_sensor_x__mean__rel,0.3167006602294147,0.8983332173830423,0.6199141598546082,0.3512715521982186,1.433559409020129,domain_id,True,35,0.7979144863431172
force_sensor_z__mean__rel,0.3081142647856234,0.7897276164270677,0.64314828750982,0.21305158199112023,1.412601397381367,domain_id,True,36,0.5775753867900572
force_sensor_y__shape_factor__rank,0.30106527002914696,1.2046131092558854,0.48208434033059494,0.06358186559257886,1.412007787655031,domain_id,False,37,
position_control_deviation_axis_x__spectral_rolloff95__rank,0.39701061807013294,1.6774328469352722,0.15568539543143517,0.4107369870505578,1.390072512745116,domain_id,True,38,0.4009911796247772
force_sensor_y__spectral_rolloff95__rank,0.3474475760267579,2.0693363190470784,0.03599208209220191,0.5675807868800212,1.3309542537818908,domain_id,True,39,0.6560144458875573
