Method,Output,Acc,Macro-F1,E-F1,M-F1,L-F1,M-Pre,M-Rec,M→E,M→L,Rev,Jump,Smooth
A1,raw,0.9901315789473684,0.9902304781561748,0.9824561403508772,0.9882352941176472,1.0,1.0,0.9767441860465116,0.0232558139534881,0.0,0,0,0.0236765565273809
A2,raw_fine,0.9901315789473684,0.9902304781561748,0.9824561403508772,0.9882352941176472,1.0,1.0,0.9767441860465116,0.0232558139534881,0.0,0,0,0.0199661917285368
A3,raw_prior,0.9901315789473684,0.9902304781561748,0.9824561403508772,0.9882352941176472,1.0,1.0,0.9767441860465116,0.0232558139534881,0.0,0,0,0.0209103240538743
A4,mix,0.9901315789473684,0.9902304781561748,0.9824561403508772,0.9882352941176472,1.0,1.0,0.9767441860465116,0.0232558139534881,0.0,0,0,0.0205893165360014
A5,ordered,0.9769736842105264,0.9775120581308951,0.9710982658959536,0.9725490196078432,0.9888888888888888,0.984126984126984,0.9612403100775194,0.0387596899224803,0.0,0,0,0.0135989295131929
A6,final,0.986842105263158,0.9871020928241414,0.9824561403508772,0.984375,0.994475138121547,0.9921259842519684,0.9767441860465116,0.0232558139534881,0.0,0,0,0.0188043329471988
