epoch,train_loss,val_loss,mono_valid_pairs,mono_violations,mono_violation_rate,mono_loss
0,1.2841334134045215,0.9339608518358468,2934,1456,0.49625085207907293,0.010627272985445293
1,0.9729715960647407,0.8683933266838771,2934,1467,0.5,0.030664418962332282
2,0.6760045891646111,0.9729975312338357,2934,1471,0.5013633265167008,0.03142509780479933
3,0.5178006334961838,0.6599969499468763,2934,1453,0.4952283571915474,0.03491845837434625
4,0.4583096294648478,0.5848124272661414,2934,1470,0.5010224948875256,0.036470006932519845
5,0.4801107920509557,0.5004973631087909,2934,1472,0.501704158145876,0.03117872894289765
6,0.3998366162002628,0.6166438574268702,2934,1446,0.49284253578732107,0.029785652079376647
7,0.38449664393335387,0.6335354298162611,2934,1446,0.49284253578732107,0.027476911496358735
8,0.3537562712209404,0.5291109518148005,2934,1444,0.49216087252897067,0.02455849183643415
9,0.37683220333742473,0.5726148047030867,2934,1435,0.489093387866394,0.021328930485464952
10,0.3793322205457455,0.5006081169270395,2934,1444,0.49216087252897067,0.019594776873836425
11,0.31581615933982454,0.5122101940246399,2934,1460,0.49761417859577367,0.016546662143207228
12,0.3196999312894843,0.4888756673901862,2934,1444,0.49216087252897067,0.014898036221786103
13,0.3243375180618032,0.559220801092021,2934,1418,0.4832992501704158,0.013118013111019981
14,0.2989919824587187,0.542911782416059,2934,1441,0.49113837764144513,0.012511408457489494
15,0.3142956458938864,0.6248134820433626,2934,1461,0.49795501022494887,0.011803328170265892
16,0.2574572425370993,0.6681143890178189,2934,1410,0.48057259713701433,0.010880516019493046
17,0.267079936879727,0.5834335032691683,2934,1410,0.48057259713701433,0.011157531965917388
18,0.31256994317445547,0.6418709425404312,2934,1431,0.48773006134969327,0.01118443386918149
19,0.28661623577427475,0.6002110580028776,2934,1425,0.48568507157464214,0.010817741279308946
20,0.2610294427651998,0.5905975933176545,2934,1397,0.4761417859577369,0.01080963158051763
21,0.223730314622876,0.6987966584009315,2934,1395,0.4754601226993865,0.010501711992639126
22,0.2824619089967875,0.6678629107531897,2934,1432,0.48807089297886846,0.011270253737103624
23,0.2813575252964355,0.7753795582355136,2934,1427,0.4863667348329925,0.010455210712237326
24,0.2483935693792212,0.6626083721371182,2934,1431,0.48773006134969327,0.011223457336253656
25,0.2420797142742675,0.5499939785131202,2934,1458,0.49693251533742333,0.010629245852774912
26,0.233633578275315,0.521929238816802,2934,1430,0.48738922972051807,0.011324501333899624
27,0.21693023404570622,0.6186963013877729,2934,1449,0.4938650306748466,0.010831903948420936
28,0.20200281664975012,0.5494895325268467,2934,1443,0.4918200408997955,0.011315329281287421
29,0.2161163918488035,0.639096844306255,2934,1395,0.4754601226993865,0.0109261005489838
30,0.20086683975886124,0.6912662160600628,2934,1438,0.49011588275391954,0.011166131185066484
