feature,MI_stage,MI_q,Spearman_q,distribution_instability,final_score,instability_group,selected,rank,max_abs_corr_with_selected
position_control_deviation_axis_y__dominant_freq__rel,0.5692454865412298,2.281436904010761,0.3314813126061995,0.28721557502157047,2.0719706589177167,domain_id,True,1,0.0
force_sensor_z__spectral_rolloff95__rel,0.47211338549574133,1.9288324303680038,0.5143737143343365,0.1676786649648182,1.9771471108412244,domain_id,True,2,0.07962593137756045
force_sensor_y__dominant_freq__rel,0.5471349637681273,2.2247900942710173,0.2892026322050245,0.9543449084790048,1.9198286544460441,domain_id,True,3,0.17650322745953814
force_sensor_y__spectral_rolloff95__rel,0.5095819898528762,2.689658600669763,0.09439563823796199,0.20323252174568135,1.8974410499952765,domain_id,True,4,0.20370123146543442
force_sensor_x__clearance_factor__rel,0.530151160097561,1.3005841444366562,0.5550493200504636,0.20403798162346357,1.874649924942717,domain_id,True,5,0.43063551384966847
force_sensor_x__impulse_factor__rel,0.5266240103552509,1.1961770694597122,0.5882122181761635,0.06579214400474355,1.8743598676600874,domain_id,False,6,
force_sensor_y__zero_crossing_rate__rel,0.48757537266927087,1.4885878605025438,0.5344370716497873,0.15222077702028367,1.8596225946221858,domain_id,True,7,0.3925261468064443
force_sensor_x__spectral_rolloff95__rank,0.4615783712054009,1.529867439057079,0.5403473689535422,0.12663570975022154,1.841126720767165,domain_id,True,8,0.3496272716766713
force_sensor_x__spectral_rolloff95__rel,0.6219965043776747,1.9829731665750843,0.11769780419750031,0.18276293384145478,1.840367295369295,domain_id,True,9,0.37542162608164537
force_sensor_x__crest_factor__rel,0.5157506743153022,1.0962175633278837,0.5988971305603944,0.09139260861457432,1.8283554506635613,domain_id,True,10,0.8294358791372244
force_sensor_x__impulse_factor__rank,0.48157908342499334,0.8428135009281039,0.6800400666373949,0.00585638895333057,1.7671736872233565,domain_id,False,11,
force_sensor_x__crest_factor__rank,0.4679557348553971,0.8155925933519206,0.6851589499056696,0.19768862038768792,1.7249560542089724,domain_id,False,12,
force_sensor_x__p2p__rel,0.4326053789833473,1.1502807701335978,0.6151664822724227,0.20092774832384078,1.7223065180730759,domain_id,True,13,0.8433707088015397
force_sensor_x__clearance_factor__rank,0.4498949818589002,0.8250300646682884,0.6611727670258797,0.18830436310941612,1.676191040461789,domain_id,False,14,
force_sensor_z__spectral_kurtosis__rank,0.41544183893566844,0.799343024005811,0.7158394327161166,0.09914455022224346,1.673033520352385,domain_id,True,15,0.6921049570104126
position_control_deviation_axis_x__spectral_rolloff95__rel,0.5632435749610814,2.0071354035886104,0.02436517304119884,0.68515146062976,1.6214554434933979,domain_id,True,16,0.11928519587609293
force_sensor_x__kurtosis__rank,0.3373638360629967,1.0642503529358884,0.6773721712968142,0.4702764395237047,1.5779030665935778,domain_id,True,17,0.5957674262774634
force_sensor_z__dominant_amp__rel,0.3373930266518348,1.0138374086478934,0.6982625904125203,0.684624439780912,1.5629864851411401,domain_id,True,18,0.6623019410399226
force_sensor_x__p2p__rank,0.35784839757880427,0.9381056438068676,0.6255519955418366,0.22576836501794992,1.5316348165650218,domain_id,False,19,
force_sensor_z__spectral_kurtosis__rel,0.389198778814964,1.0309513044959813,0.537084975212156,0.23127743431446193,1.5276503476972638,domain_id,False,20,
position_control_deviation_axis_x__dominant_freq__rel,0.4370646177214086,1.478688710327833,0.28450774954955166,0.23920321377074863,1.5178618503222414,domain_id,True,21,0.15946909028607822
force_sensor_x__kurtosis__rel,0.3149629412971706,1.0964898304327924,0.6248426721556132,0.30189421686842355,1.5147869090743586,domain_id,False,22,
position_control_deviation_axis_y__dominant_freq__rank,0.44593499178304663,1.7716281637624478,0.12922696281723492,0.0446641090034626,1.5012848461855823,domain_id,True,23,0.4145268924753739
force_sensor_z__spectral_skewness__rank,0.32732669630441813,0.7856516506433393,0.6913760188644563,0.14299246830315626,1.4983144859870063,domain_id,True,24,0.9187147275220874
force_sensor_y__shape_factor__rel,0.2902043019592755,1.4266326425264606,0.5168627539999135,0.2760622286434445,1.4918092097029978,domain_id,True,25,0.5475447386850728
force_sensor_y__zero_crossing_rate__rank,0.3175536009517681,1.0764764835345493,0.6189634895913398,0.49793269276473623,1.4899828543827947,domain_id,True,26,0.8022254939284895
force_sensor_z__dominant_amp__rank,0.31348915766138696,0.9326423857020498,0.6972429181464365,0.7473736773514192,1.4883390238520853,domain_id,False,27,
force_sensor_x__peak__rel,0.374206429092512,0.9053440656231437,0.5428288904187486,0.09392741802936679,1.4735547939287357,domain_id,False,28,
force_sensor_y__mean__rel,0.32954643829603647,1.0029944138508555,0.5766936247293211,0.2263837416580193,1.4613508055178055,domain_id,True,29,0.5086244956076669
force_sensor_y__shape_factor__rank,0.31957852472193893,1.2055518193396968,0.5020825092289994,0.10353432566130476,1.4558303802174384,domain_id,False,30,
