dataset,task,group,channel_set,seed,Acc,Macro_F1,E_F1,M_F1,L_F1,M_Pre,M_Rec,stages_present,M_to_E,M_to_L,n_middle_true,Rev,Jump,Smooth,q_MAE,q_RMSE,q_R2,Spearman,Pearson,q_Smooth,Method,kind,variant,oracle_wear_reference
mendeley,D3-M,cross_machine_dual,primary,52,0.4629731212287438,0.4303440368891902,0.7424242424242424,0.0234741784037558,0.5251336898395722,0.1204819277108433,0.0130039011703511,"early,middle,late",0.0520156046814044,0.9349804941482444,769,21,11,0.0523659849079134,0.2240525180015934,0.2747451769545879,-0.953348207326976,0.5372823880018417,0.5122559705123225,0.0109360984229779,A1,ablation,raw,
mendeley,D3-M,cross_machine_dual,primary,52,0.4509051014810751,0.4339920077132075,0.7210103329506314,0.0625674217907227,0.5183982683982684,0.1835443037974683,0.0377113133940182,"early,middle,late",0.0312093628088426,0.9310793237971392,769,29,0,0.0450791909609844,0.2240525180015934,0.2747451769545879,-0.953348207326976,0.5372823880018417,0.5122559705123225,0.0109360984229779,A2,ablation,raw_fine,
mendeley,D3-M,cross_machine_dual,primary,52,0.4547449259462424,0.4420691408727745,0.726643598615917,0.0829787234042553,0.5165851005981512,0.2280701754385964,0.0507152145643693,"early,middle,late",0.0247074122236671,0.9245773732119636,769,29,0,0.0501550546242164,0.2240525180015934,0.2747451769545879,-0.953348207326976,0.5372823880018417,0.5122559705123225,0.0109360984229779,A3,ablation,raw_prior,
mendeley,D3-M,cross_machine_dual,primary,52,0.4530992868897421,0.4398161277045238,0.7243367935409458,0.0788072417465388,0.5163043478260869,0.2176470588235294,0.048114434330299,"early,middle,late",0.0260078023407022,0.9258777633289988,769,29,0,0.0490763552648916,0.2240525180015934,0.2747451769545879,-0.953348207326976,0.5372823880018417,0.5122559705123225,0.0109360984229779,A4,ablation,mix,
mendeley,D3-M,cross_machine_dual,primary,52,0.4322545255074054,0.4213057955148036,0.6601705237515225,0.0843373493975903,0.519409513395298,0.185022026431718,0.0546163849154746,"early,middle,late",0.0221066319895968,0.9232769830949284,769,18,0,0.0458008236913268,0.2240525180015934,0.2747451769545879,-0.953348207326976,0.5372823880018417,0.5122559705123225,0.0109360984229779,A5,ablation,ordered,
mendeley,D3-M,cross_machine_dual,primary,52,0.4333516182117389,0.422216550525792,0.6666666666666666,0.083080040526849,0.5169029443838604,0.1880733944954128,0.0533159947984395,"early,middle,late",0.0221066319895968,0.9245773732119636,769,20,0,0.0450634346281843,0.2240525180015934,0.2747451769545879,-0.953348207326976,0.5372823880018417,0.5122559705123225,0.0109360984229779,A6,ablation,final,
mendeley,D3-M,cross_machine_dual,primary,52,0.4629731212287438,0.4303440368891902,0.7424242424242424,0.0234741784037558,0.5251336898395722,0.1204819277108433,0.0130039011703511,"early,middle,late",0.0520156046814044,0.9349804941482444,769,21,11,0.0523659849079134,0.2240525180015934,0.2747451769545879,-0.953348207326976,0.5372823880018417,0.5122559705123225,0.0109360984229779,B11,baseline,raw,
mendeley,D3-M,cross_machine_dual,primary,52,0.4333516182117389,0.422216550525792,0.6666666666666666,0.083080040526849,0.5169029443838604,0.1880733944954128,0.0533159947984395,"early,middle,late",0.0221066319895968,0.9245773732119636,769,20,0,0.0450634346281843,0.2240525180015934,0.2747451769545879,-0.953348207326976,0.5372823880018417,0.5122559705123225,0.0109360984229779,B12,proposed,final,
mendeley,D3-M,cross_machine_dual,primary,52,0.5397696105320899,0.48542903863463965,0.8918156161806209,0.0,0.5644714997232982,0.0,0.0,"early,middle,late",0.05851755526657997,0.94148244473342,769,12,25,0.05286175501417716,,,,,,,B7,baseline,b7,
mendeley,D3-M,cross_machine_dual,primary,52,0.5123422929237521,0.4489702127141522,0.7803617571059431,0.0,0.5665488810365136,0.0,0.0,"early,middle,late",0.1755526657997399,0.8244473342002601,769,55,104,0.1235455525267353,,,,,,,B8,baseline,b8,
