Metric,Mean,Std,Min,Max,N
Acc,0.7568157033805889,,0.7568157033805889,0.7568157033805889,1
Macro-F1,0.7686272496909803,,0.7686272496909803,0.7686272496909803,1
E-F1,0.8647140864714087,,0.8647140864714087,0.8647140864714087,1
M-F1,0.6886924150767799,,0.6886924150767799,0.6886924150767799,1
L-F1,0.7524752475247525,,0.7524752475247525,0.7524752475247525,1
M-Precision,0.727630285152409,,0.727630285152409,0.727630285152409,1
M-Recall,0.6537102473498233,,0.6537102473498233,0.6537102473498233,1
M_to_E,0.0,,0.0,0.0,1
M_to_L,0.3462897526501767,,0.3462897526501767,0.3462897526501767,1
Rev,10.0,,10.0,10.0,1
Jump,0.0,,0.0,0.0,1
Smooth,0.018492645895802,,0.018492645895802,0.018492645895802,1
q-MAE,0.0780332331553499,,0.0780332331553499,0.0780332331553499,1
q-RMSE,0.1213151711376608,,0.1213151711376608,0.1213151711376608,1
q-R2,0.5960337138473045,,0.5960337138473045,0.5960337138473045,1
Spearman,0.9216832288074724,,0.9216832288074724,0.9216832288074724,1
