Metric,Mean,Std,Min,Max,N
Acc,0.3066374108612177,,0.3066374108612177,0.3066374108612177,1
Macro-F1,0.1746538026512561,,0.1746538026512561,0.1746538026512561,1
E-F1,0.4592847910383455,,0.4592847910383455,0.4592847910383455,1
M-F1,0.0646766169154228,,0.0646766169154228,0.0646766169154228,1
L-F1,0.0,,0.0,0.0,1
M-Precision,0.7428571428571429,,0.7428571428571429,0.7428571428571429,1
M-Recall,0.0338101430429128,,0.0338101430429128,0.0338101430429128,1
M_to_E,0.9661898569570871,,0.9661898569570871,0.9661898569570871,1
M_to_L,0.0,,0.0,0.0,1
Rev,6.0,,6.0,6.0,1
Jump,0.0,,0.0,0.0,1
Smooth,0.0149128971752717,,0.0149128971752717,0.0149128971752717,1
q-MAE,0.1892557755950824,,0.1892557755950824,0.1892557755950824,1
q-RMSE,0.2519329679814288,,0.2519329679814288,0.2519329679814288,1
q-R2,-0.6424400246262238,,-0.6424400246262238,-0.6424400246262238,1
Spearman,-0.0469595692360536,,-0.0469595692360536,-0.0469595692360536,1
