epoch,train_loss,val_loss,mono_valid_pairs,mono_violations,mono_violation_rate,mono_loss
0,1.4235664709754612,1.4256666244900957,2316,1144,0.4939550949913644,0.006118016258695079
1,0.9842593006067053,2.3681318668686613,2316,1137,0.49093264248704666,0.0264524922061425
2,0.9142011024780496,2.2104880901015536,2316,1159,0.5004317789291882,0.03539393660783718
3,0.6691345986614259,2.767572560734084,2316,1141,0.49265975820379965,0.0349319062871628
4,0.4854716938425067,3.0853051247239924,2316,1131,0.4883419689119171,0.0379674914339713
5,0.4112732564924553,3.151772643205057,2316,1158,0.5,0.03808517311466079
6,0.3581454087808778,3.238719627996083,2316,1159,0.5004317789291882,0.03775093452319702
7,0.34963563677658605,3.6576101114960755,2316,1121,0.4840241796200345,0.033165991792212364
8,0.35078869632952986,3.3782590274908104,2316,1130,0.48791018998272884,0.030976367572378555
9,0.314260607927938,4.239953732966971,2316,1147,0.4952504317789292,0.02751794896932649
10,0.29019494342265717,4.086587613131724,2316,1159,0.5004317789291882,0.026227215378168335
11,0.32749239285554377,3.745585296353718,2316,1127,0.48661485319516407,0.02383854239400364
12,0.2444214816376517,3.7392953883375033,2316,1141,0.49265975820379965,0.01983851567533702
13,0.2320810202820644,4.318011626702588,2316,1120,0.4835924006908463,0.018549670298649217
14,0.2779006242602565,3.6731013296818245,2316,1158,0.5,0.017129932397845698
15,0.31320603059785423,3.80327157364512,2316,1142,0.4930915371329879,0.01510746602785079
16,0.2372496248126329,4.100418368265743,2316,1138,0.4913644214162349,0.013544168657339786
17,0.2152448730063578,4.362720507406155,2316,1125,0.48575129533678757,0.012899187391929105
18,0.21999952443766355,4.701869677625546,2316,1142,0.4930915371329879,0.012779566152550803
