dataset,task,group,channel_set,seed,Acc,Macro_F1,E_F1,M_F1,L_F1,M_Pre,M_Rec,stages_present,M_to_E,M_to_L,n_middle_true,Rev,Jump,Smooth,q_MAE,q_RMSE,q_R2,Spearman,Pearson,q_Smooth,Method,kind,variant,oracle_wear_reference
mendeley,D2-M,cross_machine_dual,primary,52,0.6513994910941476,0.6568263357744265,0.6834592779177162,0.4939411425274091,0.7930785868781542,0.7121464226289518,0.3780918727915194,"early,middle,late",0.5936395759717314,0.0282685512367491,1132,50,0,0.0157840281800845,0.1492001097181061,0.1988854227628224,-0.0857273971620955,0.4737827772525759,0.4655087269553989,0.00168320314289,A1,ablation,raw,
mendeley,D2-M,cross_machine_dual,primary,52,0.6426753907669939,0.5234273783429981,0.8775376555337263,0.6927444794952682,0.0,0.5387634936211972,0.969964664310954,"early,middle,late",0.0300353356890459,0.0,1132,11,0,0.0110260295393583,0.1492001097181061,0.1988854227628224,-0.0857273971620955,0.4737827772525759,0.4655087269553989,0.00168320314289,A2,ablation,raw_fine,
mendeley,D2-M,cross_machine_dual,primary,52,0.4114867320974191,0.1943514464760923,0.0,0.5830543394282771,0.0,0.4114867320974191,1.0,"early,middle,late",0.0,0.0,1132,0,0,0.0107038475308529,0.1492001097181061,0.1988854227628224,-0.0857273971620955,0.4737827772525759,0.4655087269553989,0.00168320314289,A3,ablation,raw_prior,
mendeley,D2-M,cross_machine_dual,primary,52,0.4638313340603417,0.3020452664396402,0.3006263048016701,0.6055094945172506,0.0,0.4342155734560798,1.0,"early,middle,late",0.0,0.0,1132,5,0,0.0107733495114876,0.1492001097181061,0.1988854227628224,-0.0857273971620955,0.4737827772525759,0.4655087269553989,0.00168320314289,A4,ablation,mix,
mendeley,D2-M,cross_machine_dual,primary,52,0.4296619411123228,0.2354669327123453,0.1157407407407407,0.5906600573962953,0.0,0.4191040355423917,1.0,"early,middle,late",0.0,0.0,1132,0,0,0.0034802313626427,0.1492001097181061,0.1988854227628224,-0.0857273971620955,0.4737827772525759,0.4655087269553989,0.00168320314289,A5,ablation,ordered,
mendeley,D2-M,cross_machine_dual,primary,52,0.4311159578335151,0.2385670196603734,0.1244239631336405,0.5912770958474798,0.0,0.4197256210604375,1.0,"early,middle,late",0.0,0.0,1132,0,0,0.0087213068491847,0.1492001097181061,0.1988854227628224,-0.0857273971620955,0.4737827772525759,0.4655087269553989,0.00168320314289,A6,ablation,final,
mendeley,D2-M,cross_machine_dual,primary,52,0.6513994910941476,0.6568263357744265,0.6834592779177162,0.4939411425274091,0.7930785868781542,0.7121464226289518,0.3780918727915194,"early,middle,late",0.5936395759717314,0.0282685512367491,1132,50,0,0.0157840281800845,0.1492001097181061,0.1988854227628224,-0.0857273971620955,0.4737827772525759,0.4655087269553989,0.00168320314289,B11,baseline,raw,
mendeley,D2-M,cross_machine_dual,primary,52,0.4311159578335151,0.2385670196603734,0.1244239631336405,0.5912770958474798,0.0,0.4197256210604375,1.0,"early,middle,late",0.0,0.0,1132,0,0,0.0087213068491847,0.1492001097181061,0.1988854227628224,-0.0857273971620955,0.4737827772525759,0.4655087269553989,0.00168320314289,B12,proposed,final,
mendeley,D2-M,cross_machine_dual,primary,52,0.6644856415848782,0.6765443015857654,0.6505190311418685,0.5606741573033708,0.8184397163120567,0.7700617283950617,0.44081272084805656,"early,middle,late",0.5353356890459364,0.023851590106007067,1132,85,25,0.04080743379737986,,,,,,,B7,baseline,b7,
mendeley,D2-M,cross_machine_dual,primary,52,0.6081424936386769,0.495100517787582,0.0,0.6637527318139245,0.8215488215488216,0.5132786093674553,0.9390459363957597,"early,middle,late",0.0,0.060954063604240286,1132,66,0,0.02737906402223669,,,,,,,B8,baseline,b8,
mendeley,D2-M,cross_machine_dual,primary,52,0.8578698655034533,0.8625555613075636,0.928435718809373,0.8285714285714286,0.8306595365418895,0.8375451263537906,0.8197879858657244,"early,middle,late",0.022084805653710248,0.15812720848056538,1132,45,2,0.02049354250709563,,,,,,,B9,baseline,b9,
mendeley,D2-M,cross_machine_dual,primary,52,0.6299527444565612,0.6341813618981487,0.6683087027914614,0.4571092831962397,0.7771260997067448,0.6824561403508772,0.34363957597173145,"early,middle,late",0.6307420494699647,0.02561837455830389,1132,51,0,0.0199900799101487,,,,,,,B10,baseline,b10,
mendeley,D2-M,cross_machine_dual,primary,52,0.9156670301708469,0.9151329540125008,0.9787234042553191,0.9069020866773676,0.8597733711048159,0.8308823529411765,0.9982332155477032,"early,middle,late",0.0017667844522968198,0.0,1132,0,0,0.004366812227074236,,,,,,,B1,baseline,b1,True
mendeley,D2-M,cross_machine_dual,primary,52,0.5063613231552163,0.4853681904175233,0.7832585949177877,0.10487444608567208,0.5679715302491103,0.31981981981981983,0.0627208480565371,"early,middle,late",0.0,0.9372791519434629,1132,89,39,0.13100436681222707,,,,,,,B2,baseline,b2,False
mendeley,D2-M,cross_machine_dual,primary,52,0.6059614685568884,0.6196214914934953,0.8287769784172662,0.40407470288624786,0.6260127931769722,0.5622047244094488,0.31537102473498235,"early,middle,late",0.0,0.6846289752650176,1132,155,1,0.09069383794274624,,,,,,,B3,baseline,b3,False
mendeley,D2-M,cross_machine_dual,primary,52,0.3638676844783715,0.29642975472619315,0.474390243902439,0.1687116564417178,0.24618736383442266,0.6395348837209303,0.09717314487632508,"early,middle,late",0.9028268551236749,0.0,1132,81,56,0.09835466149515179,,,,,,,B4,baseline,b4,False
mendeley,D2-M,cross_machine_dual,primary,52,0.6793893129770993,0.6934539520222107,0.793180133432172,0.6036499766027141,0.683531746031746,0.6417910447761194,0.5697879858657244,"early,middle,late",0.0,0.4302120141342756,1132,133,0,0.08327147016011645,,,,,,,B5,baseline,b5,False
mendeley,D2-M,cross_machine_dual,primary,52,0.5270810614322065,0.5205050505050505,0.7713207547169811,0.18867924528301888,0.6015151515151516,0.35802469135802467,0.12809187279151943,"early,middle,late",0.0,0.8719081272084805,1132,78,1,0.13214652512080102,,,,,,,B6,baseline,b6,False
