Split_ID,Train_cases,Validation_cases,Test_cases,Train_n,Val_n,Test_n,Train_stage_dist,Val_stage_dist,Test_stage_dist,Test_middle_n,Data_quality_score,Val_test_similarity,test_n_score,test_stage_score,middle_score,train_stage_score,val_stage_score,case_diversity_score,extreme_penalty,Split_quality_score,Reject_reason,B12_select_score
CAND235,"3,4,5,6,11,13,14,15,16","1,7,12","2,8,9,10",88,40,39,"E:28,M:28,L:32","E:13,M:11,L:16","E:12,M:10,L:17",10,0.9651562869021206,0.0394406829773627,0.9362541950438518,0.946153846153846,1.0,0.9840909090909092,0.965,1.0,0.0,0.9651562869021206,,0.49779571079623275
CAND010,"1,5,7,8,12,13,14,15,16","4,9,11","2,3,6,10",89,39,39,"E:29,M:23,L:37","E:12,M:13,L:14","E:12,M:13,L:14",13,0.9737635205445344,0.0363254246953207,0.9362541950438518,0.9865384615384616,1.0,0.956741573033708,0.9865384615384616,1.0,0.0,0.9737635205445344,,0.49531579861999997
CAND087,"2,4,6,7,9,13,14,15,16","1,8,11","3,5,10,12",76,46,45,"E:25,M:22,L:29","E:14,M:14,L:18","E:14,M:13,L:18",13,0.9680118137400422,0.0298412733881717,0.9251084441918686,0.965,1.0,0.9746710526315788,0.9695652173913044,1.0,0.0,0.9680118137400422,,0.4900380758
CAND078,"1,4,6,8,9,10,13,14,16","5,11,12","2,3,7,15",80,44,43,"E:26,M:22,L:32","E:14,M:14,L:16","E:13,M:13,L:17",13,0.9751388759520118,0.0458936033932413,0.9705036457993697,0.9674418604651164,1.0,0.965,0.9840909090909092,1.0,0.0,0.9751388759520118,,0.43347496649000006
