Split_type,Task,Seed,Train_cases,Validation_cases,Test_cases,Config,q-MAE,q-RMSE,q-R2,Spearman,Pearson,q-Smooth
bestcase_candidate,CAND235,2026,"3,4,5,6,11,13,14,15,16","1,7,12","2,8,9,10",b11_wide_L4_k60,,,,0.4292307692307692,,
bestcase_candidate,CAND010,2026,"1,5,7,8,12,13,14,15,16","4,9,11","2,3,6,10",b11_tiny_L3_k20,0.2471703585189205,0.2859632063366616,0.0802757859607031,0.5201612903225806,0.5248381556234463,0.0146309753944133
bestcase_candidate,CAND087,2026,"2,4,6,7,9,13,14,15,16","1,8,11","3,5,10,12",b11_sample_01,0.2312023647886286,0.2686571337223644,0.1472774096477366,0.6292081555239449,0.643575884401163,0.0155015073039314
bestcase_candidate,CAND078,2026,"1,4,6,8,9,10,13,14,16","5,11,12","2,3,7,15",b11_sample_01,0.2046244460768819,0.2490574984616672,0.3077259712851442,0.7011204481792718,0.6393913222730812,0.037725071753225
