Split_type,Task,Seed,Config,Validation_score,Epoch,Macro-F1,Balanced-Acc,M-F1,M-Rec,Smooth,q_Spearman,q_Pearson,name,L,top_k,batch_size,lr,dropout,weight_decay,tcn_channels,gru_hidden,lambda_fine,lambda_q,lambda_mono
bestcase_candidate,CAND017,2026,b11_tiny_L3_k20,0.45893678920379916,10,0.5844974948423224,0.5944444444444444,0.5333333333333333,0.5333333333333333,0.32653049972246995,0.7657657657657658,0.7484538995957305,b11_tiny_L3_k20,3,20,8,0.001,0.2,0.0001,"(16, 32)",32,0.1,0.1,0.0
bestcase_candidate,CAND017,2026,b11_small_L4_k30_qweak,0.3971895253937085,14,0.49137336093857836,0.5222222222222223,0.5217391304347827,0.4,0.27117653999788066,0.6433823529411765,0.6257558307980461,b11_small_L4_k30_qweak,4,30,8,0.001,0.2,0.0001,"(16, 32)",32,0.2,0.05,0.02
bestcase_candidate,CAND017,2026,b11_mid_L5_k45,0.41827196502599884,29,0.5430886707184043,0.5538461538461539,0.5217391304347826,0.46153846153846156,0.24403860006067488,0.5870967741935484,0.6154599229528998,b11_mid_L5_k45,5,45,16,0.0005,0.2,0.0001,"(32, 64)",32,0.2,0.1,0.02
bestcase_candidate,CAND017,2026,b11_wide_L4_k60,0.1305029883980982,1,0.3516908212560386,0.3444444444444444,0.5333333333333333,0.5333333333333333,0.014868589242299397,0.4184491978609626,0.5749695813951206,b11_wide_L4_k60,4,60,16,0.0005,0.3,0.0001,"(32, 64)",32,0.1,0.2,0.05
bestcase_candidate,CAND017,2026,b11_sample_01,0.45447962380867213,20,0.5570544151189313,0.5851851851851851,0.5333333333333333,0.5333333333333333,0.2647138165846241,0.802059202059202,0.8015611752734414,b11_sample_01,3,45,8,0.001,0.3,0.0001,"(32, 64)",32,0.5,0.2,0.05
bestcase_candidate,CAND017,2026,b11_sample_02,-0.2395693071895359,13,0.3984153933220147,0.4545454545454546,0.4210526315789474,0.36363636363636365,0.14709023161170384,0.8223443223443224,0.794058197701748,b11_sample_02,6,60,8,0.001,0.3,0.0001,"(16, 32)",16,0.2,0.05,0.02
bestcase_candidate,CAND017,2026,b11_sample_03,0.33777226064449195,13,0.510892616155774,0.5481481481481482,0.28571428571428575,0.2,0.269164303599885,0.501930501930502,0.46552302523627176,b11_sample_03,3,60,16,0.001,0.2,0.0001,"(32, 32)",32,0.2,0.1,0.05
bestcase_candidate,CAND017,2026,b11_sample_04,0.3383856466532177,19,0.4819504819504819,0.5259259259259259,0.18181818181818182,0.13333333333333333,0.19480911213340182,0.8249678249678251,0.7363665315760454,b11_sample_04,3,45,8,0.0005,0.2,0.0001,"(32, 32)",16,0.5,0.2,0.05
bestcase_candidate,CAND017,2026,b11_sample_05,0.20922739503928042,29,0.3606837606837607,0.4256410256410256,0.13333333333333336,0.07692307692307693,0.12288344196147388,0.11857619577308119,0.14956293973818857,b11_sample_05,5,20,16,0.0005,0.2,0.0001,"(32, 32)",16,0.2,0.2,0.05
bestcase_candidate,CAND175,2026,b11_tiny_L3_k20,0.4080775918586472,3,0.5094043887147336,0.4939839572192513,0.5,0.47058823529411764,0.05369013547897339,0.4501930501930502,0.39537419542753577,b11_tiny_L3_k20,3,20,8,0.001,0.2,0.0001,"(16, 32)",32,0.1,0.1,0.0
bestcase_candidate,CAND175,2026,b11_small_L4_k30_qweak,0.4981249786520503,8,0.6444444444444444,0.6491978609625669,0.5999999999999999,0.5294117647058824,0.19075704651574293,0.5330882352941178,0.5871883132202462,b11_small_L4_k30_qweak,4,30,8,0.001,0.2,0.0001,"(16, 32)",32,0.2,0.05,0.02
bestcase_candidate,CAND175,2026,b11_mid_L5_k45,-0.2873608368163328,14,0.38143891017454234,0.42020202020202024,0.5925925925925926,0.5333333333333333,0.11946153585557584,-0.3161290322580645,-0.26001370474248287,b11_mid_L5_k45,5,45,16,0.0005,0.2,0.0001,"(32, 64)",32,0.2,0.1,0.02
bestcase_candidate,CAND175,2026,b11_wide_L4_k60,0.36667385546849535,2,0.4918684918684919,0.4506238859180036,0.5405405405405405,0.5882352941176471,0.021197356780370078,-0.6801470588235294,-0.6938689867275959,b11_wide_L4_k60,4,60,16,0.0005,0.3,0.0001,"(32, 64)",32,0.1,0.2,0.05
bestcase_candidate,CAND175,2026,b11_sample_01,0.43184114924316835,2,0.6523809523809524,0.6599821746880571,0.5,0.4117647058823529,0.04426994377916509,-0.3127413127413128,-0.21730384148860438,b11_sample_01,3,45,8,0.001,0.3,0.0001,"(32, 64)",32,0.5,0.2,0.05
bestcase_candidate,CAND175,2026,b11_sample_02,-0.21114010288758056,17,0.41718426501035194,0.4522144522144522,0.608695652173913,0.5384615384615384,0.22795235194886723,0.6825396825396824,0.6927653182289428,b11_sample_02,6,60,8,0.001,0.3,0.0001,"(16, 32)",16,0.2,0.05,0.02
bestcase_candidate,CAND175,2026,b11_sample_03,0.4735530788860526,13,0.618377321603128,0.6348039215686274,0.5999999999999999,0.5294117647058824,0.3615698699811191,0.6293436293436294,0.6694890992889307,b11_sample_03,3,60,16,0.001,0.2,0.0001,"(32, 32)",32,0.2,0.1,0.05
bestcase_candidate,CAND175,2026,b11_sample_04,0.3840861494661452,22,0.5446308077887024,0.6004901960784313,0.2857142857142857,0.17647058823529413,0.1892861963221521,0.7196911196911198,0.6748815067871554,b11_sample_04,3,45,8,0.0005,0.2,0.0001,"(32, 32)",16,0.5,0.2,0.05
bestcase_candidate,CAND175,2026,b11_sample_05,-0.24727599909296305,2,0.27155172413793105,0.3863636363636364,0.0,0.0,0.02069582872920566,0.09632925472747497,0.12584159506052323,b11_sample_05,5,20,16,0.0005,0.2,0.0001,"(32, 32)",16,0.2,0.2,0.05
bestcase_candidate,CAND109,2026,b11_tiny_L3_k20,0.5698181979374027,26,0.7028619528619529,0.7396825396825397,0.7222222222222222,0.6190476190476191,0.4589506211409268,0.8666443850267381,0.813298319285133,b11_tiny_L3_k20,3,20,8,0.001,0.2,0.0001,"(16, 32)",32,0.1,0.1,0.0
bestcase_candidate,CAND109,2026,b11_small_L4_k30_qweak,0.42675612238121474,5,0.4887018856163316,0.6349206349206349,0.45161290322580644,0.3333333333333333,0.09307443378148256,0.6324805339265851,0.6266730106282375,b11_small_L4_k30_qweak,4,30,8,0.001,0.2,0.0001,"(16, 32)",32,0.2,0.05,0.02
bestcase_candidate,CAND109,2026,b11_mid_L5_k45,-0.10210757365821782,26,0.5708061002178649,0.6140350877192983,0.8888888888888888,0.8421052631578947,0.30722600415659446,0.43223443223443225,0.49104439668823696,b11_mid_L5_k45,5,45,16,0.0005,0.2,0.0001,"(32, 64)",32,0.2,0.1,0.02
bestcase_candidate,CAND109,2026,b11_wide_L4_k60,-0.26784938634481015,1,0.3251823251823252,0.3650793650793651,0.5945945945945946,0.5238095238095238,0.012413147423002455,0.3397107897664071,0.3405800618367059,b11_wide_L4_k60,4,60,16,0.0005,0.3,0.0001,"(32, 64)",32,0.1,0.2,0.05
bestcase_candidate,CAND109,2026,b11_sample_01,0.6088624276049965,17,0.7569444444444445,0.8412698412698413,0.6875000000000001,0.5238095238095238,0.32659673659751814,0.9415106951871658,0.8840993067036275,b11_sample_01,3,45,8,0.001,0.3,0.0001,"(32, 64)",32,0.5,0.2,0.05
bestcase_candidate,CAND109,2026,b11_sample_02,-0.13919330753334413,22,0.5322128851540616,0.5322128851540616,0.8823529411764706,0.8823529411764706,0.34494732451137333,0.3521739130434782,0.4757484737889959,b11_sample_02,6,60,8,0.001,0.3,0.0001,"(16, 32)",16,0.2,0.05,0.02
bestcase_candidate,CAND109,2026,b11_sample_03,0.6446244760862085,20,0.7759740259740259,0.7396825396825397,0.8636363636363636,0.9047619047619048,0.3447545176371932,0.8920454545454546,0.864403370900994,b11_sample_03,3,60,16,0.001,0.2,0.0001,"(32, 32)",32,0.2,0.1,0.05
bestcase_candidate,CAND109,2026,b11_sample_04,0.4981413200792729,10,0.5751823251823251,0.5650793650793651,0.5945945945945946,0.5238095238095238,0.0871332104007403,0.7874331550802139,0.756481402710672,b11_sample_04,3,45,8,0.0005,0.2,0.0001,"(32, 32)",16,0.5,0.2,0.05
bestcase_candidate,CAND109,2026,b11_sample_05,-0.08360900673287512,7,0.14583333333333334,0.3333333333333333,0.0,0.0,0.0352277352164189,0.16788766788766787,0.19028727138541965,b11_sample_05,5,20,16,0.0005,0.2,0.0001,"(32, 32)",16,0.2,0.2,0.05
bestcase_candidate,CAND078,2026,b11_tiny_L3_k20,0.2801001239912474,13,0.3925770308123249,0.44027777777777777,0.25,0.1875,0.30512234403618743,0.5566254513622934,0.4647723639805321,b11_tiny_L3_k20,3,20,8,0.001,0.2,0.0001,"(16, 32)",32,0.1,0.1,0.0
bestcase_candidate,CAND078,2026,b11_small_L4_k30_qweak,0.37437164085810387,3,0.39821289821289824,0.4222222222222222,0.5128205128205129,0.6666666666666666,0.024002147372812033,0.5187675070028012,0.5324428698067547,b11_small_L4_k30_qweak,4,30,8,0.001,0.2,0.0001,"(16, 32)",32,0.2,0.05,0.02
bestcase_candidate,CAND078,2026,b11_mid_L5_k45,-0.3392167907572645,5,0.3090676883780332,0.3761904761904762,0.4444444444444445,0.42857142857142855,0.020392684073283755,-0.15762463343108502,-0.16007022366860493,b11_mid_L5_k45,5,45,16,0.0005,0.2,0.0001,"(32, 64)",32,0.2,0.1,0.02
bestcase_candidate,CAND078,2026,b11_wide_L4_k60,0.3917625763452474,5,0.5462074157726332,0.5666666666666668,0.5217391304347827,0.4,0.02470437018200755,-0.40084033613445386,-0.45446267071659924,b11_wide_L4_k60,4,60,16,0.0005,0.3,0.0001,"(32, 64)",32,0.1,0.2,0.05
bestcase_candidate,CAND078,2026,b11_sample_01,0.5105035838473386,17,0.657516339869281,0.6375000000000001,0.6666666666666667,0.8125,0.46369505752144113,0.6603567129882919,0.6486924461241249,b11_sample_01,3,45,8,0.001,0.3,0.0001,"(32, 64)",32,0.5,0.2,0.05
bestcase_candidate,CAND078,2026,b11_sample_02,-0.28592556422098925,17,0.3625192012288787,0.41269841269841273,0.5161290322580646,0.5714285714285714,0.10547454504726025,0.196551724137931,0.21694218133100576,b11_sample_02,6,60,8,0.001,0.3,0.0001,"(16, 32)",16,0.2,0.05,0.02
bestcase_candidate,CAND078,2026,b11_sample_03,0.40824626706681816,4,0.5371698815027366,0.5277777777777778,0.5853658536585366,0.75,0.028415962627955847,-0.35638472480577743,-0.312546027170787,b11_sample_03,3,60,16,0.001,0.2,0.0001,"(32, 32)",32,0.2,0.1,0.05
bestcase_candidate,CAND078,2026,b11_sample_04,0.37054938490246014,9,0.5074620427881298,0.5180555555555556,0.4375,0.4375,0.09645363433020455,0.19509793194003722,0.22120096931796127,b11_sample_04,3,45,8,0.0005,0.2,0.0001,"(32, 32)",16,0.5,0.2,0.05
bestcase_candidate,CAND078,2026,b11_sample_05,0.41559287532891065,23,0.5234113712374582,0.525,0.6086956521739131,0.5,0.09319479146908069,0.23570381231671553,0.2244948194345401,b11_sample_05,5,20,16,0.0005,0.2,0.0001,"(32, 32)",16,0.2,0.2,0.05
bestcase_candidate,CAND011,2026,b11_tiny_L3_k20,0.3245462791427107,11,0.5100496838301716,0.5102453102453103,0.22222222222222224,0.14285714285714285,0.2975472088282307,0.6600935828877006,0.6844816418359161,b11_tiny_L3_k20,3,20,8,0.001,0.2,0.0001,"(16, 32)",32,0.1,0.1,0.0
bestcase_candidate,CAND011,2026,b11_small_L4_k30_qweak,0.3734698031183905,9,0.47876197876197873,0.4706349206349206,0.4615384615384615,0.42857142857142855,0.12301403284072876,0.457174638487208,0.47797288460986975,b11_small_L4_k30_qweak,4,30,8,0.001,0.2,0.0001,"(16, 32)",32,0.2,0.05,0.02
bestcase_candidate,CAND011,2026,b11_mid_L5_k45,0.5120152789509287,19,0.6476608187134502,0.638095238095238,0.5263157894736842,0.7142857142857143,0.1204953050861756,0.6355311355311355,0.6626043616458485,b11_mid_L5_k45,5,45,16,0.0005,0.2,0.0001,"(32, 64)",32,0.2,0.1,0.02
bestcase_candidate,CAND011,2026,b11_wide_L4_k60,0.13142522978070065,1,0.2830409356725146,0.30277777777777776,0.0,0.0,0.013811047430391665,0.014905450500556172,-0.00396249316227885,b11_wide_L4_k60,4,60,16,0.0005,0.3,0.0001,"(32, 64)",32,0.1,0.2,0.05
bestcase_candidate,CAND011,2026,b11_sample_01,0.38503876205769405,15,0.5836257309941519,0.5659451659451659,0.4,0.2857142857142857,0.4028187576681376,0.5765374331550802,0.4853473310514096,b11_sample_01,3,45,8,0.001,0.3,0.0001,"(32, 64)",32,0.5,0.2,0.05
bestcase_candidate,CAND011,2026,b11_sample_02,-0.2084799994204416,14,0.31092436974789917,0.373015873015873,0.0,0.0,0.08640353417112714,0.4782608695652173,0.456760329247098,b11_sample_02,6,60,8,0.001,0.3,0.0001,"(16, 32)",16,0.2,0.05,0.02
bestcase_candidate,CAND011,2026,b11_sample_03,0.42620132381615583,9,0.6591478696741855,0.6551226551226551,0.4210526315789474,0.5714285714285714,0.14439493914445242,0.034759358288770054,0.0923660891172367,b11_sample_03,3,60,16,0.001,0.2,0.0001,"(32, 32)",32,0.2,0.1,0.05
bestcase_candidate,CAND011,2026,b11_sample_04,0.35267198138164757,4,0.5333333333333333,0.5307359307359307,0.39999999999999997,0.42857142857142855,0.06418927709261577,-0.027406417112299467,0.0249846080684612,b11_sample_04,3,45,8,0.0005,0.2,0.0001,"(32, 32)",16,0.5,0.2,0.05
bestcase_candidate,CAND011,2026,b11_sample_05,0.5306952622346353,18,0.6793650793650793,0.6349206349206349,0.6666666666666666,0.5714285714285714,0.07741856202483177,0.5970695970695971,0.6400110292536085,b11_sample_05,5,20,16,0.0005,0.2,0.0001,"(32, 32)",16,0.2,0.2,0.05
bestcase_candidate,CAND010,2026,b11_tiny_L3_k20,0.4642373106660088,4,0.5934640522875817,0.6323529411764706,0.6470588235294118,0.6470588235294118,0.05853301336367925,0.20989304812834228,0.29151947146948737,b11_tiny_L3_k20,3,20,8,0.001,0.2,0.0001,"(16, 32)",32,0.1,0.1,0.0
bestcase_candidate,CAND010,2026,b11_small_L4_k30_qweak,0.36896540328253474,5,0.4166666666666667,0.4930555555555555,0.38461538461538464,0.3125,0.1013316183730408,0.7543937708565073,0.7318798260209554,b11_small_L4_k30_qweak,4,30,8,0.001,0.2,0.0001,"(16, 32)",32,0.2,0.05,0.02
bestcase_candidate,CAND010,2026,b11_mid_L5_k45,0.18051516129390538,13,0.2853615520282187,0.32261904761904764,0.2,0.14285714285714285,0.0963475052267313,-0.045787545787545784,-0.27928270333852157,b11_mid_L5_k45,5,45,16,0.0005,0.2,0.0001,"(32, 64)",32,0.2,0.1,0.02
bestcase_candidate,CAND010,2026,b11_wide_L4_k60,0.3184221134843769,1,0.42977139819245086,0.5416666666666666,0.21052631578947367,0.125,0.017702335560763324,0.4981090100111235,0.5090814378431385,b11_wide_L4_k60,4,60,16,0.0005,0.3,0.0001,"(32, 64)",32,0.1,0.2,0.05
bestcase_candidate,CAND010,2026,b11_sample_01,0.4173624248172668,2,0.5784641615843662,0.6372549019607843,0.5384615384615384,0.4117647058823529,0.035733742515246074,-0.21323529411764705,-0.23626918856235352,b11_sample_01,3,45,8,0.001,0.3,0.0001,"(32, 64)",32,0.5,0.2,0.05
bestcase_candidate,CAND010,2026,b11_sample_02,-0.22719399487814507,14,0.42424242424242425,0.5,0.5454545454545454,0.5,0.11780292638355777,0.44434782608695644,0.3983313556607919,b11_sample_02,6,60,8,0.001,0.3,0.0001,"(16, 32)",16,0.2,0.05,0.02
bestcase_candidate,CAND010,2026,b11_sample_03,0.43914574278104035,10,0.5338461538461537,0.5955882352941176,0.5,0.4117647058823529,0.26267667338252065,0.7349598930481284,0.6985415891659282,b11_sample_03,3,60,16,0.001,0.2,0.0001,"(32, 32)",32,0.2,0.1,0.05
bestcase_candidate,CAND010,2026,b11_sample_04,0.24618382774389597,10,0.2889078336648669,0.41421568627450983,0.1739130434782609,0.11764705882352941,0.1051379640897115,0.5508021390374331,0.5608307604110941,b11_sample_04,3,45,8,0.0005,0.2,0.0001,"(32, 32)",16,0.5,0.2,0.05
bestcase_candidate,CAND010,2026,b11_sample_05,0.4203042395280465,17,0.5396361273554255,0.5857142857142857,0.5263157894736842,0.35714285714285715,0.11125581463177998,0.384004884004884,0.3550067669848127,b11_sample_05,5,20,16,0.0005,0.2,0.0001,"(32, 32)",16,0.2,0.2,0.05
bestcase_candidate,CAND124,2026,b11_tiny_L3_k20,0.3631836962149817,7,0.5039757838619319,0.5257575757575758,0.35294117647058826,0.25,0.18227754873888832,0.5467775467775468,0.545015005501022,b11_tiny_L3_k20,3,20,8,0.001,0.2,0.0001,"(16, 32)",32,0.1,0.1,0.0
bestcase_candidate,CAND124,2026,b11_small_L4_k30_qweak,0.3135864137766623,8,0.45555555555555555,0.4568764568764569,0.3,0.2727272727272727,0.11359457345679402,0.3240896358543418,0.3570063196266655,b11_small_L4_k30_qweak,4,30,8,0.001,0.2,0.0001,"(16, 32)",32,0.2,0.05,0.02
bestcase_candidate,CAND124,2026,b11_mid_L5_k45,0.3299860279178714,6,0.4163742690058479,0.4121212121212121,0.3157894736842105,0.2727272727272727,0.02534251274733708,0.5557184750733136,0.5274640323969468,b11_mid_L5_k45,5,45,16,0.0005,0.2,0.0001,"(32, 64)",32,0.2,0.1,0.02
bestcase_candidate,CAND124,2026,b11_wide_L4_k60,0.2596954673558323,7,0.3818627450980392,0.4102564102564103,0.3,0.2727272727272727,0.02996326144784689,-0.5759103641456582,-0.5285659225915712,b11_wide_L4_k60,4,60,16,0.0005,0.3,0.0001,"(32, 64)",32,0.1,0.2,0.05
bestcase_candidate,CAND124,2026,b11_sample_01,0.3374875363186354,11,0.47365079365079366,0.4707070707070707,0.380952380952381,0.3333333333333333,0.2716615991400821,0.42575774154721524,0.44483524728237656,b11_sample_01,3,45,8,0.001,0.3,0.0001,"(32, 64)",32,0.5,0.2,0.05
bestcase_candidate,CAND124,2026,b11_sample_02,0.20256506092737644,14,0.3111111111111111,0.4074074074074074,0.0,0.0,0.1063508503139019,0.5394088669950737,0.536301042695287,b11_sample_02,6,60,8,0.001,0.3,0.0001,"(16, 32)",16,0.2,0.05,0.02
bestcase_candidate,CAND124,2026,b11_sample_03,0.35657764025066097,8,0.4565670934091987,0.46868686868686865,0.4210526315789474,0.3333333333333333,0.1123578782592501,0.45420724368092785,0.41590638435586286,b11_sample_03,3,60,16,0.001,0.2,0.0001,"(32, 32)",32,0.2,0.1,0.05
bestcase_candidate,CAND124,2026,b11_sample_04,0.24740257089424186,3,0.3018717642373556,0.3323232323232323,0.3870967741935484,0.5,0.03616038135119847,-0.3393150235255498,-0.3333294515947753,b11_sample_04,3,45,8,0.0005,0.2,0.0001,"(32, 32)",16,0.5,0.2,0.05
bestcase_candidate,CAND124,2026,b11_sample_05,0.24886959377516812,36,0.33674655047204066,0.3666666666666667,0.3,0.2727272727272727,0.16905509140984765,0.29618768328445744,0.2896880071797556,b11_sample_05,5,20,16,0.0005,0.2,0.0001,"(32, 32)",16,0.2,0.2,0.05
bestcase_candidate,CAND158,2026,b11_tiny_L3_k20,0.47719880459506825,5,0.4976624590930341,0.7065390749601276,0.5,1.0,0.10180620104074478,0.6112967914438503,0.6051078116140518,b11_tiny_L3_k20,3,20,8,0.001,0.2,0.0001,"(16, 32)",32,0.1,0.1,0.0
bestcase_candidate,CAND158,2026,b11_small_L4_k30_qweak,0.44771644106721326,8,0.5152631578947369,0.6885964912280702,0.3157894736842105,1.0,0.20580253115406744,0.7281423804226919,0.7048983499376867,b11_small_L4_k30_qweak,4,30,8,0.001,0.2,0.0001,"(16, 32)",32,0.2,0.05,0.02
bestcase_candidate,CAND158,2026,b11_mid_L5_k45,0.6068542944154245,25,0.707936507936508,0.8333333333333334,0.8571428571428571,1.0,0.23945461384331188,0.4072039072039072,0.5255422895947313,b11_mid_L5_k45,5,45,16,0.0005,0.2,0.0001,"(32, 64)",32,0.2,0.1,0.02
bestcase_candidate,CAND158,2026,b11_wide_L4_k60,0.5651492333285701,12,0.6458333333333334,0.7346491228070176,0.7499999999999999,1.0,0.08204090540055875,0.36017797552836484,0.2840531293247822,b11_wide_L4_k60,4,60,16,0.0005,0.3,0.0001,"(32, 64)",32,0.1,0.2,0.05
