Task,Split_type,Method,Seed,Validation_cases,Best_validation_score,Validation_Acc,Validation_MacroF1,Validation_BalancedAcc,Validation_MF1,Validation_MRec,Validation_ERec,Validation_LRec,Validation_Smooth,Validation_q_Spearman,Validation_q_Pearson,Test_Acc,Test_MacroF1,Test_BalancedAcc,Test_MF1,Test_MRec,Test_ERec,Test_LRec,Test_Smooth,Predicted_class_count,Best_L,Best_top_k,Best_model_config,Best_fusion_params
CAND103,bestcase_candidate,B11,2026,"3,10,12",0.6159992441270826,0.6296296296296297,0.6645117845117844,0.7568627450980392,0.9090909090909091,1.0,0.8,0.47058823529411764,0.17837855592370033,0.6098901098901098,0.5373736346417466,0.34375,0.35906432748538014,0.37423687423687424,0.5333333333333333,0.5714285714285714,0.38461538461538464,0.16666666666666666,0.2236816949885467,3,5,20,b11_sample_05,{}
CAND103,bestcase_candidate,B12,2026,"3,10,12",0.5010678024809923,0.5925925925925926,0.6203703703703703,0.7372549019607844,0.8333333333333333,1.0,0.8,0.4117647058823529,0.08869495264772705,0.6098901098901098,0.5373736346417466,0.375,0.38509503418225527,0.4218559218559219,0.588235294117647,0.7142857142857143,0.38461538461538464,0.16666666666666666,0.11346298831647364,3,5,20,b11_sample_05,"{""eta"": 0.93, ""fine_weight"": 0.1, ""temperature"": 2.0, ""mid_floor"": 0.0, ""early_tau"": 0.25, ""late_tau"": 0.55, ""order_blend"": 0.06, ""prior_sigma"": 0.45, ""q_prior_weakening"": false}"
CAND198,bestcase_candidate,B9,2026,"1,2,14",0.474470629328499,0.6451612903225806,0.6233766233766235,0.7000000000000001,0.5,0.6,1.0,0.5,0.09140792568879468,,,0.41379310344827586,0.3531746031746032,0.5,0.47619047619047616,0.5,1.0,0.0,0.09858583085812055,3,4,30,small_L4_k30,{}
CAND198,bestcase_candidate,B10,2026,"1,2,14",0.4748448502570055,0.6129032258064516,0.6015712682379348,0.6814814814814815,0.5454545454545454,0.6,1.0,0.4444444444444444,0.1289430484175682,,,0.4482758620689655,0.4087301587301588,0.5277777777777778,0.5,0.5,1.0,0.08333333333333333,0.12832872856121796,3,4,30,small_L4_k30,{}
CAND198,bestcase_candidate,B11,2026,"1,2,14",0.5288379585260429,0.7058823529411765,0.6834727200318597,0.7067340067340068,0.6,0.6,0.9090909090909091,0.6111111111111112,0.12712393340564543,0.493353705118411,0.44961247164786394,0.53125,0.5126705653021443,0.5499999999999999,0.5555555555555556,0.5,0.9,0.25,0.12888067498289305,3,3,20,b11_tiny_L3_k20,{}
CAND198,bestcase_candidate,B12,2026,"1,2,14",0.552386464488882,0.7352941176470589,0.7337822671156005,0.7734006734006734,0.7272727272727272,0.8,0.9090909090909091,0.6111111111111112,0.10094178912235444,0.493353705118411,0.44961247164786394,0.5,0.43999678482437093,0.5277777777777778,0.5454545454545454,0.6,0.9,0.08333333333333333,0.10326455245979671,3,3,20,b11_tiny_L3_k20,"{""eta"": 0.95, ""fine_weight"": 0.03, ""temperature"": 1.2, ""mid_floor"": 0.0, ""early_tau"": 0.45, ""late_tau"": 0.55, ""order_blend"": 0.08, ""prior_sigma"": 0.55, ""q_prior_weakening"": false}"
CAND045,bestcase_candidate,B9,2026,"3,10,12",0.45396183581418953,0.6363636363636364,0.6294577070439139,0.6481481481481481,0.5833333333333334,0.5,0.4444444444444444,1.0,0.2756557443412021,,,0.46875,0.3880742913000977,0.43350168350168344,0.2727272727272727,0.2727272727272727,0.1111111111111111,0.9166666666666666,0.32167639121702263,3,3,20,tiny_L3_k20,{}
CAND045,bestcase_candidate,B10,2026,"3,10,12",0.4744171884617247,0.5454545454545454,0.5389610389610389,0.5253968253968254,0.5454545454545454,0.6428571428571429,0.3333333333333333,0.6,0.04284644921620687,,,0.53125,0.5286404416839199,0.5193602693602694,0.34782608695652173,0.36363636363636365,0.4444444444444444,0.75,0.047684388941731944,3,3,20,tiny_L3_k20,{}
CAND045,bestcase_candidate,B11,2026,"3,10,12",0.5574450374876568,0.7407407407407407,0.7013457556935818,0.7365079365079366,0.75,0.6428571428571429,0.6666666666666666,0.9,0.13544637088974318,0.34065934065934067,0.3921258172428984,0.5,0.3376623376623377,0.3888888888888889,0.0,0.0,0.16666666666666666,1.0,0.13236956071594488,3,5,20,b11_sample_05,{}
CAND045,bestcase_candidate,B12,2026,"3,10,12",0.5196579963446777,0.7407407407407407,0.7013457556935818,0.7365079365079366,0.75,0.6428571428571429,0.6666666666666666,0.9,0.0696160854890895,0.34065934065934067,0.3921258172428984,0.46153846153846156,0.24999999999999997,0.3333333333333333,0.0,0.0,0.0,1.0,0.07055395247580001,2,5,20,b11_sample_05,"{""eta"": 0.98, ""fine_weight"": 0.03, ""temperature"": 2.0, ""mid_floor"": 0.01, ""early_tau"": 0.25, ""late_tau"": 0.55, ""order_blend"": 0.05, ""prior_sigma"": 0.55, ""q_prior_weakening"": true}"
CAND235,bestcase_candidate,B9,2026,"1,7,12",0.6044828434566418,0.4838709677419355,0.5444444444444444,0.7171717171717172,0.7499999999999999,1.0,0.8333333333333334,0.3181818181818182,0.07381808065942355,,,0.4074074074074074,0.3637566137566138,0.5171568627450981,0.22222222222222224,0.5,0.875,0.17647058823529413,0.07371486269909402,3,4,30,small_L4_k30,{}
CAND235,bestcase_candidate,B10,2026,"1,7,12",0.5980946910610976,0.5588235294117647,0.5847414234511009,0.7508417508417509,0.6666666666666666,1.0,0.8888888888888888,0.36363636363636365,0.04376538097858429,,,0.5161290322580645,0.37606837606837606,0.41414141414141414,0.0,0.0,0.9090909090909091,0.3333333333333333,0.05624684967376568,3,3,20,tiny_L3_k20,{}
CAND235,bestcase_candidate,B11,2026,"1,7,12",0.49218794221214685,0.5483870967741935,0.5518892339544514,0.6919191919191919,0.5714285714285715,0.6666666666666666,1.0,0.4090909090909091,0.13693410637123243,0.614516129032258,0.524482951946603,0.7037037037037037,0.6454643048845947,0.6960784313725491,0.5,0.5,1.0,0.5882352941176471,,3,4,60,b11_wide_L4_k60,{}
CAND235,bestcase_candidate,B12,2026,"1,7,12",0.4909319667986623,0.5806451612903226,0.6174614305750351,0.8030303030303031,0.7499999999999999,1.0,1.0,0.4090909090909091,0.06668459836493061,0.614516129032258,0.524482951946603,0.7037037037037037,0.6454643048845947,0.6960784313725491,0.5,0.5,1.0,0.5882352941176471,,3,4,60,b11_wide_L4_k60,"{""eta"": 0.95, ""fine_weight"": 0.03, ""temperature"": 2.0, ""mid_floor"": 0.01, ""early_tau"": 0.45, ""late_tau"": 0.57, ""order_blend"": 0.05, ""prior_sigma"": 0.55, ""q_prior_weakening"": true}"
CAND186,bestcase_candidate,B9,2026,"5,10,11",0.5465262262895539,0.5666666666666667,0.5638120333772507,0.5916666666666667,0.6363636363636364,0.875,0.4,0.5,0.11144717534383138,,,0.34615384615384615,0.3638262322472849,0.5291005291005291,0.380952380952381,0.4444444444444444,1.0,0.14285714285714285,0.12632218172604387,3,4,30,small_L4_k30,{}
CAND186,bestcase_candidate,B10,2026,"5,10,11",0.5293586774255572,0.5925925925925926,0.6151404151404152,0.6098484848484849,0.6,0.75,0.625,0.45454545454545453,0.10626978582392137,,,0.36363636363636365,0.3416666666666666,0.5608974358974359,0.375,0.375,1.0,0.3076923076923077,0.15272432151767942,3,5,30,small_L5_k30,{}
CAND186,bestcase_candidate,B11,2026,"5,10,11",0.5667613300374897,0.6333333333333333,0.6359244620114185,0.6666666666666666,0.6956521739130436,1.0,0.5,0.5,0.03020594738147877,0.6333704115684093,0.6137643802142414,0.46153846153846156,0.4380952380952381,0.5608465608465608,0.14285714285714285,0.1111111111111111,1.0,0.5714285714285714,0.02450625462965532,3,4,60,b11_wide_L4_k60,{}
CAND186,bestcase_candidate,B12,2026,"5,10,11",-0.729582922645063,0.5333333333333333,0.5326135852451642,0.5833333333333334,0.6153846153846153,1.0,0.5,0.25,0.02950594376953904,0.6333704115684093,0.6137643802142414,0.46153846153846156,0.478395061728395,0.5740740740740741,0.25,0.2222222222222222,1.0,0.5,0.024119966497206866,3,4,60,b11_wide_L4_k60,"{""eta"": 0.98, ""fine_weight"": 0.15, ""temperature"": 1.0, ""mid_floor"": 0.0, ""early_tau"": 0.45, ""late_tau"": 0.57, ""order_blend"": 0.02, ""prior_sigma"": 0.55, ""q_prior_weakening"": false}"
