Task,Split_type,Method,Seed,Validation_cases,Best_validation_score,Validation_Acc,Validation_MacroF1,Validation_BalancedAcc,Validation_MF1,Validation_MRec,Validation_ERec,Validation_LRec,Validation_Smooth,Validation_q_Spearman,Validation_q_Pearson,Test_Acc,Test_MacroF1,Test_BalancedAcc,Test_MF1,Test_MRec,Test_ERec,Test_LRec,Test_Smooth,Predicted_class_count,Best_L,Best_top_k,Best_model_config,Best_fusion_params
CAND109,bestcase_candidate,B11,2026,"3,10,12",0.6446244760862085,0.8181818181818182,0.7759740259740259,0.7396825396825397,0.8636363636363636,0.9047619047619048,0.6,0.7142857142857143,0.3447545176371932,0.8920454545454546,0.864403370900994,0.38235294117647056,0.34703305455993627,0.3657159833630422,0.3225806451612903,0.29411764705882354,0.16666666666666666,0.6363636363636364,0.3935708273512622,3,3,60,b11_sample_03,{}
CAND109,bestcase_candidate,B12,2026,"3,10,12",0.6148166144846756,0.8484848484848485,0.8027065527065527,0.7555555555555555,0.888888888888889,0.9523809523809523,0.6,0.7142857142857143,0.18489767654691175,0.8920454545454546,0.864403370900994,0.4411764705882353,0.39497539497539497,0.404931669637552,0.42424242424242425,0.4117647058823529,0.16666666666666666,0.6363636363636364,0.22596173758517643,3,3,60,b11_sample_03,"{""eta"": 0.85, ""fine_weight"": 0.05, ""temperature"": 2.0, ""mid_floor"": 0.005, ""early_tau"": 0.43, ""late_tau"": 0.6, ""order_blend"": 0.05, ""prior_sigma"": 0.45, ""q_prior_weakening"": false}"
CAND078,bestcase_candidate,B9,2026,"5,11,12",0.35708124461912016,0.4857142857142857,0.48313492063492064,0.4888888888888889,0.43749999999999994,0.4666666666666667,0.3,0.7,0.2439954062429024,,,0.5483870967741935,0.567285760834148,0.551470588235294,0.5806451612903226,0.5294117647058824,0.5,0.625,0.22543064853245462,3,4,30,small_L4_k30,{}
CAND078,bestcase_candidate,B10,2026,"5,11,12",0.5113292856938707,0.5263157894736842,0.45025903337923795,0.48611111111111116,0.608695652173913,0.875,0.08333333333333333,0.5,0.025800477606909615,,,0.6571428571428571,0.4880952380952381,0.5185185185185185,0.7499999999999999,1.0,0.5555555555555556,0.0,0.02661094069480896,2,3,20,tiny_L3_k20,{}
CAND078,bestcase_candidate,B11,2026,"5,11,12",0.5105035838473386,0.6578947368421053,0.657516339869281,0.6375000000000001,0.6666666666666667,0.8125,0.5,0.6,0.46369505752144113,0.6603567129882919,0.6486924461241249,0.5428571428571428,0.5062429854096521,0.5462962962962963,0.5625000000000001,0.5,0.8888888888888888,0.25,0.3142074762332824,3,3,45,b11_sample_01,{}
CAND078,bestcase_candidate,B12,2026,"5,11,12",0.45968413262775515,0.6842105263157895,0.6791537667698657,0.6583333333333333,0.7000000000000001,0.875,0.5,0.6,0.2576409376122948,0.6603567129882919,0.6486924461241249,0.5714285714285714,0.5345399698340875,0.5648148148148148,0.5882352941176471,0.5555555555555556,0.8888888888888888,0.25,0.17534021659410867,3,3,45,b11_sample_01,"{""eta"": 0.85, ""fine_weight"": 0.05, ""temperature"": 2.0, ""mid_floor"": 0.01, ""early_tau"": 0.38, ""late_tau"": 0.57, ""order_blend"": 0.1, ""prior_sigma"": 0.35, ""q_prior_weakening"": false}"
CAND011,bestcase_candidate,B9,2026,"1,3,7",0.3042961284623983,0.5333333333333333,0.4056022408963585,0.48253968253968255,0.588235294117647,0.7142857142857143,0.0,0.7333333333333333,0.046615912958427715,,,0.3,0.2718052738336714,0.47222222222222227,0.47058823529411764,1.0,0.0,0.4166666666666667,0.04100176416061543,2,4,30,small_L4_k30,{}
CAND011,bestcase_candidate,B10,2026,"1,3,7",0.4152082530332109,0.6333333333333333,0.5764050764050763,0.5567460317460318,0.5454545454545454,0.42857142857142855,0.375,0.8666666666666667,0.23922782039476764,,,0.3333333333333333,0.27314814814814814,0.32936507936507936,0.25,0.25,0.07142857142857142,0.6666666666666666,0.2876948986064505,3,4,30,small_L4_k30,{}
CAND011,bestcase_candidate,B11,2026,"1,3,7",0.5306952622346353,0.7407407407407407,0.6793650793650793,0.6349206349206349,0.6666666666666666,0.5714285714285714,0.4,0.9333333333333333,0.07741856202483177,0.5970695970695971,0.6400110292536085,0.37037037037037035,0.2505050505050505,0.2828282828282828,0.0,0.0,0.18181818181818182,0.6666666666666666,0.0754765725384156,3,5,20,b11_sample_05,{}
CAND011,bestcase_candidate,B12,2026,"1,3,7",0.0475222797816201,0.7407407407407407,0.6793650793650793,0.6349206349206349,0.6666666666666666,0.5714285714285714,0.4,0.9333333333333333,0.06523076198900617,0.5970695970695971,0.6400110292536085,0.37037037037037035,0.2505050505050505,0.2828282828282828,0.0,0.0,0.18181818181818182,0.6666666666666666,0.06146467875633688,3,5,20,b11_sample_05,"{""eta"": 0.98, ""fine_weight"": 0.03, ""temperature"": 1.2, ""mid_floor"": 0.0, ""early_tau"": 0.25, ""late_tau"": 0.57, ""order_blend"": 0.05, ""prior_sigma"": 0.55, ""q_prior_weakening"": true}"
CAND010,bestcase_candidate,B9,2026,"4,9,11",0.3442019763350901,0.5,0.4404761904761905,0.5138888888888888,0.5,0.375,0.16666666666666666,1.0,0.233097935543844,,,0.41379310344827586,0.40370370370370373,0.6507936507936507,0.4444444444444445,0.2857142857142857,1.0,0.6666666666666666,0.2369957035407424,3,4,30,small_L4_k30,{}
CAND010,bestcase_candidate,B10,2026,"4,9,11",0.4363474333100205,0.5555555555555556,0.5015873015873016,0.5071428571428571,0.5714285714285714,0.5714285714285714,0.2,0.75,0.1661493863988047,,,0.6538461538461539,0.43809523809523815,0.4502923976608187,0.742857142857143,0.6842105263157895,0.0,0.6666666666666666,0.1604173324354317,3,5,30,small_L5_k30,{}
CAND010,bestcase_candidate,B11,2026,"4,9,11",0.4642373106660088,0.6363636363636364,0.5934640522875817,0.6323529411764706,0.6470588235294118,0.6470588235294118,0.25,1.0,0.05853301336367925,0.20989304812834228,0.29151947146948737,0.5,0.5,0.6666666666666666,0.5,0.3333333333333333,1.0,0.6666666666666666,0.05374756455421448,3,3,20,b11_tiny_L3_k20,{}
CAND010,bestcase_candidate,B12,2026,"4,9,11",0.508364717996045,0.7575757575757576,0.6980955061450418,0.7107843137254902,0.7894736842105262,0.8823529411764706,0.25,1.0,0.03832204109221761,0.20989304812834228,0.29151947146948737,0.5625,0.5416666666666666,0.6587301587301587,0.6249999999999999,0.47619047619047616,1.0,0.5,0.034991010694587335,3,3,20,b11_tiny_L3_k20,"{""eta"": 0.98, ""fine_weight"": 0.1, ""temperature"": 1.5, ""mid_floor"": 0.01, ""early_tau"": 0.25, ""late_tau"": 0.58, ""order_blend"": 0.03, ""prior_sigma"": 0.55, ""q_prior_weakening"": true}"
CAND124,bestcase_candidate,B9,2026,"5,11,12",0.4505448885336645,0.40625,0.32670032670032667,0.396969696969697,0.5405405405405405,0.9090909090909091,0.18181818181818182,0.1,0.05187046527862549,,,0.5925925925925926,0.5978565339179149,0.6777777777777777,0.608695652173913,0.7,1.0,0.3333333333333333,0.06308894183324731,3,5,30,small_L5_k30,{}
CAND124,bestcase_candidate,B10,2026,"5,11,12",0.40795532327483996,0.5,0.5,0.49595959595959593,0.5454545454545454,0.5,0.5333333333333333,0.45454545454545453,0.20454026907682418,,,0.5428571428571428,0.5260025062656641,0.576923076923077,0.631578947368421,0.5,1.0,0.23076923076923078,0.21438953640960878,3,3,20,tiny_L3_k20,{}
CAND124,bestcase_candidate,B11,2026,"5,11,12",0.3631836962149817,0.5263157894736842,0.5039757838619319,0.5257575757575758,0.35294117647058826,0.25,0.6,0.7272727272727273,0.18227754873888832,0.5467775467775468,0.545015005501022,0.5142857142857142,0.4706093189964157,0.5427350427350427,0.26666666666666666,0.16666666666666666,1.0,0.46153846153846156,0.22910947016169947,3,3,20,b11_tiny_L3_k20,{}
CAND124,bestcase_candidate,B12,2026,"5,11,12",-0.02741395018239673,0.5,0.485636645962733,0.4954545454545454,0.28571428571428575,0.25,0.6,0.6363636363636364,0.08677192970846216,0.5467775467775468,0.545015005501022,0.4857142857142857,0.44500028750503134,0.5235042735042735,0.45454545454545453,0.4166666666666667,1.0,0.15384615384615385,0.11017369734854576,3,3,20,b11_tiny_L3_k20,"{""eta"": 0.95, ""fine_weight"": 0.1, ""temperature"": 2.0, ""mid_floor"": 0.0, ""early_tau"": 0.25, ""late_tau"": 0.55, ""order_blend"": 0.1, ""prior_sigma"": 0.45, ""q_prior_weakening"": false}"
CAND158,bestcase_candidate,B9,2026,"1,4,12",0.6116905949515941,0.5555555555555556,0.5984848484848485,0.7777777777777778,0.7499999999999999,1.0,1.0,0.3333333333333333,0.15186068012068668,,,0.5833333333333334,0.4166666666666667,0.4705882352941176,0.0,0.0,1.0,0.4117647058823529,0.1961120480671525,3,5,30,small_L5_k30,{}
CAND158,bestcase_candidate,B10,2026,"1,4,12",0.5444695170199663,0.6666666666666666,0.6428689064558629,0.7687400318979266,0.5454545454545454,1.0,0.7272727272727273,0.5789473684210527,0.2944730925063292,,,0.78125,0.5273833671399594,0.5370370370370371,0.0,0.0,1.0,0.6111111111111112,0.23370162065007857,3,3,20,tiny_L3_k20,{}
CAND158,bestcase_candidate,B11,2026,"1,4,12",0.6620944960089756,0.696969696969697,0.7685185185185186,0.7735247208931418,1.0,1.0,0.6363636363636364,0.6842105263157895,0.21705318440993626,0.5514705882352942,0.49733097671755555,0.6875,0.4507422402159244,0.48148148148148145,0.0,0.0,1.0,0.4444444444444444,0.20546735437320812,2,3,45,b11_sample_04,{}
CAND158,bestcase_candidate,B12,2026,"1,4,12",0.7137052140255353,0.7575757575757576,0.8148148148148149,0.821371610845295,1.0,1.0,0.7272727272727273,0.7368421052631579,0.10311775042952329,0.5514705882352942,0.49733097671755555,0.65625,0.42598290598290606,0.46296296296296297,0.0,0.0,1.0,0.3888888888888889,0.10398355156662695,2,3,45,b11_sample_04,"{""eta"": 0.85, ""fine_weight"": 0.03, ""temperature"": 2.0, ""mid_floor"": 0.01, ""early_tau"": 0.42, ""late_tau"": 0.75, ""order_blend"": 0.1, ""prior_sigma"": 0.55, ""q_prior_weakening"": false}"
CAND052,bestcase_candidate,B9,2026,"1,3,7",0.6069334827668287,0.8181818181818182,0.8220779220779221,0.8444444444444444,0.7,0.7,1.0,0.8333333333333334,0.20529193306962648,,,0.36363636363636365,0.3466160657811512,0.3333333333333333,0.0,0.0,0.5,0.5,0.22661122890810173,3,3,20,tiny_L3_k20,{}
CAND052,bestcase_candidate,B10,2026,"1,3,7",0.5311995155337935,0.6666666666666666,0.711919191919192,0.7518518518518519,0.56,0.7,1.0,0.5555555555555556,0.17314801091949145,,,0.36363636363636365,0.3857529543804053,0.3862433862433862,0.2962962962962963,0.4444444444444444,0.5,0.21428571428571427,0.17754336098829906,3,3,20,tiny_L3_k20,{}
CAND052,bestcase_candidate,B11,2026,"1,3,7",0.6043144644719227,0.7575757575757576,0.7777777777777777,0.8074074074074074,0.6363636363636365,0.7,1.0,0.7222222222222222,0.23282584448655447,0.7439839572192514,0.7328924312473605,0.48484848484848486,0.45138888888888884,0.45132275132275135,0.125,0.1111111111111111,0.6,0.6428571428571429,0.262547326584657,3,3,60,b11_sample_03,{}
CAND052,bestcase_candidate,B12,2026,"1,3,7",0.564700990819182,0.7575757575757576,0.7777777777777777,0.8074074074074074,0.6363636363636365,0.7,1.0,0.7222222222222222,0.12103559455820453,0.7439839572192514,0.7328924312473605,0.42424242424242425,0.41822948175035285,0.4037037037037037,0.10526315789473685,0.1111111111111111,0.6,0.5,0.13576623506756846,3,3,60,b11_sample_03,"{""eta"": 0.96, ""fine_weight"": 0.05, ""temperature"": 2.0, ""mid_floor"": 0.005, ""early_tau"": 0.43, ""late_tau"": 0.55, ""order_blend"": 0.01, ""prior_sigma"": 0.45, ""q_prior_weakening"": false}"
CAND094,bestcase_candidate,B9,2026,"7,11,15",0.5053080845582377,0.4482758620689655,0.3878489326765189,0.5018315018315018,0.6206896551724138,1.0,0.42857142857142855,0.07692307692307693,0.11097292286845353,,,0.35714285714285715,0.4227513227513228,0.5625,0.35714285714285715,0.625,1.0,0.0625,0.1459592767059803,3,4,30,small_L4_k30,{}
CAND094,bestcase_candidate,B10,2026,"7,11,15",0.5987788089761673,0.5384615384615384,0.4931927975406236,0.5353535353535354,0.782608695652174,1.0,0.3333333333333333,0.2727272727272727,0.0574751923913541,,,0.16666666666666666,0.22712842712842715,0.41944444444444445,0.09090909090909091,0.125,1.0,0.13333333333333333,0.06885060667991638,3,5,30,small_L5_k30,{}
CAND094,bestcase_candidate,B11,2026,"7,11,15",0.5485840839268714,0.65625,0.6405723905723907,0.6988603988603987,0.7272727272727274,0.8888888888888888,0.9,0.3076923076923077,0.23000329270445066,0.6638563049853371,0.6192847764496088,0.53125,0.539264828738513,0.6064814814814815,0.380952380952381,0.4444444444444444,1.0,0.375,0.20473691395350865,3,3,45,b11_sample_01,{}
CAND094,bestcase_candidate,B12,2026,"7,11,15",0.42282039471169924,0.625,0.599531116794544,0.6732193732193732,0.6956521739130435,0.8888888888888888,0.9,0.23076923076923078,0.19288243030250782,0.6638563049853371,0.6192847764496088,0.46875,0.4762594893029675,0.5648148148148148,0.34782608695652173,0.4444444444444444,1.0,0.25,0.17482615959120845,3,3,45,b11_sample_01,"{""eta"": 0.98, ""fine_weight"": 0.05, ""temperature"": 1.2, ""mid_floor"": 0.01, ""early_tau"": 0.4, ""late_tau"": 0.55, ""order_blend"": 0.02, ""prior_sigma"": 0.55, ""q_prior_weakening"": false}"
CAND207,bestcase_candidate,B9,2026,"3,10,12",0.6926883648440891,0.8666666666666667,0.7904761904761904,0.753968253968254,0.9047619047619048,0.9047619047619048,0.5,0.8571428571428571,0.24239502802353213,,,0.5862068965517241,0.43188405797101453,0.480952380952381,0.6000000000000001,0.6428571428571429,0.0,0.8,0.26711995344465744,2,4,30,small_L4_k30,{}
CAND207,bestcase_candidate,B10,2026,"3,10,12",0.7515954745400815,0.9333333333333333,0.848096348096348,0.7857142857142857,0.9545454545454545,1.0,0.5,0.8571428571428571,0.2106792243818442,,,0.5517241379310345,0.39809523809523806,0.4761904761904762,0.4799999999999999,0.42857142857142855,0.0,1.0,0.21961480278808337,2,4,30,small_L4_k30,{}
CAND207,bestcase_candidate,B11,2026,"3,10,12",0.6359276568634067,0.8484848484848485,0.7661263086795002,0.7047619047619048,0.8936170212765957,1.0,0.4,0.7142857142857143,0.3187729909705619,0.8659759358288771,0.7443783097758512,0.46875,0.35561877667140823,0.38888888888888884,0.5405405405405405,0.6666666666666666,0.0,0.5,0.4253695405987573,3,3,45,b11_sample_01,{}
CAND207,bestcase_candidate,B12,2026,"3,10,12",0.5592240054316233,0.8484848484848485,0.7661263086795002,0.7047619047619048,0.8936170212765957,1.0,0.4,0.7142857142857143,0.23508601174610858,0.8659759358288771,0.7443783097758512,0.46875,0.35561877667140823,0.38888888888888884,0.5405405405405405,0.6666666666666666,0.0,0.5,0.2791587717864595,3,3,45,b11_sample_01,"{""eta"": 0.85, ""fine_weight"": 0.03, ""temperature"": 2.0, ""mid_floor"": 0.005, ""early_tau"": 0.45, ""late_tau"": 0.55, ""order_blend"": 0.02, ""prior_sigma"": 0.55, ""q_prior_weakening"": false}"
CAND111,bestcase_candidate,B9,2026,"2,7,14",0.1790772172753738,0.28,0.3336675020885547,0.5178571428571429,0.21052631578947367,0.125,1.0,0.42857142857142855,0.17242868794974955,,,0.47058823529411764,0.41798941798941797,0.5673076923076923,0.14285714285714288,0.07692307692307693,1.0,0.625,0.2210516043007374,3,3,20,tiny_L3_k20,{}
CAND111,bestcase_candidate,B10,2026,"2,7,14",0.3830958919412882,0.44,0.4523444160272804,0.6011904761904762,0.5217391304347825,0.375,1.0,0.42857142857142855,0.04497595199129798,,,0.47058823529411764,0.46514837819185645,0.5358974358974359,0.380952380952381,0.3076923076923077,0.8,0.5,0.05815816223621369,3,3,20,tiny_L3_k20,{}
CAND111,bestcase_candidate,B11,2026,"2,7,14",0.6012083363421602,0.7272727272727273,0.6333333333333333,0.7619047619047619,0.7999999999999999,0.8571428571428571,1.0,0.42857142857142855,0.07365915492961281,0.7357425183512141,0.644433077937402,0.6666666666666666,0.5809961685823755,0.6016414141414141,0.6896551724137931,0.9090909090909091,0.3333333333333333,0.5625,0.08054190931411889,3,4,30,b11_small_L4_k30_qweak,{}
CAND111,bestcase_candidate,B12,2026,"2,7,14",-2.1552736703223374,0.7272727272727273,0.4708333333333334,0.4523809523809524,0.8125000000000001,0.9285714285714286,0.0,0.42857142857142855,0.06140248076081828,0.7357425183512141,0.644433077937402,0.6666666666666666,0.5955555555555555,0.6016414141414141,0.6666666666666666,0.9090909090909091,0.3333333333333333,0.5625,0.06695668807851615,3,4,30,b11_small_L4_k30_qweak,"{""eta"": 0.98, ""fine_weight"": 0.05, ""temperature"": 1.2, ""mid_floor"": 0.01, ""early_tau"": 0.38, ""late_tau"": 0.55, ""order_blend"": 0.0, ""prior_sigma"": 0.55, ""q_prior_weakening"": false}"
CAND110,bestcase_candidate,B9,2026,"10,11,14",0.5997022364051184,0.7,0.6325872151643477,0.6916666666666668,0.7368421052631579,0.875,0.2,1.0,0.11837280320900458,,,0.46153846153846156,0.3549257759784075,0.3878205128205128,0.0,0.0,0.625,0.5384615384615384,0.08921148695728996,3,5,30,small_L5_k30,{}
CAND110,bestcase_candidate,B10,2026,"10,11,14",0.5275077556428737,0.6333333333333333,0.5776598880047156,0.6222222222222222,0.6666666666666665,0.75,0.2,0.9166666666666666,0.1644880343918447,,,0.6538461538461539,0.5762902862294343,0.5730769230769232,0.33333333333333337,0.2,0.75,0.7692307692307693,0.2099448794668371,3,5,30,small_L5_k30,{}
CAND110,bestcase_candidate,B11,2026,"10,11,14",0.5541852465537935,0.6944444444444444,0.6866247011174548,0.7430555555555555,0.6363636363636364,0.875,0.4375,0.9166666666666666,0.2564643377607519,0.6666666666666667,0.6019112408565976,0.47058823529411764,0.4429656365140236,0.45299145299145294,0.3636363636363636,0.3333333333333333,0.6923076923076923,0.3333333333333333,0.24513610651095707,3,3,60,b11_sample_03,{}
CAND110,bestcase_candidate,B12,2026,"10,11,14",0.47688434891128234,0.6944444444444444,0.6866247011174548,0.7430555555555555,0.6363636363636364,0.875,0.4375,0.9166666666666666,0.12634285961126368,0.6666666666666667,0.6019112408565976,0.47058823529411764,0.43799283154121865,0.45299145299145294,0.3333333333333333,0.3333333333333333,0.6923076923076923,0.3333333333333333,0.11897417136589487,3,3,60,b11_sample_03,"{""eta"": 0.95, ""fine_weight"": 0.03, ""temperature"": 2.0, ""mid_floor"": 0.0, ""early_tau"": 0.38, ""late_tau"": 0.55, ""order_blend"": 0.05, ""prior_sigma"": 0.55, ""q_prior_weakening"": true}"
CAND087,bestcase_candidate,B9,2026,"1,8,11",0.3971364543879713,0.5135135135135135,0.4384633080285254,0.4436274509803922,0.5217391304347826,0.5,0.125,0.7058823529411765,0.08564961701631546,,,0.48484848484848486,0.4674758792405851,0.5416666666666666,0.42857142857142855,0.375,0.8,0.45,0.07972665131092072,3,4,30,small_L4_k30,{}
CAND087,bestcase_candidate,B10,2026,"1,8,11",0.5413298176865302,0.5135135135135135,0.5052910052910052,0.5506535947712418,0.611111111111111,0.9166666666666666,0.5,0.23529411764705882,0.014591338879921856,,,0.42424242424242425,0.4333911702332755,0.5833333333333334,0.5714285714285714,0.75,0.8,0.2,0.011637624995461825,3,4,30,small_L4_k30,{}
CAND087,bestcase_candidate,B11,2026,"1,8,11",0.4356408848777546,0.5,0.49607843137254903,0.5222222222222223,0.5882352941176471,0.8333333333333334,0.4,0.3333333333333333,0.12931139304025754,0.4412757973733584,0.4857507759474877,0.5675675675675675,0.5952168746286394,0.6268518518518519,0.4166666666666667,0.5555555555555556,0.875,0.45,0.15612871583664056,3,3,45,b11_sample_01,{}
CAND087,bestcase_candidate,B12,2026,"1,8,11",-0.7827437076906117,0.475,0.4636302969636303,0.512962962962963,0.5945945945945945,0.9166666666666666,0.4,0.2222222222222222,0.10718694506491215,0.4412757973733584,0.4857507759474877,0.5945945945945946,0.6220098039215687,0.6638888888888889,0.4800000000000001,0.6666666666666666,0.875,0.45,0.1301891601699617,3,3,45,b11_sample_01,"{""eta"": 0.98, ""fine_weight"": 0.05, ""temperature"": 1.2, ""mid_floor"": 0.01, ""early_tau"": 0.42, ""late_tau"": 0.55, ""order_blend"": 0.02, ""prior_sigma"": 0.55, ""q_prior_weakening"": false}"
CAND157,bestcase_candidate,B9,2026,"1,2,15",0.5097401325020954,0.5862068965517241,0.5793490460157127,0.6838624338624338,0.5454545454545454,0.75,0.8571428571428571,0.4444444444444444,0.044455981598450586,,,0.5714285714285714,0.3878968253968254,0.41269841269841273,0.0,0.0,0.7142857142857143,0.5238095238095238,0.04553882839779059,3,4,30,small_L4_k30,{}
CAND157,bestcase_candidate,B10,2026,"1,2,15",0.4284917248101176,0.3793103448275862,0.3745938921377518,0.6018518518518519,0.5,0.75,1.0,0.05555555555555555,0.01744091625397022,,,0.32142857142857145,0.2374581939799331,0.3650793650793651,0.0,0.0,1.0,0.09523809523809523,0.02389589697122574,3,4,30,small_L4_k30,{}
CAND157,bestcase_candidate,B11,2026,"1,2,15",0.5854198758163716,0.84375,0.797979797979798,0.8277777777777778,0.6666666666666665,0.75,0.9,0.8333333333333334,0.4562525289004733,0.5766129032258064,0.5836038270174376,0.71875,0.4688057040998217,0.4523809523809524,0.0,0.0,0.5,0.8571428571428571,0.4111624268615352,3,3,45,b11_sample_01,{}
CAND157,bestcase_candidate,B12,2026,"1,2,15",0.5894923216163299,0.84375,0.797979797979798,0.8277777777777778,0.6666666666666665,0.75,0.9,0.8333333333333334,0.2694536186847668,0.5766129032258064,0.5836038270174376,0.71875,0.4688057040998217,0.4523809523809524,0.0,0.0,0.5,0.8571428571428571,0.25087280375120347,3,3,45,b11_sample_01,"{""eta"": 0.88, ""fine_weight"": 0.15, ""temperature"": 2.0, ""mid_floor"": 0.005, ""early_tau"": 0.28, ""late_tau"": 0.57, ""order_blend"": 0.03, ""prior_sigma"": 0.55, ""q_prior_weakening"": false}"
CAND103,bestcase_candidate,B9,2026,"3,10,12",0.3847621735343948,0.37037037037037035,0.3855128205128205,0.47843137254901963,0.4615384615384615,0.6,0.6,0.23529411764705882,0.05752568071087202,,,0.28125,0.2735690235690235,0.278998778998779,0.2222222222222222,0.2857142857142857,0.38461538461538464,0.16666666666666666,0.05492841991884955,3,5,30,small_L5_k30,{}
CAND103,bestcase_candidate,B10,2026,"3,10,12",0.6766918338007397,0.6666666666666666,0.6944444444444445,0.8039215686274509,0.8333333333333333,1.0,1.0,0.4117647058823529,0.10909147836543896,,,0.4857142857142857,0.48308859924104935,0.5438339438339438,0.5454545454545455,0.8571428571428571,0.4666666666666667,0.3076923076923077,0.1019768975675106,3,4,30,small_L4_k30,{}
