q-MAE_mean,q-MAE_std,q-RMSE_mean,q-RMSE_std,q-R2_mean,q-R2_std,Spearman_mean,Spearman_std,Pearson_mean,Pearson_std,q-Smooth_mean,q-Smooth_std
0.22766572312814368,0.021492313557581737,0.267892612840231,0.018464728201980654,0.17842638896452798,0.11688066942565425,0.5699301658141417,0.11971915944924012,0.6026017874325634,0.06737777425946112,0.0226191848171899,0.013089320896997646
