Metric,Mean,Std,Min,Max,N
Acc,0.9753289473684209,0.003876681914399937,0.9703947368421052,0.9835526315789472,10
Macro-F1,0.9758300421702334,0.0037472344049050083,0.9709371444439217,0.9837174635936248,10
E-F1,0.9685158167289574,0.004757974301085292,0.9595375722543352,0.976470588235294,10
M-F1,0.9705481364624434,0.0046579314363111544,0.9641434262948207,0.9803921568627452,10
L-F1,0.9884261733192995,0.0049140356631854,0.9832402234636872,1.0,10
M-Precision,0.9834894111112795,0.011096427280310583,0.96875,0.992063492063492,10
M-Recall,0.9581395348837208,0.01167089384045086,0.937984496124031,0.9767441860465116,10
M_to_E,0.03410852713178263,0.006537008083035367,0.0232558139534881,0.0465116279069763,10
M_to_L,0.00775193798449605,0.008171260103794185,0.0,0.0155038759689921,10
Rev,5.4,0.6992058987801011,4.0,6.0,10
Jump,0.0,0.0,0.0,0.0,10
Smooth,0.11316336633663363,0.0033407503702014498,0.1066006600660065,0.1172772277227722,10
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
