Metric,Mean,Std,Min,Max,N
Acc,0.9111842105263157,0.01740625862542494,0.875,0.9375,10
Macro-F1,0.9155176637536758,0.016148680631140416,0.8820113973233936,0.9401028781170035,10
E-F1,0.8764517866300178,0.022768268035717687,0.8316831683168316,0.9081081081081082,10
M-F1,0.8886523941525282,0.024163016404794437,0.8376068376068376,0.923694779116466,10
L-F1,0.9814488104784816,0.006073644025060221,0.9767441860465116,0.9885057471264368,10
M-Precision,0.9712449122933087,0.009326486818256275,0.9607843137254902,0.9829059829059827,10
M-Recall,0.8196969696969697,0.038264034191668315,0.7424242424242424,0.8712121212121212,10
M_to_E,0.1803030303030289,0.03826403419166801,0.1287878787878778,0.2575757575757556,10
M_to_L,0.0,0.0,0.0,0.0,10
Rev,2.5,1.0801234497346435,1.0,4.0,10
Jump,0.0,0.0,0.0,0.0,10
Smooth,0.07252310231023099,0.0024625201451872448,0.0697194719471947,0.0769306930693069,10
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
