Dataset,Method,Seed,Acc,Macro-F1,E-F1,M-F1,L-F1,M-Precision,M-Recall,M_to_E,M_to_L,Rev,Jump,Smooth,q-MAE,q-RMSE,q-R2,Spearman
PHM2010,B1_RF,3,0.9166666666666666,0.9204071178426041,0.8869736694280359,0.8912899179667472,0.9829577661330292,0.9173670147561569,0.8684614847405546,0.12252950625043546,0.0090090090090089,5.666666666666667,0.0,0.09490649064906487,,,,
PHM2010,B1_RF,13,0.9057017543859649,0.9103119490161974,0.8734429530504352,0.8764180163401952,0.981074877657962,0.915107929136567,0.8471674634465333,0.1438235275444566,0.0090090090090089,4.666666666666667,0.0,0.0928327832783278,,,,
PHM2010,B1_RF,23,0.9287280701754387,0.9317065621281233,0.9032689786307099,0.9088124263227239,0.9830382814309359,0.9261833330996808,0.8939965335314173,0.09182649880324219,0.0141769676653396,4.333333333333333,0.0,0.09437293729372931,,,,
PHM2010,B1_RF,33,0.9232456140350878,0.9266490389968495,0.891860866771097,0.9011274484285411,0.9869588017909109,0.9318517310503536,0.8767387895294871,0.10908424280517214,0.0141769676653396,4.666666666666667,0.0,0.09646864686468642,,,,
PHM2010,B1_RF,43,0.9276315789473685,0.9307458120973594,0.899460179049396,0.9058184554517714,0.9869588017909109,0.9296669196041162,0.8845097740446577,0.1013132582900016,0.0141769676653396,4.333333333333333,0.0,0.09320132013201317,,,,
PHM2010,B1_RF,53,0.9210526315789473,0.9244795132078439,0.8914083330084989,0.898991925184097,0.9830382814309359,0.9264322181390648,0.8771578132043247,0.10866521913033446,0.0141769676653396,5.0,0.0,0.09452695269526946,,,,
PHM2010,B1_RF,63,0.9243421052631579,0.9277136810889988,0.8937421850538839,0.9027373883763795,0.9866614698367329,0.9260204514441802,0.8844907275139833,0.10650026347700677,0.0090090090090089,4.0,0.0,0.09553355335533549,,,,
PHM2010,B1_RF,73,0.9265350877192984,0.9297920740815261,0.8990142151470049,0.9053666090796361,0.984995398017937,0.9234990571426337,0.8911697109371528,0.09982128005383734,0.0090090090090089,6.0,0.0,0.09439493949394934,,,,
PHM2010,B1_RF,83,0.9199561403508771,0.9236800463958238,0.8878507040302391,0.8962306333663218,0.9869588017909109,0.9316405877094778,0.8692217587566424,0.1166012735780168,0.0141769676653396,5.0,0.0,0.09534653465346533,,,,
PHM2010,B1_RF,93,0.9177631578947368,0.9214637847444024,0.890168246938814,0.8931482296364313,0.981074877657962,0.9154681762545899,0.8740484670717229,0.11694252391926711,0.0090090090090089,5.333333333333333,0.0,0.09310231023102307,,,,
