Metric,Mean,Std,Min,Max,N
Acc,0.8503289473684212,0.028863857401869482,0.8146929824561404,0.8892543859649124,10
Macro-F1,0.8541226037550697,0.029729216807746518,0.8144147520692441,0.8951107576672307,10
E-F1,0.8623273270398837,0.023043312941427446,0.8352357530529172,0.904096088697259,10
M-F1,0.783894497653498,0.0496879817840106,0.7117505594709241,0.8499921867200748,10
L-F1,0.9161459865718273,0.025061755746002362,0.8868080561463135,0.9534812732487151,10
M-Precision,0.9259626850270166,0.012062972447052662,0.9116596068208972,0.9516129032258065,10
M-Recall,0.7037843869239218,0.07225302758081698,0.6157949704461333,0.8094426350240305,10
M_to_E,0.16835799859055542,0.03865031561372455,0.09807376086445778,0.216584449142587,10
M_to_L,0.12785761448552038,0.04960299900082427,0.05160974928416743,0.1888400027934896,10
Rev,0.6666666666666666,0.4444444444444445,0.0,1.3333333333333333,10
Jump,0.2666666666666667,0.5837300238472755,0.0,1.6666666666666667,10
Smooth,0.020096237297790705,0.0024174194096297933,0.015331075216333034,0.0230207564309239,10
q-MAE,0.1284959439560712,0.02949022284289638,0.10080464644711058,0.20033378210355782,10
q-RMSE,0.15203214803385284,0.02864675146201839,0.1218569539971646,0.21956916892559977,10
q-R2,0.5186279555137407,0.2666650337044588,-0.18037932197997408,0.7276641888008725,10
Spearman,0.8552253075617615,0.134637371808753,0.5123268363578676,0.937684113668524,10
