Metric,Mean,Std,Min,Max,N
Acc,0.8776315789473685,0.023761245737862383,0.8519736842105263,0.924342105263158,10
Macro-F1,0.8799799872661455,0.023894541833292773,0.8543284869210419,0.9269177833940676,10
E-F1,0.9005054767153485,0.004700252796378378,0.8947368421052632,0.90625,10
M-F1,0.8320308546494299,0.03639884268596141,0.7926267281105991,0.902127659574468,10
L-F1,0.9074036304336579,0.034324364657794884,0.8756218905472637,0.9723756906077348,10
M-Precision,0.8294761445449211,0.012620907744682396,0.8113207547169812,0.8548387096774194,10
M-Recall,0.836036036036036,0.06353321101072863,0.7747747747747747,0.954954954954955,10
M_to_E,0.0,0.0,0.0,0.0,10
M_to_L,0.16396396396396246,0.06353321101072804,0.0450450450450446,0.2252252252252232,10
Rev,0.0,0.0,0.0,0.0,10
Jump,0.0,0.0,0.0,0.0,10
Smooth,0.014012060686945868,0.0007455318909029946,0.0133035518229007,0.0157845597714185,10
q-MAE,0.10552925687507975,0.0067431123872275745,0.0909617404487636,0.1138181528330292,10
q-RMSE,0.12496552351893804,0.00870840383589198,0.1047917991139144,0.1373612706677048,10
q-R2,0.6565402023379335,0.046008557075242054,0.5868287446289896,0.7595326631645338,10
Spearman,0.9356782586037079,0.018794872408871545,0.9020310190640212,0.962956333471513,10
