Dataset,Method,Seed,Acc,Macro-F1,E-F1,M-F1,L-F1,M-Precision,M-Recall,M_to_E,M_to_L,Rev,Jump,Smooth,q-MAE,q-RMSE,q-R2,Spearman
PHM2010,B3_Multitask_TCN_GRU,3,0.8892543859649124,0.8951107576672307,0.8818588130329021,0.8499921867200748,0.9534812732487151,0.9219319277938541,0.8094426350240305,0.13894761569180067,0.05160974928416743,0.3333333333333333,0.0,0.020212627326448733,0.11522727336016314,0.13852468960466433,0.6481048291763998,0.937684113668524
PHM2010,B3_Multitask_TCN_GRU,13,0.8717105263157895,0.8770111042812051,0.8547519848585403,0.827646231488376,0.9486350964966993,0.9116596068208972,0.7642880724276072,0.17565186751233128,0.060060060060059504,0.6666666666666666,0.0,0.017510002168516267,0.1018378674271272,0.12737920880390005,0.692573332859063,0.9260038688695763
PHM2010,B3_Multitask_TCN_GRU,23,0.8552631578947368,0.8623397590463563,0.876546267629859,0.798052139033829,0.9124208704753807,0.9230623028091381,0.7158971868274194,0.14910735259572352,0.13499546057685477,0.6666666666666666,0.0,0.022372603106001965,0.20033378210355782,0.21956916892559977,-0.18037932197997408,0.5123268363578676
PHM2010,B3_Multitask_TCN_GRU,33,0.8322368421052632,0.8363839508934595,0.8352357530529172,0.7578079874667175,0.9161081121607437,0.9258467023172905,0.6591750312680545,0.216584449142587,0.12424051958935574,0.3333333333333333,0.0,0.021700164613624368,0.12214237590114228,0.15012819471877561,0.5726312447995553,0.7281801224907077
PHM2010,B3_Multitask_TCN_GRU,43,0.8278508771929824,0.8324455453645206,0.8502489712922491,0.7523898090508255,0.8946978557504873,0.9164648545748091,0.65179450063171,0.18569415081042842,0.1625113485578588,1.0,1.0,0.0221195978422959,0.1219982580790463,0.1453083381114484,0.611038279065217,0.9107833074849653
PHM2010,B3_Multitask_TCN_GRU,53,0.8815789473684211,0.8860849390344746,0.8745345985987757,0.8384505718471563,0.9452696466574921,0.91503085478173,0.7829235154816551,0.1420014094432688,0.0750750750750744,0.0,0.0,0.015331075216333034,0.10608916347077262,0.12906016229543302,0.6861491231347655,0.909976907113018
PHM2010,B3_Multitask_TCN_GRU,63,0.8168859649122807,0.8144147520692441,0.8377910958904109,0.7117505594709241,0.8937026008463969,0.9516129032258065,0.6177075595680247,0.21147521728916915,0.17081722314280315,0.6666666666666666,0.0,0.019396395655348835,0.14300019161034727,0.16720261607207162,0.41974733995374686,0.8942176032974346
PHM2010,B3_Multitask_TCN_GRU,73,0.8322368421052632,0.8382677876885656,0.8718132292894607,0.7561820776299228,0.8868080561463135,0.9299506694855532,0.6564735983340634,0.1546863988724442,0.1888400027934896,1.3333333333333333,0.0,0.020623306433359766,0.1303929189178408,0.1514638185504585,0.5784042061718817,0.9273229438235676
PHM2010,B3_Multitask_TCN_GRU,83,0.8815789473684211,0.8812662553052154,0.904096088697259,0.8227908558860806,0.9169118213323065,0.9398797131621559,0.7643467992305202,0.09807376086445778,0.13757943990502014,0.3333333333333333,0.0,0.018675844185054268,0.14313296224360403,0.1698283292590127,0.43034633315588017,0.8912272776085554
PHM2010,B3_Multitask_TCN_GRU,93,0.8146929824561404,0.8179011862004245,0.8363964680564618,0.7238825579410726,0.8934245326037392,0.9241873152989316,0.6157949704461333,0.21135776368334347,0.17284726587052024,1.3333333333333333,1.6666666666666667,0.0230207564309239,0.10080464644711058,0.1218569539971646,0.7276641888008725,0.914530094903399
