Metric,Mean,Std,Min,Max,N
Acc,0.8467105263157896,0.07128373721358706,0.7730263157894737,0.9539473684210528,10
Macro-F1,0.8476896520331036,0.0735559630996176,0.7689782983900632,0.955264253017062,10
E-F1,0.8967102152711357,0.06428875001469021,0.8235294117647058,0.9940828402366864,10
M-F1,0.7693633429555762,0.12163430587908697,0.6349206349206349,0.9444444444444444,10
L-F1,0.8769953978725992,0.06482772559049649,0.7811158798283262,0.9832402234636872,10
M-Precision,0.990038927931652,0.013647198098437617,0.967479674796748,1.0,10
M-Recall,0.6472868217054264,0.17865932805053644,0.4651162790697674,0.9224806201550388,10
M_to_E,0.15658914728682047,0.10204592065837133,0.007751937984496,0.2790697674418583,10
M_to_L,0.1961240310077504,0.12743236665946095,0.0,0.3953488372092992,10
Rev,2.0,1.3333333333333333,0.0,4.0,10
Jump,0.8,1.7511900715418263,0.0,5.0,10
Smooth,0.034743061289191204,0.007018380894117347,0.0196306202560663,0.0419855788350105,10
q-MAE,0.13872764799412254,0.018292344978189965,0.11374067879422,0.162711646895324,10
q-RMSE,0.16321876812037672,0.017682808033527314,0.136686541783892,0.1888212274110487,10
q-R2,0.6245112057906946,0.07983751208600094,0.502727038320732,0.7394178129195802,10
Spearman,0.9291422324356036,0.015538372958031782,0.8998948121356203,0.948402885021828,10
