epoch,train_loss,val_loss,mono_valid_pairs,mono_violations,mono_violation_rate,mono_loss
0,1.2221236463623866,0.9840763469897403,2934,1494,0.50920245398773,0.010551043979442454
1,0.7521239024577755,0.9347921506805741,2934,1451,0.494546693933197,0.025351692909503926
2,0.5156136651686316,1.0801689651326658,2934,1449,0.4938650306748466,0.03135981966523153
3,0.40793683098586087,1.78964033708401,2934,1466,0.4996591683708248,0.02905602441737951
4,0.34977453456755125,1.117332459586658,2934,1447,0.49318336741649627,0.02724952738326375
5,0.3850747077378503,1.377757115405381,2934,1428,0.4867075664621677,0.02279567040269426
6,0.3494235595116521,1.9727652603422576,2934,1457,0.49659168370824813,0.020203767269357988
7,0.3343196841848172,0.7487970445440223,2934,1457,0.49659168370824813,0.018390216335359186
8,0.27961389868959735,1.216856267940195,2934,1462,0.49829584185412407,0.017159461959114563
9,0.3149015211232818,1.1621418142874624,2934,1410,0.48057259713701433,0.015246986348194257
10,0.29102211650891274,0.6796621774357063,2934,1470,0.5010224948875256,0.01449145920537781
11,0.2386483476992094,0.7909861585858804,2934,1437,0.4897750511247444,0.01376772540569207
12,0.23260824032644234,1.2599078355081996,2934,1437,0.4897750511247444,0.01343285218065623
13,0.36578624173507046,0.7943600299297663,2934,1428,0.4867075664621677,0.013425968286178687
14,0.22464447214449496,1.3463643490520205,2934,1450,0.4942058623040218,0.012565085398211535
15,0.20256546909364537,0.9182661889745839,2934,1450,0.4942058623040218,0.012749552648059605
16,0.27020165025942006,1.3505831517730333,2934,1434,0.4887525562372188,0.012179802217376311
17,0.20604147752900623,1.7800245337053129,2934,1440,0.49079754601226994,0.011687918094973458
18,0.20328892321039987,0.8775727390803256,2934,1448,0.49352419904567146,0.012086215357084085
19,0.23538845936958325,0.7847758038283128,2934,1450,0.4942058623040218,0.011440110015421614
20,0.19247829802365046,0.978887803154971,2934,1458,0.49693251533742333,0.011252011162022946
21,0.17813220736801183,0.9309073407103433,2934,1447,0.49318336741649627,0.011390034737612548
22,0.20897512663241857,1.4883608231903054,2934,1397,0.4761417859577369,0.01124362107858111
23,0.1947927570695875,1.1655068746605077,2934,1446,0.49284253578732107,0.011246887631345504
24,0.16453928499829898,1.3017093606421077,2934,1423,0.48500340831629174,0.010882472033572472
25,0.18574587962338118,1.1069583284592923,2934,1405,0.4788684389911384,0.010662998480986645
26,0.15520087619167644,1.2745744785352144,2934,1435,0.489093387866394,0.01095132546026026
27,0.17379222230958097,1.1554992367113714,2934,1425,0.48568507157464214,0.011035066033427668
28,0.1480757108181039,1.18197604518283,2934,1456,0.49625085207907293,0.01088725547536765
