feature,MI_stage,MI_q,Spearman_q,distribution_instability,final_score,instability_group,selected,rank,max_abs_corr_with_selected
position_control_deviation_axis_y__dominant_freq__rel,0.6135250001214478,2.591118851968758,0.4020653718003869,0.08847224996600975,2.2827201622934172,domain_id,True,1,0.0
force_sensor_y__shape_factor__rel,0.5656282190959798,1.4144257241220317,0.8388625761868695,0.10145398715352222,2.1958034177682486,domain_id,True,2,0.1348814244725347
force_sensor_y__shape_factor__rank,0.5801237765387568,1.3390141815773031,0.8224626286567743,0.2918176828924026,2.1631799857519685,domain_id,False,3,
force_sensor_x__spectral_rolloff95__rank,0.5295865967223725,1.6067181941856479,0.773329723425957,0.10272114291915971,2.1524763368129176,domain_id,True,4,0.4420506654199746
position_control_deviation_axis_y__dominant_freq__rank,0.5978867000796126,2.0477568838542997,0.3587537442421923,0.6746470035377846,1.9824858823659288,domain_id,True,5,0.515168457666283
position_control_deviation_axis_x__spectral_rolloff95__rel,0.6937349223773395,2.175006121505749,0.16073895339946362,0.6001567693365043,1.9748796038287908,domain_id,True,6,0.13711637695795476
force_sensor_z__spectral_rolloff95__rel,0.4849814245614563,1.9679063200983968,0.4918354660925181,0.00718908823312328,1.950101631852619,domain_id,True,7,0.21419866387153402
position_control_deviation_axis_x__dominant_freq__rel,0.6837939052610156,2.2228326847132927,0.07777854869831209,0.5765812021449429,1.8970399395183821,domain_id,True,8,0.08919892524348007
force_sensor_x__spectral_rolloff95__rel,0.6554053975089804,1.666131675429729,0.17082393268736576,0.1297480911325522,1.753126710999081,domain_id,True,9,0.33175191897803696
force_sensor_y__spectral_rolloff95__rel,0.5185710423557366,2.5341835666047774,0.04352324124488371,0.5020651543822017,1.7479183935314049,domain_id,True,10,0.2280018588933848
force_sensor_y__zero_crossing_rate__rel,0.4784388731278171,1.1594495661126283,0.5061833257442911,0.36323387807471325,1.6280179094676042,domain_id,True,11,0.3708700926051525
position_control_deviation_axis_x__dominant_freq__rank,0.5204748378081092,2.1501966396969396,0.07448857171828291,1.8612144169252982,1.5762123911014931,domain_id,True,12,0.42247793278200924
position_control_deviation_axis_x__spectral_rolloff95__rank,0.4335464598289531,2.263629272997269,0.10840389444181253,1.3073959786515261,1.5519168410902318,domain_id,True,13,0.4744599924579378
force_sensor_y__mean__rel,0.3397225573140017,0.9886161167177545,0.5869725563408674,0.2711523164511924,1.4467977334185433,domain_id,True,14,0.4440543462547684
force_sensor_z__spectral_kurtosis__rank,0.37074418685880195,0.7396700349821259,0.6289089090922364,0.24641990622630708,1.4384155159283805,domain_id,True,15,0.5482106212309388
torque_axis_z__dominant_freq__rel,0.3881912753233441,1.3345674338406126,0.40254732907506613,1.1389051782935957,1.429219472535127,domain_id,True,16,0.33161790673408315
