feature,MI_stage,MI_q,Spearman_q,distribution_instability,final_score,instability_group,selected,rank,max_abs_corr_with_selected
position_control_deviation_axis_y__dominant_freq__rel,0.6339994252296219,2.110794040583272,0.24369425267556197,0.5110675317364618,2.2084713472749553,domain_id,True,1,0.0
torque_spindle__spectral_rolloff95__rel,0.5289208629031346,1.9730296270458187,0.056052773566984807,0.4784056809932317,1.792082255381237,domain_id,True,2,0.0036689119940802304
force_sensor_x__spectral_rolloff95__rank,0.40595920639303396,1.3902711681620734,0.44710502688369586,0.07214065274888828,1.7383663439206645,domain_id,True,3,0.1555005661985124
force_sensor_x__spectral_rolloff95__rel,0.5582461360774784,1.6969964500308747,0.08006162376923424,0.4680745224446779,1.7328685761265157,domain_id,True,4,0.3703053331505745
force_sensor_y__dominant_freq__rel,0.3828295214421451,2.0373567480087966,0.06702115298559169,0.3148234121351535,1.6125225993166692,domain_id,True,5,0.21648524652274762
force_sensor_y__spectral_rolloff95__rel,0.3626423476778511,2.121988235614937,0.04976840214390378,0.30153779499593764,1.6040904718482845,domain_id,True,6,0.3321304629845702
force_sensor_z__spectral_rolloff95__rel,0.28012219588502285,1.6497072121207057,0.37918613464473244,0.0522554790826043,1.595392245939891,domain_id,True,7,0.08779719392470234
torque_axis_z__dominant_freq__rel,0.4738203790342208,1.3778226034915884,0.17625261474016457,0.5966726104507643,1.5379475545134338,domain_id,True,8,0.23429155593764162
position_control_deviation_axis_y__dominant_freq__rank,0.4463197404934538,1.7084020176196626,0.02114615420494742,1.29809462205655,1.4541502564120419,domain_id,True,9,0.6551420300837857
force_sensor_z__dominant_freq__rel,0.38775854132481413,1.5074982182946752,0.07493714644023712,0.2916903462010655,1.3798695430057721,domain_id,True,10,0.2012835783432154
position_control_deviation_axis_y__spectral_rolloff95__rel,0.3424576205175891,1.6270191339034628,0.0958620798541172,0.5936844132168579,1.3679705511703362,domain_id,True,11,0.38135896696663285
