raw_component,fine_state,mean_q_train,macro_stage
1,0,0.14080020738314503,early
2,1,0.3266561255960788,middle
0,2,0.4890193936072513,middle
4,3,0.6971599728114782,middle
3,4,0.9309668628669339,late
