Split_type,Task,Seed,Phase,Score,eta,fine_weight,temperature,mid_floor,early_tau,late_tau,order_blend,prior_sigma,Method,Acc,Macro-F1,Balanced-Acc,E-F1,M-F1,L-F1,E-Rec,M-Rec,L-Rec,M-Pre,M→E,M→L,E→M,L→M,Rev,Jump,Smooth,Predicted_class_count,Early_recall,Middle_recall,Late_recall
original,N4,2026,local_top20,0.5651584158362206,0.92,0.05,2.0,0.02,0.34,0.65,0.03,0.45,B12,0.696969696969697,0.7068783068783069,0.7211538461538461,0.7000000000000001,0.7777777777777777,0.6428571428571429,0.5384615384615384,0.875,0.75,0.7,0.0,0.125,0.0,0.25,2,4,0.347930192582633,3,0.5384615384615384,0.875,0.75
original,N4,2026,local_top20,0.5652643759230441,0.92,0.05,2.0,0.02,0.34,0.65,0.05,0.45,B12,0.696969696969697,0.7068783068783069,0.7211538461538461,0.7000000000000001,0.7777777777777777,0.6428571428571429,0.5384615384615384,0.875,0.75,0.7,0.0,0.125,0.0,0.25,2,4,0.3466056914973393,3,0.5384615384615384,0.875,0.75
original,N4,2026,local_top20,0.5650453128857135,0.92,0.05,2.0,0.02,0.34,0.68,0.01,0.45,B12,0.696969696969697,0.7068783068783069,0.7211538461538461,0.7000000000000001,0.7777777777777777,0.6428571428571429,0.5384615384615384,0.875,0.75,0.7,0.0,0.125,0.0,0.25,2,4,0.3493439794639734,3,0.5384615384615384,0.875,0.75
original,N4,2026,local_top20,0.5651525623516203,0.92,0.05,2.0,0.02,0.34,0.68,0.03,0.45,B12,0.696969696969697,0.7068783068783069,0.7211538461538461,0.7000000000000001,0.7777777777777777,0.6428571428571429,0.5384615384615384,0.875,0.75,0.7,0.0,0.125,0.0,0.25,2,4,0.34800336114013797,3,0.5384615384615384,0.875,0.75
original,N4,2026,local_top20,0.5652597104387111,0.92,0.05,2.0,0.02,0.34,0.68,0.05,0.45,B12,0.696969696969697,0.7068783068783069,0.7211538461538461,0.7000000000000001,0.7777777777777777,0.6428571428571429,0.5384615384615384,0.875,0.75,0.7,0.0,0.125,0.0,0.25,2,4,0.3466640100515025,3,0.5384615384615384,0.875,0.75
original,N4,2026,local_top20,0.5895487128085198,0.92,0.05,2.0,0.02,0.36,0.62,0.01,0.45,B12,0.7272727272727273,0.7377281947261665,0.7489316239316239,0.7000000000000001,0.823529411764706,0.6896551724137931,0.5384615384615384,0.875,0.8333333333333334,0.7777777777777778,0.0,0.125,0.0,0.16666666666666666,3,4,0.3492010606023078,3,0.5384615384615384,0.875,0.8333333333333334
original,N4,2026,local_top20,0.5651621325009784,0.92,0.05,2.0,0.02,0.36,0.62,0.03,0.45,B12,0.696969696969697,0.7068783068783069,0.7211538461538461,0.7000000000000001,0.7777777777777777,0.6428571428571429,0.5384615384615384,0.875,0.75,0.7,0.0,0.125,0.0,0.25,2,4,0.34788373427316244,3,0.5384615384615384,0.875,0.75
original,N4,2026,local_top20,0.5652674385159893,0.92,0.05,2.0,0.02,0.36,0.62,0.05,0.45,B12,0.696969696969697,0.7068783068783069,0.7211538461538461,0.7000000000000001,0.7777777777777777,0.6428571428571429,0.5384615384615384,0.875,0.75,0.7,0.0,0.125,0.0,0.25,2,4,0.34656740908552536,3,0.5384615384615384,0.875,0.75
original,N4,2026,local_top20,0.5650404968950705,0.92,0.05,2.0,0.02,0.36,0.65,0.01,0.45,B12,0.696969696969697,0.7068783068783069,0.7211538461538461,0.7000000000000001,0.7777777777777777,0.6428571428571429,0.5384615384615384,0.875,0.75,0.7,0.0,0.125,0.0,0.25,2,4,0.34940417934701046,3,0.5384615384615384,0.875,0.75
original,N4,2026,local_top20,0.5651466174925527,0.92,0.05,2.0,0.02,0.36,0.65,0.03,0.45,B12,0.696969696969697,0.7068783068783069,0.7211538461538461,0.7000000000000001,0.7777777777777777,0.6428571428571429,0.5384615384615384,0.875,0.75,0.7,0.0,0.125,0.0,0.25,2,4,0.34807767187848343,3,0.5384615384615384,0.875,0.75
original,N4,2026,local_top20,0.5652526663251386,0.92,0.05,2.0,0.02,0.36,0.65,0.05,0.45,B12,0.696969696969697,0.7068783068783069,0.7211538461538461,0.7000000000000001,0.7777777777777777,0.6428571428571429,0.5384615384615384,0.875,0.75,0.7,0.0,0.125,0.0,0.25,2,4,0.34675206147115856,3,0.5384615384615384,0.875,0.75
original,N4,2026,local_top20,0.5650333881580833,0.92,0.05,2.0,0.02,0.36,0.68,0.01,0.45,B12,0.696969696969697,0.7068783068783069,0.7211538461538461,0.7000000000000001,0.7777777777777777,0.6428571428571429,0.5384615384615384,0.875,0.75,0.7,0.0,0.125,0.0,0.25,2,4,0.34949303855934927,3,0.5384615384615384,0.875,0.75
original,N4,2026,local_top20,0.5651406573216158,0.92,0.05,2.0,0.02,0.36,0.68,0.03,0.45,B12,0.696969696969697,0.7068783068783069,0.7211538461538461,0.7000000000000001,0.7777777777777777,0.6428571428571429,0.5384615384615384,0.875,0.75,0.7,0.0,0.125,0.0,0.25,2,4,0.3481521740151944,3,0.5384615384615384,0.875,0.75
original,N4,2026,local_top20,0.5652478645897053,0.92,0.05,2.0,0.02,0.36,0.68,0.05,0.45,B12,0.696969696969697,0.7068783068783069,0.7211538461538461,0.7000000000000001,0.7777777777777777,0.6428571428571429,0.5384615384615384,0.875,0.75,0.7,0.0,0.125,0.0,0.25,2,4,0.34681208316407514,3,0.5384615384615384,0.875,0.75
original,N4,2026,local_top20,0.5895353008566729,0.92,0.05,2.0,0.02,0.38,0.62,0.01,0.45,B12,0.7272727272727273,0.7377281947261665,0.7489316239316239,0.7000000000000001,0.823529411764706,0.6896551724137931,0.5384615384615384,0.875,0.8333333333333334,0.7777777777777778,0.0,0.125,0.0,0.16666666666666666,3,4,0.34936871000039427,3,0.5384615384615384,0.875,0.8333333333333334
original,N4,2026,local_top20,0.5651487979855001,0.92,0.05,2.0,0.02,0.38,0.62,0.03,0.45,B12,0.696969696969697,0.7068783068783069,0.7211538461538461,0.7000000000000001,0.7777777777777777,0.6428571428571429,0.5384615384615384,0.875,0.75,0.7,0.0,0.125,0.0,0.25,2,4,0.3480504157166402,3,0.5384615384615384,0.875,0.75
original,N4,2026,local_top20,0.5652542244401082,0.92,0.05,2.0,0.02,0.38,0.62,0.05,0.45,B12,0.696969696969697,0.7068783068783069,0.7211538461538461,0.7000000000000001,0.7777777777777777,0.6428571428571429,0.5384615384615384,0.875,0.75,0.7,0.0,0.125,0.0,0.25,2,4,0.3467325850340393,3,0.5384615384615384,0.875,0.75
original,N4,2026,local_top20,0.5650269045244903,0.92,0.05,2.0,0.02,0.38,0.65,0.01,0.45,B12,0.696969696969697,0.7068783068783069,0.7211538461538461,0.7000000000000001,0.7777777777777777,0.6428571428571429,0.5384615384615384,0.875,0.75,0.7,0.0,0.125,0.0,0.25,2,4,0.3495740839792619,3,0.5384615384615384,0.875,0.75
original,N4,2026,local_top20,0.5651330749137016,0.92,0.05,2.0,0.02,0.38,0.65,0.03,0.45,B12,0.696969696969697,0.7068783068783069,0.7211538461538461,0.7000000000000001,0.7777777777777777,0.6428571428571429,0.5384615384615384,0.875,0.75,0.7,0.0,0.125,0.0,0.25,2,4,0.34824695411412193,3,0.5384615384615384,0.875,0.75
original,N4,2026,local_top20,0.5652392193246689,0.92,0.05,2.0,0.02,0.38,0.65,0.05,0.45,B12,0.696969696969697,0.7068783068783069,0.7211538461538461,0.7000000000000001,0.7777777777777777,0.6428571428571429,0.5384615384615384,0.875,0.75,0.7,0.0,0.125,0.0,0.25,2,4,0.3469201489770304,3,0.5384615384615384,0.875,0.75
original,N4,2026,local_top20,0.565019752911551,0.92,0.05,2.0,0.02,0.38,0.68,0.01,0.45,B12,0.696969696969697,0.7068783068783069,0.7211538461538461,0.7000000000000001,0.7777777777777777,0.6428571428571429,0.5384615384615384,0.875,0.75,0.7,0.0,0.125,0.0,0.25,2,4,0.34966347914100276,3,0.5384615384615384,0.875,0.75
original,N4,2026,local_top20,0.5651270329894056,0.92,0.05,2.0,0.02,0.38,0.68,0.03,0.45,B12,0.696969696969697,0.7068783068783069,0.7211538461538461,0.7000000000000001,0.7777777777777777,0.6428571428571429,0.5384615384615384,0.875,0.75,0.7,0.0,0.125,0.0,0.25,2,4,0.3483224781678219,3,0.5384615384615384,0.875,0.75
original,N4,2026,local_top20,0.5652342998607244,0.92,0.05,2.0,0.02,0.38,0.68,0.05,0.45,B12,0.696969696969697,0.7068783068783069,0.7211538461538461,0.7000000000000001,0.7777777777777777,0.6428571428571429,0.5384615384615384,0.875,0.75,0.7,0.0,0.125,0.0,0.25,2,4,0.3469816422763362,3,0.5384615384615384,0.875,0.75
original,N4,2026,local_top20,0.5887586546706539,0.95,0.05,2.0,0.02,0.34,0.62,0.01,0.45,B12,0.7272727272727273,0.7377281947261665,0.7489316239316239,0.7000000000000001,0.823529411764706,0.6896551724137931,0.5384615384615384,0.875,0.8333333333333334,0.7777777777777778,0.0,0.125,0.0,0.16666666666666666,3,4,0.3590767873256329,3,0.5384615384615384,0.875,0.8333333333333334
original,N4,2026,local_top20,0.5888709241767518,0.95,0.05,2.0,0.02,0.34,0.62,0.03,0.45,B12,0.7272727272727273,0.7377281947261665,0.7489316239316239,0.7000000000000001,0.823529411764706,0.6896551724137931,0.5384615384615384,0.875,0.8333333333333334,0.7777777777777778,0.0,0.125,0.0,0.16666666666666666,3,4,0.35767341849940926,3,0.5384615384615384,0.875,0.8333333333333334
original,N4,2026,local_top20,0.5644902446941508,0.95,0.05,2.0,0.02,0.34,0.62,0.05,0.45,B12,0.696969696969697,0.7068783068783069,0.7211538461538461,0.7000000000000001,0.7777777777777777,0.6428571428571429,0.5384615384615384,0.875,0.75,0.7,0.0,0.125,0.0,0.25,2,4,0.3562823318585061,3,0.5384615384615384,0.875,0.75
original,N4,2026,local_top20,0.5887485648838034,0.95,0.05,2.0,0.02,0.34,0.65,0.01,0.45,B12,0.7272727272727273,0.7377281947261665,0.7489316239316239,0.7000000000000001,0.823529411764706,0.6896551724137931,0.5384615384615384,0.875,0.8333333333333334,0.7777777777777778,0.0,0.125,0.0,0.16666666666666666,3,4,0.35920290966126334,3,0.5384615384615384,0.875,0.8333333333333334
original,N4,2026,local_top20,0.5888603195381739,0.95,0.05,2.0,0.02,0.34,0.65,0.03,0.45,B12,0.7272727272727273,0.7377281947261665,0.7489316239316239,0.7000000000000001,0.823529411764706,0.6896551724137931,0.5384615384615384,0.875,0.8333333333333334,0.7777777777777778,0.0,0.125,0.0,0.16666666666666666,3,4,0.3578059764816324,3,0.5384615384615384,0.875,0.8333333333333334
original,N4,2026,local_top20,0.5644792427675881,0.95,0.05,2.0,0.02,0.34,0.65,0.05,0.45,B12,0.696969696969697,0.7068783068783069,0.7211538461538461,0.7000000000000001,0.7777777777777777,0.6428571428571429,0.5384615384615384,0.875,0.75,0.7,0.0,0.125,0.0,0.25,2,4,0.3564198559405406,3,0.5384615384615384,0.875,0.75
original,N4,2026,local_top20,0.5887439532023242,0.95,0.05,2.0,0.02,0.34,0.68,0.01,0.45,B12,0.7272727272727273,0.7377281947261665,0.7489316239316239,0.7000000000000001,0.823529411764706,0.6896551724137931,0.5384615384615384,0.875,0.8333333333333334,0.7777777777777778,0.0,0.125,0.0,0.16666666666666666,3,4,0.3592605556797536,3,0.5384615384615384,0.875,0.8333333333333334
original,N4,2026,local_top20,0.5643633743740024,0.95,0.05,2.0,0.02,0.34,0.68,0.03,0.45,B12,0.696969696969697,0.7068783068783069,0.7211538461538461,0.7000000000000001,0.7777777777777777,0.6428571428571429,0.5384615384615384,0.875,0.75,0.7,0.0,0.125,0.0,0.25,2,4,0.3578682108603618,3,0.5384615384615384,0.875,0.75
original,N4,2026,local_top20,0.5644741169444268,0.95,0.05,2.0,0.02,0.34,0.68,0.05,0.45,B12,0.696969696969697,0.7068783068783069,0.7211538461538461,0.7000000000000001,0.7777777777777777,0.6428571428571429,0.5384615384615384,0.875,0.75,0.7,0.0,0.125,0.0,0.25,2,4,0.3564839287300562,3,0.5384615384615384,0.875,0.75
original,N4,2026,local_top20,0.588751339612479,0.95,0.05,2.0,0.02,0.36,0.62,0.01,0.45,B12,0.7272727272727273,0.7377281947261665,0.7489316239316239,0.7000000000000001,0.823529411764706,0.6896551724137931,0.5384615384615384,0.875,0.8333333333333334,0.7777777777777778,0.0,0.125,0.0,0.16666666666666666,3,4,0.3591682255528185,3,0.5384615384615384,0.875,0.8333333333333334
original,N4,2026,local_top20,0.5888636993438234,0.95,0.05,2.0,0.02,0.36,0.62,0.03,0.45,B12,0.7272727272727273,0.7377281947261665,0.7489316239316239,0.7000000000000001,0.823529411764706,0.6896551724137931,0.5384615384615384,0.875,0.8333333333333334,0.7777777777777778,0.0,0.125,0.0,0.16666666666666666,3,4,0.3577637289110135,3,0.5384615384615384,0.875,0.8333333333333334
original,N4,2026,local_top20,0.5644831267015306,0.95,0.05,2.0,0.02,0.36,0.62,0.05,0.45,B12,0.696969696969697,0.7068783068783069,0.7211538461538461,0.7000000000000001,0.7777777777777777,0.6428571428571429,0.5384615384615384,0.875,0.75,0.7,0.0,0.125,0.0,0.25,2,4,0.35637130676625967,3,0.5384615384615384,0.875,0.75
original,N4,2026,local_top20,0.5887411289186412,0.95,0.05,2.0,0.02,0.36,0.65,0.01,0.45,B12,0.7272727272727273,0.7377281947261665,0.7489316239316239,0.7000000000000001,0.823529411764706,0.6896551724137931,0.5384615384615384,0.875,0.8333333333333334,0.7777777777777778,0.0,0.125,0.0,0.16666666666666666,3,4,0.35929585922579116,3,0.5384615384615384,0.875,0.8333333333333334
original,N4,2026,local_top20,0.5644720040121454,0.95,0.05,2.0,0.02,0.36,0.65,0.05,0.45,B12,0.696969696969697,0.7068783068783069,0.7211538461538461,0.7000000000000001,0.7777777777777777,0.6428571428571429,0.5384615384615384,0.875,0.75,0.7,0.0,0.125,0.0,0.25,2,4,0.3565103403835747,3,0.5384615384615384,0.875,0.75
original,N4,2026,local_top20,0.5887364708573506,0.95,0.05,2.0,0.02,0.36,0.68,0.01,0.45,B12,0.7272727272727273,0.7377281947261665,0.7489316239316239,0.7000000000000001,0.823529411764706,0.6896551724137931,0.5384615384615384,0.875,0.8333333333333334,0.7777777777777778,0.0,0.125,0.0,0.16666666666666666,3,4,0.35935408499192356,3,0.5384615384615384,0.875,0.8333333333333334
original,N4,2026,local_top20,0.5643560268334858,0.95,0.05,2.0,0.02,0.36,0.68,0.03,0.45,B12,0.696969696969697,0.7068783068783069,0.7211538461538461,0.7000000000000001,0.7777777777777777,0.6428571428571429,0.5384615384615384,0.875,0.75,0.7,0.0,0.125,0.0,0.25,2,4,0.35796005511681844,3,0.5384615384615384,0.875,0.75
original,N4,2026,local_top20,0.5644668240959037,0.95,0.05,2.0,0.02,0.36,0.68,0.05,0.45,B12,0.696969696969697,0.7068783068783069,0.7211538461538461,0.7000000000000001,0.7777777777777777,0.6428571428571429,0.5384615384615384,0.875,0.75,0.7,0.0,0.125,0.0,0.25,2,4,0.3565750893365956,3,0.5384615384615384,0.875,0.75
original,N4,2026,local_top20,0.5887429200483084,0.95,0.05,2.0,0.02,0.38,0.62,0.01,0.45,B12,0.7272727272727273,0.7377281947261665,0.7489316239316239,0.7000000000000001,0.823529411764706,0.6896551724137931,0.5384615384615384,0.875,0.8333333333333334,0.7777777777777778,0.0,0.125,0.0,0.16666666666666666,3,4,0.35927347010495136,3,0.5384615384615384,0.875,0.8333333333333334
original,N4,2026,local_top20,0.5888553816183851,0.95,0.05,2.0,0.02,0.38,0.62,0.03,0.45,B12,0.7272727272727273,0.7377281947261665,0.7489316239316239,0.7000000000000001,0.823529411764706,0.6896551724137931,0.5384615384615384,0.875,0.8333333333333334,0.7777777777777778,0.0,0.125,0.0,0.16666666666666666,3,4,0.3578677004789925,3,0.5384615384615384,0.875,0.8333333333333334
original,N4,2026,local_top20,0.5644749312424714,0.95,0.05,2.0,0.02,0.38,0.62,0.05,0.45,B12,0.696969696969697,0.7068783068783069,0.7211538461538461,0.7000000000000001,0.7777777777777777,0.6428571428571429,0.5384615384615384,0.875,0.75,0.7,0.0,0.125,0.0,0.25,2,4,0.356473750004499,3,0.5384615384615384,0.875,0.75
original,N4,2026,local_top20,0.5887325964290484,0.95,0.05,2.0,0.02,0.38,0.65,0.01,0.45,B12,0.7272727272727273,0.7377281947261665,0.7489316239316239,0.7000000000000001,0.823529411764706,0.6896551724137931,0.5384615384615384,0.875,0.8333333333333334,0.7777777777777778,0.0,0.125,0.0,0.16666666666666666,3,4,0.3594025153457013,3,0.5384615384615384,0.875,0.8333333333333334
original,N4,2026,local_top20,0.588844642515648,0.95,0.05,2.0,0.02,0.38,0.65,0.03,0.45,B12,0.7272727272727273,0.7377281947261665,0.7489316239316239,0.7000000000000001,0.823529411764706,0.6896551724137931,0.5384615384615384,0.875,0.8333333333333334,0.7777777777777778,0.0,0.125,0.0,0.16666666666666666,3,4,0.358001939263205,3,0.5384615384615384,0.875,0.8333333333333334
original,N4,2026,local_top20,0.5644636951071508,0.95,0.05,2.0,0.02,0.38,0.65,0.05,0.45,B12,0.696969696969697,0.7068783068783069,0.7211538461538461,0.7000000000000001,0.7777777777777777,0.6428571428571429,0.5384615384615384,0.875,0.75,0.7,0.0,0.125,0.0,0.25,2,4,0.35661420169600727,3,0.5384615384615384,0.875,0.75
original,N4,2026,local_top20,0.5887279118024945,0.95,0.05,2.0,0.02,0.38,0.68,0.01,0.45,B12,0.7272727272727273,0.7377281947261665,0.7489316239316239,0.7000000000000001,0.823529411764706,0.6896551724137931,0.5384615384615384,0.875,0.8333333333333334,0.7777777777777778,0.0,0.125,0.0,0.16666666666666666,3,4,0.35946107317762466,3,0.5384615384615384,0.875,0.8333333333333334
original,N4,2026,local_top20,0.5643476241150204,0.95,0.05,2.0,0.02,0.38,0.68,0.03,0.45,B12,0.696969696969697,0.7068783068783069,0.7211538461538461,0.7000000000000001,0.7777777777777777,0.6428571428571429,0.5384615384615384,0.875,0.75,0.7,0.0,0.125,0.0,0.25,2,4,0.35806508909763685,3,0.5384615384615384,0.875,0.75
original,N4,2026,local_top20,0.564458478853654,0.95,0.05,2.0,0.02,0.38,0.68,0.05,0.45,B12,0.696969696969697,0.7068783068783069,0.7211538461538461,0.7000000000000001,0.7777777777777777,0.6428571428571429,0.5384615384615384,0.875,0.75,0.7,0.0,0.125,0.0,0.25,2,4,0.35667940486471655,3,0.5384615384615384,0.875,0.75
original,N4,2026,local_top20,0.5702807199124188,0.92,0.0,2.0,0.02,0.34,0.57,0.0,0.45,B12,0.696969696969697,0.7072583419332646,0.7232905982905984,0.631578947368421,0.823529411764706,0.6666666666666667,0.46153846153846156,0.875,0.8333333333333334,0.7777777777777778,0.0,0.125,0.0,0.16666666666666666,3,3,0.3486248439890591,3,0.46153846153846156,0.875,0.8333333333333334
original,N4,2026,local_top20,0.5703861325467734,0.92,0.0,2.0,0.02,0.34,0.57,0.02,0.45,B12,0.696969696969697,0.7072583419332646,0.7232905982905984,0.631578947368421,0.823529411764706,0.6666666666666667,0.46153846153846156,0.875,0.8333333333333334,0.7777777777777778,0.0,0.125,0.0,0.16666666666666666,3,3,0.3473071860596265,3,0.46153846153846156,0.875,0.8333333333333334
original,N4,2026,local_top20,0.5895714243711501,0.92,0.0,2.0,0.02,0.34,0.6,0.0,0.45,B12,0.7272727272727273,0.7377281947261665,0.7489316239316239,0.7000000000000001,0.823529411764706,0.6896551724137931,0.5384615384615384,0.875,0.8333333333333334,0.7777777777777778,0.0,0.125,0.0,0.16666666666666666,3,4,0.34891716606943013,3,0.5384615384615384,0.875,0.8333333333333334
original,N4,2026,local_top20,0.5896762979572696,0.92,0.0,2.0,0.02,0.34,0.6,0.02,0.45,B12,0.7272727272727273,0.7377281947261665,0.7489316239316239,0.7000000000000001,0.823529411764706,0.6896551724137931,0.5384615384615384,0.875,0.8333333333333334,0.7777777777777778,0.0,0.125,0.0,0.16666666666666666,3,4,0.34760624624293573,3,0.5384615384615384,0.875,0.8333333333333334
original,N4,2026,local_top20,0.5895500599717937,0.92,0.0,2.0,0.02,0.34,0.63,0.0,0.45,B12,0.7272727272727273,0.7377281947261665,0.7489316239316239,0.7000000000000001,0.823529411764706,0.6896551724137931,0.5384615384615384,0.875,0.8333333333333334,0.7777777777777778,0.0,0.125,0.0,0.16666666666666666,3,4,0.34918422106138597,3,0.5384615384615384,0.875,0.8333333333333334
original,N4,2026,local_top20,0.5651633806924667,0.92,0.0,2.0,0.02,0.34,0.63,0.02,0.45,B12,0.696969696969697,0.7068783068783069,0.7211538461538461,0.7000000000000001,0.7777777777777777,0.6428571428571429,0.5384615384615384,0.875,0.75,0.7,0.0,0.125,0.0,0.25,2,4,0.34786813187955723,3,0.5384615384615384,0.875,0.75
original,N4,2026,local_top20,0.5702689585502556,0.92,0.0,2.0,0.02,0.36,0.57,0.0,0.45,B12,0.696969696969697,0.7072583419332646,0.7232905982905984,0.631578947368421,0.823529411764706,0.6666666666666667,0.46153846153846156,0.875,0.8333333333333334,0.7777777777777778,0.0,0.125,0.0,0.16666666666666666,3,3,0.3487718610160994,3,0.46153846153846156,0.875,0.8333333333333334
original,N4,2026,local_top20,0.5703745235819468,0.92,0.0,2.0,0.02,0.36,0.57,0.02,0.45,B12,0.696969696969697,0.7072583419332646,0.7232905982905984,0.631578947368421,0.823529411764706,0.6666666666666667,0.46153846153846156,0.875,0.8333333333333334,0.7777777777777778,0.0,0.125,0.0,0.16666666666666666,3,3,0.3474522981199588,3,0.46153846153846156,0.875,0.8333333333333334
original,N4,2026,local_top20,0.589559318727823,0.92,0.0,2.0,0.02,0.36,0.6,0.0,0.45,B12,0.7272727272727273,0.7377281947261665,0.7489316239316239,0.7000000000000001,0.823529411764706,0.6896551724137931,0.5384615384615384,0.875,0.8333333333333334,0.7777777777777778,0.0,0.125,0.0,0.16666666666666666,3,4,0.34906848661101947,3,0.5384615384615384,0.875,0.8333333333333334
original,N4,2026,local_top20,0.5896642825950722,0.92,0.0,2.0,0.02,0.36,0.6,0.02,0.45,B12,0.7272727272727273,0.7377281947261665,0.7489316239316239,0.7000000000000001,0.823529411764706,0.6896551724137931,0.5384615384615384,0.875,0.8333333333333334,0.7777777777777778,0.0,0.125,0.0,0.16666666666666666,3,4,0.34775643827040437,3,0.5384615384615384,0.875,0.8333333333333334
original,N4,2026,local_top20,0.5895376716294253,0.92,0.0,2.0,0.02,0.36,0.63,0.0,0.45,B12,0.7272727272727273,0.7377281947261665,0.7489316239316239,0.7000000000000001,0.823529411764706,0.6896551724137931,0.5384615384615384,0.875,0.8333333333333334,0.7777777777777778,0.0,0.125,0.0,0.16666666666666666,3,4,0.3493390753409906,3,0.5384615384615384,0.875,0.8333333333333334
original,N4,2026,local_top20,0.5896430323493702,0.92,0.0,2.0,0.02,0.36,0.63,0.02,0.45,B12,0.7272727272727273,0.7377281947261665,0.7489316239316239,0.7000000000000001,0.823529411764706,0.6896551724137931,0.5384615384615384,0.875,0.8333333333333334,0.7777777777777778,0.0,0.125,0.0,0.16666666666666666,3,4,0.34802206634167815,3,0.5384615384615384,0.875,0.8333333333333334
original,N4,2026,local_top20,0.5702553619928886,0.92,0.0,2.0,0.02,0.38,0.57,0.0,0.45,B12,0.696969696969697,0.7072583419332646,0.7232905982905984,0.631578947368421,0.823529411764706,0.6666666666666667,0.46153846153846156,0.875,0.8333333333333334,0.7777777777777778,0.0,0.125,0.0,0.16666666666666666,3,3,0.3489418179831859,3,0.46153846153846156,0.875,0.8333333333333334
original,N4,2026,local_top20,0.5703611010650504,0.92,0.0,2.0,0.02,0.38,0.57,0.02,0.45,B12,0.696969696969697,0.7072583419332646,0.7232905982905984,0.631578947368421,0.823529411764706,0.6666666666666667,0.46153846153846156,0.875,0.8333333333333334,0.7777777777777778,0.0,0.125,0.0,0.16666666666666666,3,3,0.3476200795811631,3,0.46153846153846156,0.875,0.8333333333333334
original,N4,2026,local_top20,0.5895453276004203,0.92,0.0,2.0,0.02,0.38,0.6,0.0,0.45,B12,0.7272727272727273,0.7377281947261665,0.7489316239316239,0.7000000000000001,0.823529411764706,0.6896551724137931,0.5384615384615384,0.875,0.8333333333333334,0.7777777777777778,0.0,0.125,0.0,0.16666666666666666,3,4,0.34924337570355196,3,0.5384615384615384,0.875,0.8333333333333334
original,N4,2026,local_top20,0.5896504270823956,0.92,0.0,2.0,0.02,0.38,0.6,0.02,0.45,B12,0.7272727272727273,0.7377281947261665,0.7489316239316239,0.7000000000000001,0.823529411764706,0.6896551724137931,0.5384615384615384,0.875,0.8333333333333334,0.7777777777777778,0.0,0.125,0.0,0.16666666666666666,3,4,0.34792963217886164,3,0.5384615384615384,0.875,0.8333333333333334
original,N4,2026,local_top20,0.5895234364928194,0.92,0.0,2.0,0.02,0.38,0.63,0.0,0.45,B12,0.7272727272727273,0.7377281947261665,0.7489316239316239,0.7000000000000001,0.823529411764706,0.6896551724137931,0.5384615384615384,0.875,0.8333333333333334,0.7777777777777778,0.0,0.125,0.0,0.16666666666666666,3,4,0.34951701454856415,3,0.5384615384615384,0.875,0.8333333333333334
original,N4,2026,local_top20,0.5896288732052107,0.92,0.0,2.0,0.02,0.38,0.63,0.02,0.45,B12,0.7272727272727273,0.7377281947261665,0.7489316239316239,0.7000000000000001,0.823529411764706,0.6896551724137931,0.5384615384615384,0.875,0.8333333333333334,0.7777777777777778,0.0,0.125,0.0,0.16666666666666666,3,4,0.34819905564367215,3,0.5384615384615384,0.875,0.8333333333333334
original,N4,2026,local_top20,0.5887569069405652,0.95,0.0,2.0,0.02,0.34,0.57,0.0,0.45,B12,0.7272727272727273,0.7377281947261665,0.7489316239316239,0.7000000000000001,0.823529411764706,0.6896551724137931,0.5384615384615384,0.875,0.8333333333333334,0.7777777777777778,0.0,0.125,0.0,0.16666666666666666,3,4,0.35909863395174235,3,0.5384615384615384,0.875,0.8333333333333334
original,N4,2026,local_top20,0.5888699905620465,0.95,0.0,2.0,0.02,0.34,0.57,0.02,0.45,B12,0.7272727272727273,0.7377281947261665,0.7489316239316239,0.7000000000000001,0.823529411764706,0.6896551724137931,0.5384615384615384,0.875,0.8333333333333334,0.7777777777777778,0.0,0.125,0.0,0.16666666666666666,3,4,0.3576850886832252,3,0.5384615384615384,0.875,0.8333333333333334
original,N4,2026,local_top20,0.5887423537470192,0.95,0.0,2.0,0.02,0.34,0.6,0.0,0.45,B12,0.7272727272727273,0.7377281947261665,0.7489316239316239,0.7000000000000001,0.823529411764706,0.6896551724137931,0.5384615384615384,0.875,0.8333333333333334,0.7777777777777778,0.0,0.125,0.0,0.16666666666666666,3,4,0.3592805488710653,3,0.5384615384615384,0.875,0.8333333333333334
original,N4,2026,local_top20,0.5888549191926571,0.95,0.0,2.0,0.02,0.34,0.6,0.02,0.45,B12,0.7272727272727273,0.7377281947261665,0.7489316239316239,0.7000000000000001,0.823529411764706,0.6896551724137931,0.5384615384615384,0.875,0.8333333333333334,0.7777777777777778,0.0,0.125,0.0,0.16666666666666666,3,4,0.3578734808005928,3,0.5384615384615384,0.875,0.8333333333333334
original,N4,2026,local_top20,0.5887293623322175,0.95,0.0,2.0,0.02,0.34,0.63,0.0,0.45,B12,0.7272727272727273,0.7377281947261665,0.7489316239316239,0.7000000000000001,0.823529411764706,0.6896551724137931,0.5384615384615384,0.875,0.8333333333333334,0.7777777777777778,0.0,0.125,0.0,0.16666666666666666,3,4,0.3594429415560874,3,0.5384615384615384,0.875,0.8333333333333334
