Split_type,Task,Seed,Phase,Score,eta,fine_weight,temperature,mid_floor,early_tau,late_tau,order_blend,prior_sigma,Method,Acc,Macro-F1,Balanced-Acc,E-F1,M-F1,L-F1,E-Rec,M-Rec,L-Rec,M-Pre,M→E,M→L,E→M,L→M,Rev,Jump,Smooth,Predicted_class_count,Early_recall,Middle_recall,Late_recall
original,N2,2026,local_top20,0.4536854318465624,0.85,0.2,2.0,0.02,0.45,0.73,0.1,0.28,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.2403580494682052,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.45401246309712023,0.85,0.2,2.0,0.02,0.45,0.73,0.12,0.28,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.23627015883623245,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.4530414987685449,0.88,0.2,2.0,0.02,0.43,0.67,0.08,0.28,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.24840721294342424,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.4533866979421748,0.88,0.2,2.0,0.02,0.43,0.67,0.1,0.28,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.24409222327305088,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.45372406490866146,0.88,0.2,2.0,0.02,0.43,0.67,0.12,0.28,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.2398751361919674,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.4530921177462894,0.88,0.2,2.0,0.02,0.43,0.7,0.08,0.28,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.24777447572161854,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.45343598887358005,0.88,0.2,2.0,0.02,0.43,0.7,0.1,0.28,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.24347608663048498,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.4537720531426575,0.88,0.2,2.0,0.02,0.43,0.7,0.12,0.28,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.23927528326701678,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.4531688454391052,0.88,0.2,2.0,0.02,0.43,0.73,0.08,0.28,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.24681537956142083,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.45351088422814034,0.88,0.2,2.0,0.02,0.43,0.73,0.1,0.28,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.2425398946984814,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.453845133951711,0.88,0.2,2.0,0.02,0.43,0.73,0.12,0.28,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.23836177315384807,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.45308249894007513,0.88,0.2,2.0,0.02,0.45,0.67,0.08,0.28,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.2478947107992964,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.4534275961234342,0.88,0.2,2.0,0.02,0.45,0.67,0.1,0.28,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.24358099600730826,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.45376374848548906,0.88,0.2,2.0,0.02,0.45,0.67,0.12,0.28,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.23937909148162223,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.45313401207103127,0.88,0.2,2.0,0.02,0.45,0.7,0.08,0.28,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.2472507966623448,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.4534777706600722,0.88,0.2,2.0,0.02,0.45,0.7,0.1,0.28,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.24295381429933252,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.45381260885508135,0.88,0.2,2.0,0.02,0.45,0.7,0.12,0.28,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.23876833686171856,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.4532114443704345,0.88,0.2,2.0,0.02,0.45,0.73,0.08,0.28,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.24628289291980437,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.4535533633574686,0.88,0.2,2.0,0.02,0.45,0.73,0.1,0.28,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.24200890558187824,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.4538863790965566,0.88,0.2,2.0,0.02,0.45,0.73,0.12,0.28,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.23784620884327776,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.45299865550721374,0.75,0.3,2.0,0.01,0.38,0.67,0.08,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.2489427537100635,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.45332350090840967,0.75,0.3,2.0,0.01,0.38,0.67,0.1,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.24488218619511476,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.453637620041295,0.75,0.3,2.0,0.01,0.38,0.67,0.12,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.2409556970340479,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.45311845172734916,0.75,0.3,2.0,0.01,0.38,0.7,0.08,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.24744530095837103,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.4534420192628494,0.75,0.3,2.0,0.01,0.38,0.7,0.1,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.24340070676461814,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.45375346266264754,0.75,0.3,2.0,0.01,0.38,0.7,0.12,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.23950766426714157,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.45329277680019553,0.75,0.3,2.0,0.01,0.38,0.73,0.08,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.24526623754779128,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.45361441796277613,0.75,0.3,2.0,0.01,0.38,0.73,0.1,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.24124572301553363,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.4539224683869217,0.75,0.3,2.0,0.01,0.38,0.73,0.12,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.23739509271371476,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.4530321960444184,0.75,0.3,2.0,0.01,0.4,0.67,0.08,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.2485234969950055,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.4533568662818878,0.75,0.3,2.0,0.01,0.4,0.67,0.1,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.24446511902663753,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.4536721991187249,0.75,0.3,2.0,0.01,0.4,0.67,0.12,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.2405234585661738,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.45315268573460293,0.75,0.3,2.0,0.01,0.4,0.7,0.08,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.2470173758676985,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.45378873381975654,0.75,0.3,2.0,0.01,0.4,0.7,0.12,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.23906677480327845,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.45332753779484297,0.75,0.3,2.0,0.01,0.4,0.73,0.08,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.2448317251146985,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.45364901921828676,0.75,0.3,2.0,0.01,0.4,0.73,0.1,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.24081320732165118,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.4539582662245567,0.75,0.3,2.0,0.01,0.4,0.73,0.12,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.23694761974327685,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.4530798095424475,0.75,0.3,2.0,0.01,0.42,0.67,0.08,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.2479283282696422,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.4534041745497493,0.75,0.3,2.0,0.01,0.42,0.67,0.1,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.24387376567836966,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.45372046785916886,0.75,0.3,2.0,0.01,0.42,0.67,0.12,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.239920099310625,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.4532010685940378,0.75,0.3,2.0,0.01,0.42,0.7,0.08,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.24641259012476277,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.45352416936740336,0.75,0.3,2.0,0.01,0.42,0.7,0.1,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.24237383045769323,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.45383777023412303,0.75,0.3,2.0,0.01,0.42,0.7,0.12,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.2384538196236974,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.4533765103116681,0.75,0.3,2.0,0.01,0.42,0.73,0.08,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.24421956865438407,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.453697701324288,0.75,0.3,2.0,0.01,0.42,0.73,0.1,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.2402046809966356,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.45400789185604157,0.75,0.3,2.0,0.01,0.42,0.73,0.12,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.23632729934971564,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.45298992029636637,0.78,0.3,2.0,0.01,0.38,0.67,0.08,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.24905194384565604,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.4533147703546356,0.78,0.3,2.0,0.01,0.38,0.67,0.1,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.24499131811729097,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.4536384287668633,0.78,0.3,2.0,0.01,0.38,0.67,0.12,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.24094558796444437,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.4530956995873981,0.78,0.3,2.0,0.01,0.38,0.7,0.08,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.24772970270775949,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.4534196616899431,0.78,0.3,2.0,0.01,0.38,0.7,0.1,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.2436801764259473,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.4537410844937341,0.78,0.3,2.0,0.01,0.38,0.7,0.12,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.23966239137855888,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.4532491473034817,0.78,0.3,2.0,0.01,0.38,0.73,0.08,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.24581160625671397,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.4535715909448939,0.78,0.3,2.0,0.01,0.38,0.73,0.1,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.24178106073906164,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.45389007160991374,0.78,0.3,2.0,0.01,0.38,0.73,0.12,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.23780005242631375,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.45301883462038867,0.78,0.3,2.0,0.01,0.4,0.67,0.08,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.24869051479537752,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.45334347532398694,0.78,0.3,2.0,0.01,0.4,0.67,0.1,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.24463250600039838,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.45366807048383034,0.78,0.3,2.0,0.01,0.4,0.67,0.12,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.2405750665023559,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.453125222338321,0.78,0.3,2.0,0.01,0.4,0.7,0.08,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.24736066832122308,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.4534489744802446,0.78,0.3,2.0,0.01,0.4,0.7,0.1,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.24331376654717732,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.453771324973182,0.78,0.3,2.0,0.01,0.4,0.7,0.12,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.23928438538546062,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.45327913528651914,0.78,0.3,2.0,0.01,0.4,0.73,0.08,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.24543675646874588,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.45360136995264355,0.78,0.3,2.0,0.01,0.4,0.73,0.1,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.2414088231421913,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.4539207695905129,0.78,0.3,2.0,0.01,0.4,0.73,0.12,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.23741632766882384,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.453059168752145,0.78,0.3,2.0,0.01,0.42,0.67,0.08,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.24818633814842292,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.4533844847598999,0.78,0.3,2.0,0.01,0.42,0.67,0.1,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.2441198880514867,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
original,N2,2026,local_top20,0.4537098007676548,0.78,0.3,2.0,0.01,0.42,0.67,0.12,0.22,B12,0.7741935483870968,0.6911764705882354,0.652991452991453,0.8235294117647058,0.5,0.7500000000000001,0.9333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1,0.24005343795454995,3,0.9333333333333333,0.3333333333333333,0.6923076923076923
