q-MAE_mean,q-MAE_std,q-RMSE_mean,q-RMSE_std,q-R2_mean,q-R2_std,Spearman_mean,Spearman_std,Pearson_mean,Pearson_std,q-Smooth_mean,q-Smooth_std
0.2559806787420278,0.05239329814364352,0.2985031604435302,0.06099201650845822,-0.0006829968349243293,0.33218143373253184,0.38995231323331037,0.32036816082044717,0.4054017476473225,0.31708134904803265,0.03432093568346073,0.030934515436081913
