Split_type,Task,Seed,Train_cases,Validation_cases,Test_cases,Config,q-MAE,q-RMSE,q-R2,Spearman,Pearson,q-Smooth
original,N1,2026,"1,2,4,5,7,8,9,13,16","3,10,12","6,11,14,15",b11_sample_08,0.3005809168362393,0.3364327480690014,-0.22823832374767972,-0.29913043478260865,-0.17535724362656058,0.021743365696498325
original,N2,2026,"3,4,5,6,8,11,13,14,15","2,7,12","1,9,10,16",b11_sample_07,0.15478217153174267,0.18873599161611934,0.6196250953826944,0.7320091673032849,0.8131178078899024,0.0895087276895841
original,N3,2026,"1,2,6,8,9,13,14,15,16","4,10,11","3,5,7,12",b11_sample_01,0.2261972230846347,0.266733330381766,0.14781295590564236,0.5792717086834734,0.5604260744541966,0.020681850371822234
original,N4,2026,"1,3,5,6,7,9,12,15,16","10,11,14","2,4,8,13",b11_small_L4_k30_qweak,0.2819293322969479,0.32192909587947255,0.02290446240113375,0.47630700778642937,0.4313513408095948,0.024399959124051608
stagebalanced,N1b,2026,"1,2,4,5,7,8,13,14,16","3,10,12","11,9,15,6",b11_sample_09,0.2577046928548255,0.28670045472470734,0.10202731378896557,0.6245421245421245,0.6137602453724892,0.022687894602616627
stagebalanced,N2b,2026,"2,3,6,7,8,11,13,15,16","4,9,12","1,10,14,5",b11_small_L4_k30_qweak,0.24456636596687673,0.28722199044277197,-0.09650034536811969,0.4411568409343715,0.5973238523602246,0.012521762114304762
stagebalanced,N3b,2026,"4,5,6,9,10,11,13,14,15","1,3,8","12,2,7,16",b11_sample_14,0.3286774245845444,0.402078910574526,-0.5415701983927896,0.24621848739495797,0.12383935486171646,0.07684125871427598
stagebalanced,N4b,2026,"1,2,5,6,7,9,12,15,16","10,11,14","13,3,4,8",b11_wide_L4_k60,0.2534073027804113,0.2981927618598767,-0.031524934649241665,0.3192436040044494,0.27875254905701685,0.006182667154532213
