Split_type,Task,Seed,Config,Validation_score,Epoch,Macro-F1,Balanced-Acc,M-F1,M-Rec,Smooth,q_Spearman,q_Pearson,name,L,top_k,batch_size,lr,dropout,weight_decay,tcn_channels,gru_hidden,lambda_fine,lambda_q,lambda_mono
original,N2,2026,b11_sample_02,,0,0.16091954022988506,0.3333333333333333,0.0,0.0,,-0.2857142857142857,,b11_sample_02,6,60,8,0.001,0.3,0.0001,"(16, 32)",16,0.2,0.05,0.02
original,N2,2026,b11_sample_03,,0,0.2222222222222222,0.3333333333333333,0.0,0.0,,-0.07044334975369457,,b11_sample_03,3,60,16,0.001,0.2,0.0001,"(32, 32)",32,0.2,0.1,0.05
original,N2,2026,b11_sample_04,0.29044256086394354,37,0.4502923976608188,0.47692307692307695,0.3333333333333333,0.3333333333333333,0.27628884291542427,0.1524193548387097,0.16296911779076956,b11_sample_04,3,45,8,0.0005,0.2,0.0001,"(32, 32)",16,0.5,0.2,0.05
original,N2,2026,b11_sample_05,-0.46033588733033,1,0.17647058823529413,0.3333333333333333,0.0,0.0,0.010432779788970947,0.29923076923076924,0.3537234010881741,b11_sample_05,5,20,16,0.0005,0.2,0.0001,"(32, 32)",16,0.2,0.2,0.05
original,N2,2026,b11_sample_06,0.1904805338903066,7,0.3125,0.32967032967032966,0.0,0.0,0.010658273571415952,0.4748729531338228,0.5319920514770415,b11_sample_06,6,20,16,0.0005,0.2,0.0001,"(32, 64)",32,0.2,0.2,0.02
original,N2,2026,b11_sample_07,0.4738887176167285,36,0.6911764705882354,0.652991452991453,0.5,0.3333333333333333,0.33482185252276914,0.7064516129032259,0.6636591564349674,b11_sample_07,3,30,8,0.001,0.3,0.0001,"(32, 64)",16,0.5,0.2,0.02
original,N2,2026,b11_sample_08,0.22361549640628597,2,0.31209150326797386,0.4102564102564103,0.0,0.0,0.005467472892058523,0.6408808582721628,0.664841981553412,b11_sample_08,6,30,16,0.001,0.1,0.0001,"(32, 64)",32,0.5,0.1,0.05
original,N2,2026,b11_sample_09,,0,0.17647058823529413,0.3333333333333333,0.0,0.0,,0.07114624505928854,,b11_sample_09,5,60,16,0.0005,0.2,0.0001,"(32, 32)",16,0.2,0.1,0.0
original,N2,2026,b11_sample_10,-0.1959804857396576,4,0.38390804597701145,0.4085470085470086,0.0,0.0,0.015298021691186088,0.27862903225806457,0.32494261231521315,b11_sample_10,3,30,16,0.0005,0.2,0.0001,"(16, 32)",32,0.5,0.1,0.02
original,N2,2026,b11_sample_11,,0,0.3796296296296296,0.4615384615384615,0.0,0.0,,-0.10526315789473684,,b11_sample_11,6,60,8,0.0005,0.2,0.0001,"(32, 32)",16,0.2,0.2,0.05
original,N2,2026,b11_sample_12,,0,0.23194444444444443,0.358974358974359,0.0,0.0,,0.48122529644268774,,b11_sample_12,5,60,8,0.0005,0.3,0.0001,"(32, 32)",16,0.5,0.1,0.02
original,N2,2026,b11_sample_13,-0.08593996918724783,5,0.22222222222222224,0.3076923076923077,0.0,0.0,0.03033986281264912,-0.41846153846153844,-0.08617106158724774,b11_sample_13,5,20,8,0.0005,0.1,0.0001,"(32, 32)",16,0.1,0.05,0.02
original,N2,2026,b11_sample_14,0.12777282010997607,3,0.20875420875420878,0.24957264957264957,0.0,0.0,0.016689716705254147,0.2733870967741936,0.2715226515228002,b11_sample_14,3,30,8,0.001,0.3,0.0001,"(16, 32)",32,0.5,0.2,0.02
original,N3,2026,b11_tiny_L3_k20,0.43261863565685604,10,0.5113883937413349,0.5546536796536797,0.7058823529411764,0.8571428571428571,0.28573255240917206,0.29289533995416345,0.2709708247435676,b11_tiny_L3_k20,3,20,8,0.001,0.2,0.0001,"(16, 32)",32,0.1,0.1,0.0
original,N3,2026,b11_small_L4_k30_qweak,0.22078231854246244,10,0.4602791196994096,0.5687645687645687,0.5185185185185185,1.0,0.22055662416719965,0.5576612903225807,0.5023828841641815,b11_small_L4_k30_qweak,4,30,8,0.001,0.2,0.0001,"(16, 32)",32,0.2,0.05,0.02
original,N3,2026,b11_mid_L5_k45,0.4526357278107526,16,0.5333333333333333,0.5675324675324676,0.6666666666666665,0.8571428571428571,0.1993206837773323,0.34537493158182814,0.3307468114013681,b11_mid_L5_k45,5,45,16,0.0005,0.2,0.0001,"(32, 64)",32,0.2,0.1,0.02
