Split_type,Task,Seed,Config,Validation_score,Epoch,Macro-F1,Balanced-Acc,M-F1,M-Rec,Smooth,q_Spearman,q_Pearson,name,L,top_k,batch_size,lr,dropout,weight_decay,tcn_channels,gru_hidden,lambda_fine,lambda_q,lambda_mono
original,N1,2026,b11_sample_07,0.5137260632277367,35,0.7194858804765926,0.6941176470588234,0.5454545454545454,0.5,0.34648080688202754,0.7058823529411765,0.7126437643319292,b11_sample_07,3,30,8,0.001,0.3,0.0001,"(32, 64)",16,0.5,0.2,0.02
original,N1,2026,b11_sample_08,0.7052858854338496,16,0.9236111111111112,0.9236111111111112,0.8333333333333334,0.8333333333333334,0.2181737543571563,0.6147826086956522,0.691824044732579,b11_sample_08,6,30,16,0.001,0.1,0.0001,"(32, 64)",32,0.5,0.1,0.05
original,N1,2026,b11_sample_09,0.4867789731484546,21,0.6068376068376068,0.5637254901960784,0.6,0.5,0.08740850165486336,0.7356532356532356,0.6629087546191021,b11_sample_09,5,60,16,0.0005,0.2,0.0001,"(32, 32)",16,0.2,0.1,0.0
original,N1,2026,b11_sample_10,0.5730301679504426,22,0.7753854332801701,0.7607843137254902,0.5454545454545454,0.5,0.1448374830186367,0.8241978609625669,0.7750462815068792,b11_sample_10,3,30,16,0.0005,0.2,0.0001,"(16, 32)",32,0.5,0.1,0.02
original,N1,2026,b11_sample_11,0.4653176712326189,41,0.7168597168597168,0.7222222222222223,0.2857142857142857,0.16666666666666666,0.23542530584104715,0.9139130434782607,0.9094366250141024,b11_sample_11,6,60,8,0.0005,0.2,0.0001,"(32, 32)",16,0.2,0.2,0.05
original,N1,2026,b11_sample_12,0.42894400120549697,10,0.5961038961038961,0.6160130718954248,0.5,0.3333333333333333,0.05616699531674385,0.28998778998779,0.2592890642830003,b11_sample_12,5,60,8,0.0005,0.3,0.0001,"(32, 32)",16,0.5,0.1,0.02
original,N1,2026,b11_sample_13,0.3533048078120487,8,0.570947570947571,0.5522875816993463,0.3636363636363636,0.3333333333333333,0.05950207325319449,-0.5903540903540903,-0.5806125715417413,b11_sample_13,5,20,8,0.0005,0.1,0.0001,"(32, 32)",16,0.1,0.05,0.02
original,N1,2026,b11_sample_14,0.6232003760742548,33,0.8030383324500971,0.7888888888888889,0.6666666666666666,0.6666666666666666,0.26279498185031114,0.9094251336898397,0.7793936273242588,b11_sample_14,3,30,8,0.001,0.3,0.0001,"(16, 32)",32,0.5,0.2,0.02
original,N2,2026,b11_tiny_L3_k20,0.41500977149820206,3,0.6376068376068376,0.6376068376068376,0.3333333333333333,0.3333333333333333,0.02639111876487732,0.307258064516129,0.01079744278948088,b11_tiny_L3_k20,3,20,8,0.001,0.2,0.0001,"(16, 32)",32,0.1,0.1,0.0
original,N2,2026,b11_small_L4_k30_qweak,0.24059390698088917,3,0.420479302832244,0.4615384615384615,0.0,0.0,0.02372746229171753,0.45539135194307606,0.474407524798129,b11_small_L4_k30_qweak,4,30,8,0.001,0.2,0.0001,"(16, 32)",32,0.2,0.05,0.02
original,N2,2026,b11_mid_L5_k45,-0.1997694270259909,5,0.38972431077694236,0.41595441595441596,0.0,0.0,0.017760032957250423,0.21384615384615382,0.37243315897317014,b11_mid_L5_k45,5,45,16,0.0005,0.2,0.0001,"(32, 64)",32,0.2,0.1,0.02
original,N2,2026,b11_wide_L4_k60,,0,0.2549707602339181,0.358974358974359,0.0,0.0,,-0.282051282051282,,b11_wide_L4_k60,4,60,16,0.0005,0.3,0.0001,"(32, 64)",32,0.1,0.2,0.05
original,N2,2026,b11_sample_01,0.16799925191529566,43,0.367816091954023,0.3829059829059829,0.0,0.0,0.2569725797698733,0.2516129032258065,0.1986915652028792,b11_sample_01,3,45,8,0.001,0.3,0.0001,"(32, 64)",32,0.5,0.2,0.05
