epoch,train_loss,val_loss,val_acc,val_macro_f1,val_middle_recall,val_q_RMSE,score
1,1.4555561450811534,1.3449949026107788,0.5666666666666667,0.5353535353535354,0.0,0.19751488979488974,3.037482775938749
2,1.1996966233620276,0.9728564918041229,0.7333333333333333,0.7566137566137566,0.38461538461538464,0.1569168594331843,1.8337439742472226
3,0.8666377067565918,0.6090434491634369,1.0,1.0,1.0,0.1204292735140343,0.02408585470280686
4,0.580374002456665,0.39310166239738464,1.0,1.0,1.0,0.09394017067605344,0.01878803413521069
5,0.4289982273028447,0.3360355496406555,1.0,1.0,1.0,0.08158624774590514,0.01631724954918103
6,0.35086875007702756,0.3176482319831848,1.0,1.0,1.0,0.08207441991193393,0.016414883982386785
7,0.32329124900010914,0.3003367707133293,1.0,1.0,1.0,0.0839203231093438,0.016784064621868763
8,0.34706923365592957,0.30843690782785416,1.0,1.0,1.0,0.08611654949557725,0.01722330989911545
9,0.29410069493147045,0.30115603655576706,1.0,1.0,1.0,0.08976184296949503,0.017952368593899006
10,0.2902240776098691,0.28967202454805374,1.0,1.0,1.0,0.09027632734939978,0.018055265469879955
11,0.2957605513242575,0.28936995565891266,1.0,1.0,1.0,0.08899925012097969,0.01779985002419594
12,0.2732832282781601,0.2888256534934044,1.0,1.0,1.0,0.09010774058192457,0.018021548116384914
13,0.2612710136633653,0.27465032041072845,1.0,1.0,1.0,0.09048388501520005,0.01809677700304001
14,0.25390437016120326,0.27836839109659195,1.0,1.0,1.0,0.09177177367761821,0.018354354735523642
15,0.2605063857940527,0.2725728154182434,1.0,1.0,1.0,0.09032767972798948,0.018065535945597896
16,0.25062270577137286,0.26779381930828094,1.0,1.0,1.0,0.09143898718399052,0.018287797436798103
17,0.2412553968337866,0.26283133774995804,1.0,1.0,1.0,0.09280303486596982,0.018560606973193963
18,0.22693232733469743,0.2667146623134613,1.0,1.0,1.0,0.09322455093194068,0.018644910186388138
19,0.2235359652684285,0.2693281024694443,1.0,1.0,1.0,0.09638420315873143,0.019276840631746287
20,0.22717217871775994,0.2588397040963173,1.0,1.0,1.0,0.09393067241145855,0.018786134482291713
21,0.2306940142924969,0.25710608810186386,1.0,1.0,1.0,0.09539590744699361,0.019079181489398724
22,0.2238769015440574,0.259032741189003,1.0,1.0,1.0,0.09529332096452738,0.019058664192905476
23,0.22105891429460967,0.2574221193790436,1.0,1.0,1.0,0.09734832278887051,0.019469664557774102
