dataset,task,group,channel_set,seed,Acc,Macro_F1,E_F1,M_F1,L_F1,M_Pre,M_Rec,stages_present,M_to_E,M_to_L,n_middle_true,Rev,Jump,Smooth,q_MAE,q_RMSE,q_R2,Spearman,Pearson,q_Smooth,Method,kind,variant
mendeley,D1-M,cross_machine_dual,primary,42,0.3146131805157593,0.21736421034475883,0.5629213483146067,0.08243727598566308,0.006734006734006734,0.10021786492374728,0.0700152207001522,"early,middle,late",0.9223744292237442,0.0076103500761035,657,16,4,0.034793532113821315,0.17525643201939486,0.2279278008472295,-0.032955901092482254,0.9034217019414621,0.8090507050677976,0.0024892919783477256,A1,ablation,raw
mendeley,D1-M,cross_machine_dual,primary,42,0.34154727793696277,0.25211855949546425,0.5939537640782454,0.152317880794702,0.010084033613445379,0.16696914700544466,0.1400304414003044,"early,middle,late",0.852359208523592,0.0076103500761035,657,15,4,0.02185695118252518,0.17525643201939486,0.2279278008472295,-0.032955901092482254,0.9034217019414621,0.8090507050677976,0.0024892919783477256,A2,ablation,raw_fine
mendeley,D1-M,cross_machine_dual,primary,42,0.335243553008596,0.24272617132885513,0.5845974329054843,0.14020270270270271,0.0033783783783783786,0.15749525616698293,0.1263318112633181,"early,middle,late",0.867579908675799,0.0060882800608828,657,17,0,0.024523306497390793,0.17525643201939486,0.2279278008472295,-0.032955901092482254,0.9034217019414621,0.8090507050677976,0.0024892919783477256,A3,ablation,raw_prior
mendeley,D1-M,cross_machine_dual,primary,42,0.3363896848137536,0.24482242876874216,0.5863077823288473,0.1414141414141414,0.006745362563237774,0.15819209039548024,0.1278538812785388,"early,middle,late",0.8660578386605784,0.0060882800608828,657,17,0,0.023597865134526524,0.17525643201939486,0.2279278008472295,-0.032955901092482254,0.9034217019414621,0.8090507050677976,0.0024892919783477256,A4,ablation,mix
mendeley,D1-M,cross_machine_dual,primary,42,0.3495702005730659,0.26055757575757577,0.6072727272727273,0.1744,0.0,0.18381112984822934,0.1659056316590563,"early,middle,late",0.8295281582952816,0.0045662100456621,657,9,0,0.0235205331448857,0.17525643201939486,0.2279278008472295,-0.032955901092482254,0.9034217019414621,0.8090507050677976,0.0024892919783477256,A5,ablation,ordered
mendeley,D1-M,cross_machine_dual,primary,42,0.34326647564469914,0.25355660459366375,0.5989240884638374,0.15836734693877552,0.0033783783783783786,0.17077464788732394,0.1476407914764079,"early,middle,late",0.8462709284627092,0.0060882800608828,657,12,2,0.022541203773745168,0.17525643201939486,0.2279278008472295,-0.032955901092482254,0.9034217019414621,0.8090507050677976,0.0024892919783477256,A6,ablation,final
mendeley,D1-M,cross_machine_dual,primary,42,0.3146131805157593,0.21736421034475883,0.5629213483146067,0.08243727598566308,0.006734006734006734,0.10021786492374728,0.0700152207001522,"early,middle,late",0.9223744292237442,0.0076103500761035,657,16,4,0.034793532113821315,0.17525643201939486,0.2279278008472295,-0.032955901092482254,0.9034217019414621,0.8090507050677976,0.0024892919783477256,B11,baseline,raw
mendeley,D1-M,cross_machine_dual,primary,42,0.34326647564469914,0.25355660459366375,0.5989240884638374,0.15836734693877552,0.0033783783783783786,0.17077464788732394,0.1476407914764079,"early,middle,late",0.8462709284627092,0.0060882800608828,657,12,2,0.022541203773745168,0.17525643201939486,0.2279278008472295,-0.032955901092482254,0.9034217019414621,0.8090507050677976,0.0024892919783477256,B12,proposed,final
