Metric,Mean,Std,Min,Max,N
Acc,0.8569078947368421,0.06386531959834854,0.7993421052631579,0.9539473684210528,10
Macro-F1,0.8585511573669249,0.0653067955082467,0.7977039316180137,0.955264253017062,10
E-F1,0.8966553100200597,0.06377944496554622,0.8235294117647058,0.9940828402366864,10
M-F1,0.7903518356972199,0.10553826450674376,0.6903553299492385,0.9444444444444444,10
L-F1,0.8886463263834955,0.056435933722480534,0.801762114537445,0.9775280898876404,10
M-Precision,0.9856962052514419,0.018581051567935356,0.9594594594594594,1.0,10
M-Recall,0.6744186046511629,0.16124527919196585,0.5271317829457365,0.9224806201550388,10
M_to_E,0.15658914728682047,0.10145533420172483,0.007751937984496,0.2790697674418583,10
M_to_L,0.16899224806201418,0.10949488539084226,0.0,0.3488372093023228,10
Rev,1.4,0.966091783079296,0.0,3.0,10
Jump,0.1,0.31622776601683794,0.0,1.0,10
Smooth,0.028124574097575,0.005804228046904263,0.0157447617321589,0.0332402106826716,10
q-MAE,0.13872817322084102,0.018292679973127147,0.1137395933622677,0.1627146755563366,10
q-RMSE,0.16321928193134155,0.017683086962844048,0.1366855771243817,0.1888239661381103,10
q-R2,0.6245087426023301,0.07983932005275268,0.5027126129850588,0.7394214910022163,10
Spearman,,,,,0
