Metric,Mean,Std,Min,Max,N
Acc,0.837171052631579,0.04775090260508047,0.725877192982456,0.888157894736842,10
Macro-F1,0.830994901150224,0.0724155476858099,0.6507047882969607,0.8940854326684456,10
E-F1,0.8124777586882621,0.10451435091351581,0.5913335057641147,0.8837877190676223,10
M-F1,0.7888642544514782,0.0408125889082151,0.7427629855958097,0.8488725904880475,10
L-F1,0.8916426903109322,0.09820707543502924,0.6180178735309579,0.9495959884496671,10
M-Precision,0.8908109505115608,0.054983138707021116,0.7642621404997643,0.9304653679653679,10
M-Recall,0.7417526934968797,0.0697231482955362,0.647640769733793,0.8411201899573992,10
M_to_E,0.15446910970166666,0.04550768592216463,0.080103359173126,0.216584449142587,10
M_to_L,0.10377819680145176,0.04004064908144673,0.05160974928416743,0.16432711781548856,10
Rev,0.5,0.32394177193585005,0.0,1.0,10
Jump,0.03333333333333333,0.10540925533894596,0.0,0.3333333333333333,10
Smooth,0.017393156968892345,0.0022998645151465326,0.013264248304675633,0.0205788425134035,10
q-MAE,0.12849610197700362,0.029490445559605175,0.1008046079197662,0.200334418834097,10
q-RMSE,0.1520323167333985,0.02864693129171014,0.12185690108185447,0.21956971761793323,10
q-R2,0.518627015641971,0.2666662427689412,-0.18038330578891726,0.7276644116573339,10
Spearman,0.81826746486817,0.20324814556477114,0.3001763160771211,0.9483286539751157,10
