experiment,task,feature_file,train_conditions,proxy_validation,test_condition,raw_numeric_sensor_feature_count,online_candidate_features,selected_stage_invariant_features,stage_definition,feature_selection,fine_state_strategy,model,probability_inference,no_leakage_design,best_arch_name,best_window_length,best_dropout,best_learning_rate,best_channels,best_gru_hidden,best_eta,best_fine_weight,best_temperature,best_mid_floor,best_late_tau,best_order_blend,proxy_mean_score,proxy_worst_score,proxy_final_score,test_raw_acc,test_raw_macro_f1,test_raw_middle_recall,test_raw_middle_to_late_rate,test_mix_acc,test_mix_macro_f1,test_mix_middle_recall,test_mix_middle_to_late_rate,test_ordered_acc,test_ordered_macro_f1,test_ordered_middle_recall,test_ordered_middle_to_late_rate,test_final_acc,test_final_macro_f1,test_final_middle_precision,test_final_middle_recall,test_final_middle_f1,test_final_ratio_penalty,test_final_middle_to_late_rate,test_q_MAE,test_q_RMSE,test_q_R2,test_q_mono_violation,FINAL_condition_relative_stage_thresholds,FINAL_selected_stage_invariant_features,FINAL_gmm_fine_state_mapping,FINAL_proxy_model_ranking,FINAL_probability_param_ranking,FINAL_best_test_C6_predictions,FINAL_classification_reports_long,FINAL_confusion_matrices_long,FINAL_stage_ratio_comparison,figures_dir
42run_fine_state_tcn_gru_stage_probability_no_leak,Fine-grained degradation-state assisted stage probability classification with no-leak cross-condition validation,C:\Users\wangting\Desktop\博士开题\公开数据\1PHM\PHM实验\1run_run_level_features\02_features\run_level_features_all.csv,C1+C4,C1->C4 and C4->C1,C6,322,540,45,"condition-relative q_deg + local rate; early/late explicitly defined, middle as stable degradation band",MI(stage) + MI(q_deg) + Spearman(q_deg) - C1/C4 domain instability + redundancy filtering,"train-only GMM with 5 ordered fine states; S0->early, S1-S3->middle, S4->late","TCN-GRU multitask encoder with q_hat regression, 3-stage classification and 5-fine-state auxiliary classification",raw stage probability + fine-state mapped probability + q_hat prior + late suppression + causal ordered filtering,"C6 is only used for final evaluation; C6 labels are never used for feature selection, scaling, GMM, model selection or probability parameter selection",L15_drop0p2_lr0p001_ch32-64-64,15,0.2,0.001,"(32, 64, 64)",64,0.55,0.1,1.0,0.04,0.6,0.0,0.1122441476425376,0.18546094600685575,0.1525133867429126,0.9036544850498339,0.9085041066642227,0.7835820895522388,0.007462686567164179,0.9169435215946844,0.9208987982981792,0.8283582089552238,0.0,0.920265780730897,0.9233684738955823,0.8656716417910447,0.0,0.9169435215946844,0.9208987982981792,0.9823008849557522,0.8283582089552238,0.8987854251012146,0.15282392026578068,0.0,0.1055719176449649,0.13518254928622245,0.7419957061450866,0.43,C:\Users\wangting\Desktop\博士开题\公开数据\1PHM\PHM实验\42run_fine_state_tcn_gru_stage_probability_no_leak\00_final_results\FINAL_condition_relative_stage_thresholds.csv,C:\Users\wangting\Desktop\博士开题\公开数据\1PHM\PHM实验\42run_fine_state_tcn_gru_stage_probability_no_leak\00_final_results\FINAL_selected_stage_invariant_features.csv,C:\Users\wangting\Desktop\博士开题\公开数据\1PHM\PHM实验\42run_fine_state_tcn_gru_stage_probability_no_leak\00_final_results\FINAL_gmm_fine_state_mapping.csv,C:\Users\wangting\Desktop\博士开题\公开数据\1PHM\PHM实验\42run_fine_state_tcn_gru_stage_probability_no_leak\00_final_results\FINAL_proxy_model_ranking.csv,C:\Users\wangting\Desktop\博士开题\公开数据\1PHM\PHM实验\42run_fine_state_tcn_gru_stage_probability_no_leak\00_final_results\FINAL_probability_param_ranking.csv,C:\Users\wangting\Desktop\博士开题\公开数据\1PHM\PHM实验\42run_fine_state_tcn_gru_stage_probability_no_leak\00_final_results\FINAL_best_test_C6_predictions.csv,C:\Users\wangting\Desktop\博士开题\公开数据\1PHM\PHM实验\42run_fine_state_tcn_gru_stage_probability_no_leak\00_final_results\FINAL_classification_reports_long.csv,C:\Users\wangting\Desktop\博士开题\公开数据\1PHM\PHM实验\42run_fine_state_tcn_gru_stage_probability_no_leak\00_final_results\FINAL_confusion_matrices_long.csv,C:\Users\wangting\Desktop\博士开题\公开数据\1PHM\PHM实验\42run_fine_state_tcn_gru_stage_probability_no_leak\00_final_results\FINAL_stage_ratio_comparison.csv,C:\Users\wangting\Desktop\博士开题\公开数据\1PHM\PHM实验\42run_fine_state_tcn_gru_stage_probability_no_leak\03_figures
