epoch,train_loss,val_loss,val_score_raw,val_acc_raw,val_f1_raw,val_middle_recall_raw,val_ratio_penalty_raw,q_MAE,q_RMSE,q_R2,train_loss_stage,train_loss_q,train_loss_mono_q
1,1.078990745386016,0.954787269878229,2.951005576350653,0.3222591362126246,0.24594739667203436,0.13513513513513514,0.6777408637873754,0.1659113007328439,0.18670889681259864,0.22567406245858335,1.0562119722366332,0.030484214797616004,8.362531661987305e-06
2,0.8831825691996222,1.1260708380379154,2.1647652758314875,0.47840531561461797,0.39667439470330645,0.4954954954954955,0.6710963455149501,0.14542680691643015,0.15778147750887064,0.44702459106943915,0.856180340051651,0.025349060725420713,0.003873872756958008
3,0.46525592661379184,1.9794828790160026,1.5224437853111705,0.6146179401993356,0.5718886588451806,0.7207207207207207,0.5647840531561462,0.1511258612637504,0.18103712476987285,0.27200387381743685,0.450547981262207,0.013711280981078744,0.048992919921875
4,0.1715608932251154,2.449253717607489,1.2872344741508146,0.760797342192691,0.7404065760804236,1.0,0.47840531561461797,0.3086641641748308,0.3635898837956035,-1.9364145263854788,0.15542589090764522,0.009218990616500378,0.13486328125
5,0.06530536610967297,5.699657571603361,1.0954086350639871,0.6478405315614618,0.6228641533519582,1.0,0.7043189368770765,0.08088637655755611,0.08834904548164435,0.8266205963567801,0.05652645602822304,0.00761714749969542,0.1105712890625
6,0.058526305673625385,5.706034524510376,1.4086113074360957,0.6511627906976745,0.6314506223762122,0.7027027027027027,0.47840531561461797,0.15347176701127493,0.18663245552670402,0.2263079728363533,0.05112300924956799,0.005924497079104185,0.0946533203125
7,0.07204643411227685,6.110261471349548,1.367387977721538,0.6744186046511628,0.6506556388112776,1.0,0.6511627906976745,0.24860276445201862,0.31390190796991074,-1.1886770910854638,0.06233097939984873,0.00429132990539074,0.0960205078125
8,0.04715846100221837,5.545853959754695,1.0251004033799764,0.7109634551495017,0.6839688084959669,1.0,0.5780730897009967,0.1747230278495142,0.23176164073502606,-0.19310013480888277,0.04612080715596676,0.0035377733409404756,0.09605712890625
9,0.022224021155040626,5.023035662447478,1.199084104013149,0.717607973421927,0.6938302410459959,1.0,0.5647840531561463,0.23149088381532815,0.3005657583051444,-1.0066553446652384,0.016094073053682222,0.003348936326801777,0.100177001953125
10,0.030140290794850783,5.582286176829266,1.0616465778189652,0.7142857142857143,0.6847041847041847,1.0,0.5714285714285714,0.18715388721405865,0.24812873217908574,-0.3675647383007916,0.023678961722180248,0.0033996925689280034,0.10242919921875
11,0.03753844008586088,5.417916624854393,1.272050125413684,0.7109634551495017,0.6839688084959669,1.0,0.5780730897009967,0.24717421557420116,0.315952841705447,-1.2173707425513682,0.03088325752178207,0.0034027916612103582,0.086798095703125
12,0.029436102449473155,5.558116057166362,1.17681622719833,0.717607973421927,0.6897362585377153,1.0,0.5647840531561463,0.22107727949405429,0.291887250311645,-0.8924483355252077,0.023473783035296947,0.0029460162622854114,0.09244384765625
13,0.01992972826343834,6.5659434512703125,1.339845659861097,0.7009966777408638,0.6731067035945085,1.0,0.5980066445182726,0.2571281472907906,0.3272172353887992,-1.3782971931978802,0.014442871510982513,0.002779380651190877,0.0906707763671875
14,0.032545612103915295,6.383598206482404,1.2699180010717848,0.707641196013289,0.6789468164516747,1.0,0.584717607973422,0.24035172951577904,0.3117545519911022,-1.1588346902041726,0.03850410804152489,0.0025814751395955684,0.09622802734375
15,0.024790620873759554,5.391131378766737,1.2742075848053374,0.7209302325581395,0.6986728209974135,1.0,0.558139534883721,0.25274963206627044,0.32690257843876624,-1.373725380658437,0.019823315925896166,0.002619595022406429,0.0904327392578125
16,0.03073308098615701,5.500251426838766,1.3538805377483576,0.7109634551495017,0.6839688084959669,1.0,0.5780730897009967,0.2612776373113905,0.339923963040422,-1.5665950008872986,0.024978217482566834,0.0024903037818148734,0.08779296875
17,0.021510089773907514,6.1582719853234495,1.4617521848778101,0.7043189368770764,0.6781188074179144,1.0,0.5913621262458473,0.28943059779084795,0.3645963522262497,-1.9526938517860608,0.016372033093648496,0.002300114999525249,0.08602294921875
18,0.018630727512941408,6.359611256209943,1.3258795743407383,0.707641196013289,0.6789468164516747,1.0,0.584717607973422,0.2516433894634247,0.3284881989188353,-1.3968084392296074,0.013598421309143304,0.0024035689304582773,0.0884002685546875
19,0.017554253785317126,6.281313491403125,1.2626598225381134,0.717607973421927,0.68527763939452,1.0,0.5647840531561462,0.24109264792397964,0.3170023891983196,-1.2321267501482671,0.014340980164706706,0.002012361236847937,0.096124267578125
20,0.0168851181165473,6.434323477654709,1.3354358697719566,0.7142857142857143,0.6847041847041847,1.0,0.5714285714285714,0.26369497833457894,0.33652480705585663,-1.515521010873822,0.01205454538576305,0.0021731663146056235,0.092889404296875
21,0.015923595089972813,6.25342910413389,1.301446859537913,0.717607973421927,0.6897362585377153,1.0,0.5647840531561463,0.2549010957792352,0.33008150338317094,-1.4201158645443077,0.011148989945650101,0.002226767840329558,0.09066162109375
22,0.027473591566642752,6.4113469299757035,1.3088417545214135,0.7142857142857143,0.6868625975373112,1.0,0.5714285714285714,0.25415641257533206,0.329585565237911,-1.4128490161647287,0.021815764016355387,0.0024599957978352904,0.089501953125
23,0.024156520037952055,6.780740368118482,1.3722457219224466,0.707641196013289,0.6789468164516747,1.0,0.584717607973422,0.2684791295037317,0.34182015702202817,-1.5953092818801666,0.018637586355907843,0.002260810579173267,0.096392822265625
24,0.018962247352861488,7.103519164777649,1.3957384925201388,0.7009966777408638,0.6731067035945085,1.0,0.5980066445182726,0.27032986303104517,0.34328449406250716,-1.6175932098088195,0.013833477289881557,0.002377835439983755,0.0946044921875
