epoch,train_loss,val_loss,val_score_raw,val_acc_raw,val_f1_raw,val_middle_recall_raw,val_ratio_penalty_raw,q_MAE,q_RMSE,q_R2,train_loss_stage,train_loss_q,train_loss_mono_q
1,1.0888476748215525,0.9759370904219778,3.348605711170241,0.28289473684210525,0.17533129459734964,0.0,0.993421052631579,0.16753949597477913,0.1884012662162277,0.22273495824212408,1.06522216796875,0.030063709802925588,3.070235252380371e-05
2,0.9111151914847525,1.0286013699675862,2.1023736381697113,0.4868421052631579,0.40715156113209156,0.5315315315315315,0.6842105263157895,0.1393222140246316,0.15232354083738092,0.49191595902049146,0.8866073608398437,0.026881503500044347,0.0039048552513122558
3,0.5491630089910406,1.5354020841876168,1.121446560682158,0.6842105263157895,0.6368073233709755,0.9369369369369369,0.5855263157894737,0.14769763568122135,0.1784319776822532,0.30281685531921765,0.5256888389587402,0.015688458597287534,0.03970489501953125
4,0.21740926802158356,2.6688304505261935,1.3035844950930011,0.7171052631578947,0.7042067790860062,1.0,0.5657894736842105,0.28251297791537483,0.33752926630290436,-1.4947347210658872,0.2054024390876293,0.010669058514758944,0.128277587890625
5,0.09319467273981948,5.291365070535042,1.129603089439839,0.6381578947368421,0.6238577498399395,1.0,0.7236842105263158,0.11259973755008296,0.1262016206007963,0.6512362292539561,0.07996349520981312,0.00880344738252461,0.130511474609375
6,0.05080508097614113,6.681184827252046,1.390132891289766,0.6710526315789473,0.6561075081086598,1.0,0.6578947368421052,0.26502004442246335,0.3229504926354151,-1.2838806419333038,0.04077986627817154,0.007917911373078823,0.10477294921875
7,0.05508031980379632,4.8348961329232365,0.9048977553466686,0.75,0.7333238328549164,1.0,0.5,0.1764678578627737,0.2352049735929132,-0.21141933988055928,0.048421119526028636,0.005786972469650209,0.0995513916015625
8,0.03680709254388746,10.083805989670125,1.8119633715382881,0.6019736842105263,0.5795905294565223,1.0,0.7960526315789473,0.31894062753570707,0.38219310972959825,-2.198653575896053,0.02984200343489647,0.004185642488300801,0.0942626953125
9,0.036281710686652285,10.81928461966546,1.7559346396906814,0.5953947368421053,0.5709742351046699,1.0,0.8092105263157895,0.30307574530965403,0.3615525494412036,-1.8624924986363118,0.030294207856059074,0.003883964801207185,0.09788818359375
10,0.04311234533394638,7.603698468117631,1.4763815600261616,0.6611842105263158,0.6491815630646215,1.0,0.6776315789473685,0.2723989800402993,0.3409001230435635,-1.5448126603833137,0.035919031128287315,0.003931714175269008,0.097076416015625
11,0.04394403923498957,8.668673785476896,1.6394760988314419,0.6447368421052632,0.6297243353167131,1.0,0.7105263157894737,0.30269912100936236,0.37176991600954046,-2.0265648739283737,0.0372235856950283,0.0034177473979070784,0.086517333984375
12,0.028551712534145304,9.7170321852655,1.622741237383594,0.6348684210526315,0.6187873230827102,1.0,0.7302631578947368,0.2975832190560667,0.3591697946575415,-1.8248872177177469,0.02342371717095375,0.003261958621442318,0.09874267578125
13,0.03192837938274208,7.998157413137195,1.5389165428289793,0.6578947368421053,0.6427157093239476,1.0,0.6842105263157895,0.2895250896874227,0.35476752146670726,-1.7560634295797084,0.02649020366370678,0.003210239973850548,0.092095947265625
14,0.022800309779612643,8.663322769595604,1.5627090342812189,0.6546052631578947,0.6403294440205693,1.0,0.6907894736842105,0.2966060330601115,0.35899723470610523,-1.8221734856063527,0.016942473873496056,0.0030433246167376636,0.1062744140625
15,0.03443545514815732,8.138517341478483,1.5025858574954645,0.6644736842105263,0.6526555342318693,1.0,0.6710526315789475,0.28425239516716255,0.3510868089782124,-1.699171786212481,0.028716844320297242,0.0028646114049479367,0.095281982421875
16,0.029672136922415934,7.827897183964716,1.5417378463222047,0.6644736842105263,0.6516865194306974,1.0,0.6710526315789475,0.29371786313621623,0.36157768125415524,-1.8628904608492936,0.02460995651781559,0.002981134911533445,0.0919769287109375
17,0.024113441425326624,6.974253988604208,1.3031475357440356,0.7072368421052632,0.6921803392124359,1.0,0.5855263157894737,0.25421903654932976,0.32826521840312295,-1.3596698258817232,0.01848817802965641,0.0032146993209607897,0.09981689453125
18,0.020335276709183267,8.861661921206274,1.4957507667518004,0.6611842105263158,0.6482502518978871,1.0,0.6776315789473685,0.28065236677464683,0.34610183645151343,-1.6230665434912255,0.014770791679620743,0.0033503529615700246,0.09073486328125
19,0.026732067381472963,9.903262649809843,1.5907562083909512,0.6546052631578947,0.6403294440205693,1.0,0.6907894736842105,0.3008164671298705,0.3666230903777885,-1.943344716975807,0.021150321885943412,0.002816293970681727,0.097882080078125
20,0.018819820429933697,10.0311396079334,1.6185458283267546,0.6546052631578947,0.6403294440205693,1.0,0.6907894736842105,0.3072924437491517,0.37404590454294234,-2.063735781241939,0.014608678594231605,0.0029713746276684105,0.090576171875
21,0.014711728809695495,9.729312177330844,1.605224267562037,0.6546052631578947,0.6403294440205693,1.0,0.6907894736842105,0.30131142449222115,0.3705036967732895,-2.0059834968424823,0.011261041089892388,0.002733302488923073,0.1011932373046875
22,0.014931368935657175,9.45865196359687,1.5883830901025637,0.6578947368421053,0.6447805921050939,1.0,0.6842105263157895,0.3012783466593215,0.36892341183275745,-1.9803957367193838,0.009646725654602051,0.002770608267746866,0.10050048828125
23,0.016592872672175105,9.485805790209653,1.5607534295112118,0.6611842105263158,0.6482502518978871,1.0,0.6776315789473685,0.29631883866692843,0.36410609181359405,-1.9030692188830813,0.01155824400484562,0.002887193881906569,0.094287109375
