epoch,train_loss,val_loss,val_score_raw,val_acc_raw,val_f1_raw,val_middle_recall_raw,val_ratio_penalty_raw,q_MAE,q_RMSE,q_R2,train_loss_stage,train_loss_q,train_loss_mono_q
1,1.0967315309926082,1.0776700597060354,2.378969891554398,0.6118421052631579,0.5947957256229017,0.12121212121212122,0.75,0.22730119815586428,0.24786933372253367,-0.3179337307915826,1.0808334350585938,0.0212617052718997,0.00045080184936523436
2,0.950981855392456,0.9065972096041629,1.7888764760977858,0.6973684210526315,0.7056470883656129,0.3181818181818182,0.5921052631578947,0.19481867958644503,0.21520548580414336,0.006530245070965113,0.9340461730957031,0.015531653445214033,0.019867706298828124
3,0.6756029505478708,0.7064299042287626,2.1853403022453444,0.5986842105263158,0.6001843725094594,0.17424242424242425,0.7171052631578947,0.11597192145295833,0.12469965353731537,0.6664365413820341,0.6653861999511719,0.0065479664597660305,0.0725372314453125
4,0.3362922856682225,0.7891667378380111,1.9523481323175564,0.6151315789473685,0.6277868940262188,0.2803030303030303,0.625,0.0656126195957002,0.07687524092004748,0.8732286969910852,0.3206067979335785,0.0037361520575359465,0.13331298828125
5,0.1183762475848198,1.9129558310991055,2.219292409608023,0.5756578947368421,0.5824605189968318,0.1893939393939394,0.7039473684210527,0.13298694215911,0.14958815093284458,0.5199987566739006,0.1135211817920208,0.0040347796166315675,0.129193115234375
6,0.06629226493992303,2.0666295093496476,2.2894550450776308,0.5822368421052632,0.5753801635810671,0.12121212121212122,0.7631578947368421,0.06990799263707902,0.08099473155364978,0.8592781567061042,0.05793922320008278,0.005054743005894124,0.073175048828125
7,0.047114792132848186,2.555793133980938,2.4615854261258816,0.5427631578947368,0.5306564230525095,0.06818181818181818,0.8092105263157895,0.0667260778871806,0.07946157858257041,0.8645551952272654,0.04022385068237781,0.0026209137635305525,0.1151275634765625
8,0.0426205172644634,2.8472151882505337,2.5962034763734563,0.5361842105263158,0.50822597649721,0.015151515151515152,0.8552631578947368,0.10880559383842506,0.12219714323016763,0.6796903075713137,0.0362562045454979,0.0027084718109108507,0.092559814453125
9,0.02836155871811666,2.8896356143461737,2.5995715974154288,0.5361842105263158,0.5046145143956107,0.007575757575757576,0.868421052631579,0.08034166159402382,0.09287353177266727,0.8149743678040721,0.023094542324543,0.003186144889332354,0.090728759765625
10,0.027700381549565417,2.8686731402106633,2.608372623945689,0.5296052631578947,0.5002393857271906,0.007575757575757576,0.868421052631579,0.07447818720615224,0.08681738129213704,0.8383181244866261,0.022116266563534735,0.0026625219732522966,0.09580078125
11,0.04140259100026206,3.089840970550492,2.658144593653736,0.5263157894736842,0.4907612712490761,0.0,0.9210526315789473,0.08912212533974334,0.1020109751473606,0.7767755442443642,0.04102072864770889,0.0024319700081832708,0.087457275390625
12,0.027623798502118962,3.0086508933577294,2.6581386131261344,0.5296052631578947,0.4917562724014337,0.0,0.9342105263157895,0.0884942578543958,0.10175543791044742,0.7778924969118253,0.021944021061062812,0.0026975271292030813,0.095208740234375
13,0.018914124389228067,3.034538321628995,2.664554404753165,0.5263157894736842,0.4890073981125664,0.0,0.9407894736842106,0.08354090012021755,0.09680551234491132,0.7989758889999473,0.01744626872241497,0.0021738959010690452,0.0875152587890625
14,0.026564243298612143,3.131668139978214,2.6676411671098514,0.5263157894736842,0.4884302689180738,0.0,0.9473684210526316,0.08410161434623756,0.09698866383360641,0.7982145130588962,0.02117062024772167,0.002442462765611708,0.09581298828125
15,0.021932000318836225,3.263454057472317,2.669053733292031,0.5263157894736842,0.4884302689180738,0.0,0.9473684210526316,0.08685065585335619,0.09981379619796583,0.7862878953776652,0.01688134968280792,0.002332765166647732,0.0920928955078125
16,0.027217427905845016,3.204420453568577,2.6707023257135742,0.5263157894736842,0.4884302689180738,0.0,0.9473684210526316,0.08931193476248729,0.10311098104105222,0.7719354353102614,0.022408418357372284,0.002412516449112445,0.085931396484375
17,0.022119142262167053,3.221084022726006,2.6703484194325924,0.5263157894736842,0.4884302689180738,0.0,0.9473684210526316,0.0887722554861715,0.1024031684790887,0.7750558187814252,0.018876898661255838,0.002463052934035659,0.095977783203125
18,0.015446393652574011,3.3109047781142995,2.6676671470038635,0.5263157894736842,0.4884302689180738,0.0,0.9473684210526316,0.08400496149337605,0.09704062362163039,0.797998249854342,0.010838625580072403,0.0024664046126417817,0.08646240234375
