feature,mi_stage,mi_q,spearman_abs_q,domain_instability_C1_C4,feature_score
ch6_min__rel,0.6527078964265134,1.3131837104645063,0.9437092272028734,0.8331961920737108,0.4861343702705576
ch2_min__rel,0.6173404758920409,1.5768881318405485,0.9079169070711085,1.0131690213419995,0.4848071264222157
ch3_kurtosis__rel,0.6728527608044681,1.8964725134065095,0.8528131581863204,1.596132663220287,0.4827155367166002
ch1_kurtosis__rel,0.5716232967822532,1.5275482886555012,0.7050497593913103,0.48924134282019244,0.48255746873852257
ch4_max__rel,0.7331007793095323,1.1046132135238391,0.815437284916434,0.7667622512134173,0.4762274453602219
ch3_skew__rel,0.7203634802760308,2.044415681506878,0.6693519533459252,1.7821061363769577,0.4748167708665013
ch2_wp_energy_ratio_6__rel,0.6426992048853053,1.5968150295605676,0.8724822327014436,1.191753348535227,0.47405878482243613
ch2_wp_energy_ratio_3__rel,0.6300738100710344,1.7603745392766226,0.8569959730199094,1.3831477492732516,0.4698397585977977
ch3_wp_energy_ratio_2__rel,0.5932545880483229,1.70312674008885,0.7852914330152864,1.1301534739204606,0.46251865266396325
ch3_spec_centroid__rel,0.683085721284248,1.8998584079885452,0.735164686993525,1.7113911961561963,0.4579276600846768
ch3_mean__rel,0.4825254637187337,1.8298049416948219,0.9427563251049583,1.1609194025288956,0.45766660450240443
ch6_wp_energy_8__rel,0.5360538073245416,1.8298826268076844,0.7831447056139181,1.1348769890128272,0.4568866626093704
ch1_band_ratio_q4_q1__rel,0.7988190201753547,1.4806847409372752,0.7419305971067977,1.6218102577953273,0.4557134920063748
ch2_q25__rel,0.5496216878252012,1.6114584473872529,0.5263121845815117,0.5242896565822612,0.4551291497719914
ch5_band_power_q4__rel,0.4923213209558266,1.8158828751289557,0.394975437857982,0.39037928505081404,0.45443340609708216
ch5_band_power_q3__rel,0.5215673571953339,1.110172015990941,0.8499535829837355,0.25705510845488516,0.4519284064283054
ch4_dom_power__rel,0.5593724852712953,1.3388988450556645,0.7135235090283383,0.5300317586557028,0.4495687647781807
ch3_wp_energy_ratio_6__rel,0.49931868203891083,1.2474308365470024,0.648207263242289,0.126956064522941,0.4446737204938239
ch5_wp_energy_ratio_3__rel,0.5469838361732635,1.6741063973088623,0.8724603687075406,1.2361529753537992,0.4433134648183158
ch3_band_ratio_q4_q1__rel,0.4880210523721211,1.9617422451986286,0.5707299328474539,0.9600446620586022,0.4418785217337954
ch5_wp_energy_7__rel,0.5138191083506802,1.6371135135077166,0.4829503413254858,0.5197719610490581,0.4387985456813448
ch4_band_ratio_q4_q1__rel,0.4653016312923337,1.4812041227422124,0.5780047148188237,0.32550133836047307,0.4328036692770663
