feature,mi_stage,mi_q,spearman_abs_q,domain_instability_C1_C4,feature_score
ch3_var__slope,0.4983060655866678,0.8069569236240963,0.2953723682645208,0.378617612697234,0.30670507668365354
ch3_median__rel,0.31635702958923195,1.0471938058985328,0.7704554958087302,0.7373366535954188,0.3046991646794295
ch1_mean_abs__slope,0.4369170922534593,1.1204720748628532,0.28354433113713173,0.5740947933429459,0.30416079158920345
ch3_band_power_q4__slope,0.5148605620246443,0.5182414302347995,0.3487581472990072,0.17260615598311152,0.3026758958729748
ch1_wp_energy_ratio_5__rel,0.4477609362222821,1.0505468124944644,0.24876020663125317,0.49377170632312145,0.30169412186531375
ch1_wp_energy_3__slope,0.443957124589367,0.8209860902538373,0.2773799086342515,0.21562407482869717,0.3013382244564377
ch7_q25__rel,0.3072466728008385,1.1232411508901445,0.35954681247785736,0.25175559486259813,0.2983945565433912
ch2_wp_energy_ratio_2__rel,0.40869307967131396,1.3544937868519682,0.7686109096667819,1.608615949486463,0.2942407532982899
ch3_wp_energy_7__slope,0.4420824252618707,0.7274173415600389,0.24098677347285416,0.10400725847470646,0.2936843225506893
ch2_wp_entropy__rel,0.4166439551070067,1.2580073722982341,0.5311206318928201,1.163507162087262,0.2931490154006545
ch5_wp_energy_ratio_4__rel,0.31202872594503583,1.2957445025241405,0.8824058699341591,1.3646391767846475,0.29066824573950545
ch1_iqr__slope,0.3615820764466444,1.1446807871175269,0.49194832223005047,0.7845512610582901,0.28872762473140073
ch1_band_power_q4__slope,0.4192982644425536,0.5661435447466072,0.34431063637915,0.01539337506746272,0.28751753737888547
ch3_wp_energy_1__slope,0.42112013794977066,0.9802076668867841,0.3293169040205961,0.5639507788828082,0.2870338329389064
ch6_spec_centroid__rel,0.4088269028271616,1.3020088697694603,0.49243060268184013,1.2088138227483016,0.28575689586820796
ch3_wp_energy_6__slope,0.43478794820215616,0.7731107556287702,0.2047858782647685,0.18149749906335025,0.28387631085938037
ch1_q75__slope,0.40908355210306624,1.0727022731079772,0.2395701584398291,0.5420065271356425,0.2836378881579117
ch6_wp_energy_ratio_6__rel,0.32241801295427974,0.9105066070463397,0.6022176840668461,0.5360761755441109,0.2834556739610371
ch5_spec_entropy__rel,0.2957411164384416,1.2249584199844237,0.41776698350237956,0.5848219911927213,0.28314199636524917
ch7_band_power_q4__rel,0.31715327404488547,0.9870810698018482,0.29444656989125023,0.1612192642281982,0.2830966325062113
ch3_wp_energy_ratio_8__slope,0.36558100951159744,0.7630362173713565,0.5124048915550132,0.37571562930516533,0.2826713659649709
ch3_wp_energy_5__slope,0.5051904442019886,0.6240601724612107,0.23752983831242114,0.3352596552053909,0.2803058215427243
ch1_skew__rel,0.5417223451073994,1.7035496742725136,0.0032183151025474348,1.66157372929433,0.2723419224906923
ch4_wp_energy_ratio_1__rel,0.2782047329598605,0.9220874514762385,0.7324886637397553,0.692520892083019,0.2719444659067291
ch6_wp_energy_ratio_3__rel,0.3507659196135471,1.213514887988778,0.7303204083443904,1.3658283970489706,0.2715003439248813
ch7_median__rel,0.27855071983825885,1.0733262520061841,0.3313822961150838,0.33994405156853413,0.26759468086400784
ch2_wp_energy_5__slope,0.5216235652020587,0.5943449715464846,0.23180243170340517,0.5019317109936029,0.2650742135958062
ch1_spec_centroid__slope,0.32163389153782185,1.0892965152502772,0.33059555171005794,0.5991369892884705,0.2602518991761393
ch7_wp_energy_1__rel,0.2598148548313661,1.067739154948851,0.31895553105673297,0.3427621118940914,0.25750245380184394
ch1_wp_energy_8__slope,0.35696464073664025,0.6161117259327185,0.44696295544854003,0.30190753399972925,0.2570854524822141
ch1_band_power_q3__delta,0.42790766847479333,0.4632558252574772,0.21807645103695944,0.03254520930173449,0.25627639663032065
ch1_wp_energy_5__delta,0.4240018361071185,0.5006180002014289,0.19409930486015842,0.04238693934302547,0.25524236092006874
ch3_wp_energy_7__delta,0.4344486628785773,0.5536819328482587,0.11264908464153002,0.055310627656839445,0.2529091071327548
ch3_band_power_q3__delta,0.49547002547828245,0.4723320018495749,0.18350969143200013,0.328937728159785,0.2486120009017817
ch7_rms__rel,0.259036615085132,1.0148286278087402,0.31016896550693607,0.34946910112469576,0.24806916590519829
ch3_wp_energy_4__slope,0.4647284093940729,0.6072959204301425,0.17955396439270607,0.3984356947413299,0.2474962137970701
ch6_rms_freq__rel,0.3869070186518573,1.2729236436579145,0.38248603334075104,1.3077561456708762,0.2470288147848206
ch5_skew__rel,0.4122587173875345,0.9093219400772319,0.7852032810398683,1.5251505757803074,0.24632178949538824
ch6_wp_energy_ratio_7__rel,0.48364115793650075,1.567321807274554,0.08268126094367785,1.6362658262112317,0.2460990957579523
ch7_mean_abs__rel,0.25741814772696525,0.9887481644934772,0.31727190752622464,0.3400838713307227,0.24592955713855721
ch3_dom_power__delta,0.427346522250345,0.5515188630154766,0.3066809735180614,0.42259352948133455,0.24226728018687035
ch7_q75__rel,0.23878287445235902,1.1074839587693734,0.32108398818691797,0.4728586345987089,0.24210662706290237
ch4_wp_energy_ratio_7__rel,0.3817445197523026,1.131739678706583,0.2479648228530522,0.947660654883027,0.24181082281159727
ch6_margin_factor__rel,0.31739132088595956,0.4034668699150261,0.709148310248397,0.41300300133479273,0.24139441083063765
ch1_wp_energy_4__slope,0.4112060355298559,0.6524252846151533,0.3025613985185601,0.5103192781846727,0.2403091767333535
ch1_wp_energy_ratio_7__rel,0.38060285402524774,1.4703349159347963,0.2426179363440737,1.4164174011740722,0.2394241338325875
ch3_spec_entropy__slope,0.2901790583590942,0.7033652228023439,0.42670196836921565,0.33529198174602187,0.23685603895655594
ch7_mean__rel,0.2326547850490841,0.9822323566016098,0.31632549179014013,0.33666162635733865,0.23574430623365267
ch2_band_power_q2__slope,0.41562536675282447,0.5977541114242539,0.1941694088431326,0.343020368919024,0.23509298791609104
ch2_wp_energy_4__slope,0.45435365739137024,0.544462041738397,0.20443658234960008,0.4404415152203165,0.2345595546471885
ch1_wp_energy_3__delta,0.4103765373188173,0.4014838266427603,0.19869667174362093,0.07943134043287378,0.23360875525776031
ch1_std__slope,0.32225194334779017,1.1543365811074056,0.4895403611079973,1.2053683754184594,0.23249176192479987
ch3_wp_energy_ratio_7__rel,0.3460940360855085,1.2303908543707127,0.22992925988241128,1.0116401357914002,0.2323463738711647
ch1_band_power_q2__delta,0.4701278085416498,0.41249277835911613,0.13188371197012078,0.2551092473863723,0.23044160680806322
ch3_var__delta,0.40398314968005855,0.5225679860439358,0.2930540888275487,0.3966441364157125,0.22994007926216214
ch7_wp_energy_7__rel,0.2736842290669368,0.9111065428784597,0.2576985241387328,0.3706769434137295,0.22969209098734536
ch4_wp_energy_4__slope,0.394223191187947,0.6670081578605283,0.22731760079261165,0.47292007711385475,0.2282130964039587
ch3_wp_energy_6__delta,0.41845108737370995,0.532001973678065,0.0992881198864348,0.1927663300281906,0.22809065483050633
ch1_spec_entropy__slope,0.35481802687171893,0.9205363316489579,0.24941715542541318,0.700776954847357,0.22785696360738905
ch1_kurtosis__slope,0.273135572628453,0.7396665080115401,0.20290835872075144,0.07599920337623546,0.22757676469177687
ch4_band_power_q2__slope,0.35373653814509165,0.6067661855099118,0.23322179135869306,0.25775472713164305,0.22693826905714046
ch2_wp_energy_max_ratio__rel,0.2681107062330148,1.1676336318176568,0.37973162610883915,0.9083159851491662,0.22673920509155931
ch2_wp_energy_ratio_1__rel,0.2681107062330148,1.1676336318176568,0.37973162610883915,0.9083159851491662,0.22673920509155931
ch3_band_power_q1__delta,0.4004254369462352,0.5090580610070692,0.29400357659695175,0.40313732619813614,0.22624294747833876
ch3_total_power__delta,0.3971944997836683,0.5088075269243602,0.29404063258795216,0.4031677866056056,0.2249714156584981
ch2_q25__slope,0.28136742801834247,0.7233254475625865,0.2629248611535593,0.20949296364800904,0.22418273946555434
ch4_kurtosis__rel,0.4340709840571648,0.5251064354731132,0.565232014380592,0.984096932636402,0.22391365583985
ch3_wp_energy_3__slope,0.31733801653010585,0.5686752533807549,0.2682355748550861,0.17150096569759224,0.22169959384166707
ch5_band_power_q2__slope,0.29816856660202107,0.6872715679573989,0.28907068979497513,0.29206986662804696,0.22142682176326184
ch6_impulse_factor__rel,0.3013927305389219,0.34581085481821683,0.6930312587427641,0.46014781326455956,0.22033446989677416
ch1_wp_energy_6__delta,0.41702270038345923,0.49316650766154924,0.21870006688550522,0.3921859182735299,0.22026724098450967
ch3_band_power_q2__slope,0.43111336851257187,0.5230329478252846,0.20434233437248958,0.4670115203776938,0.22007341602117836
ch3_wp_energy_8__delta,0.4274039298044945,0.4093868181525133,0.21371584409599628,0.3136594203062987,0.22004220039767308
ch2_dom_power__slope,0.2976016936492418,0.7039021168331883,0.25702894557677913,0.28929917525856125,0.2189260849553018
ch1_rms__delta,0.414894788917771,0.507160952998313,0.3327636391835063,0.605785093599574,0.21709008305535166
ch4_wp_energy_ratio_5__rel,0.27998072322432876,0.6009228869540184,0.6096076180061047,0.6349105036874769,0.21657993075380189
ch6_wp_energy_ratio_5__rel,0.22395907824591332,0.6805087586274663,0.4337588030429345,0.288447966003851,0.21409326454753178
ch1_wp_energy_8__delta,0.36502821440915545,0.3446023898518291,0.23110103187375036,0.07546904861405575,0.21377633601828055
ch1_margin_factor__rel,0.3300923815991077,1.1793709040289482,0.11540613981808712,0.9412856094865276,0.20917051934728068
ch5_wp_energy_1__slope,0.2890239657357112,0.5541439740316543,0.3192552424642171,0.28152477021296596,0.20551916878472826
ch4_wp_energy_max_ratio__rel,0.2581879473029556,0.603471786423929,0.4592141319445152,0.4399736725546851,0.20549359080116883
ch1_iqr__delta,0.3246991596067279,0.5630701805820246,0.45338190540621287,0.6333729302225842,0.20535295344919846
ch7_band_power_q2__rel,0.30093683358534284,0.5608055875953992,0.1174452512494648,0.038623298987257804,0.20501030855589059
ch4_band_power_q3__slope,0.301034257789365,0.5148361268164843,0.16059953699606466,0.0601797256120889,0.20315676299782434
ch1_std__delta,0.2885303954945888,0.7214944941981307,0.5174459703307138,0.8323274991738092,0.20257970500329886
ch2_wp_energy_3__slope,0.3580544582991978,0.5352605347476853,0.22452023347199304,0.4271264494499708,0.20069606092534573
ch2_wp_energy_8__slope,0.3296355492381362,0.6159109590713241,0.31396499574903053,0.5613987689897608,0.2006691396970096
ch1_wp_energy_ratio_8__slope,0.34661670321692495,0.576845203460558,0.46691799060216926,0.8193446652398515,0.19905972589410464
ch3_wp_energy_1__delta,0.30387195649944876,0.545772306922637,0.35614836950418416,0.45841723278672714,0.19793270974415852
ch7_wp_energy_3__rel,0.2833087545162696,0.5760738547214208,0.25746342020429336,0.28105991241985473,0.1970648322795264
ch4_dom_freq_norm__rel,0.5572547653227071,0.7449516614773928,0.07408270982407504,1.2873457640257997,0.1968923354717209
ch3_wp_energy_5__delta,0.402362977047382,0.4052470401944146,0.08375777165820593,0.2616094758011528,0.19558231351335578
ch2_wp_energy_6__slope,0.365835091200698,0.5586217229539305,0.2062291419142509,0.5340722326027392,0.1933995098254588
ch2_band_power_q3__delta,0.4446798450403022,0.39755331514930825,0.12012052282698249,0.4961548254526909,0.19278660730499617
ch2_var__slope,0.30749141734712926,0.7421510068106985,0.3095587408191537,0.7349046949362351,0.19120694663738158
ch5_wp_energy_8__slope,0.24713410212840858,0.7602048542799773,0.39450585618851014,0.65749356333504,0.19096000816341538
ch1_skew__slope,0.22837079082285006,0.8012740880360831,0.0011074317310440839,0.06714868718862249,0.18932899867767103
ch2_wp_energy_1__slope,0.25957882964422496,0.8633067578951912,0.2886372499002423,0.7032299605266741,0.18920754607041462
ch1_impulse_factor__rel,0.39542176813454066,1.2560080733688892,0.09042337078472944,1.4620496731331305,0.18877393722766256
ch5_wp_energy_ratio_2__rel,0.26074129592993045,0.8449949493740601,0.24649765526218345,0.6569486831746739,0.18548783592371354
ch2_band_power_q2__delta,0.3315736558841982,0.3518616082031376,0.10397716674763152,0.04932255831081066,0.1854611393286694
ch4_wp_energy_ratio_3__rel,0.33651587435086494,1.1022272673566529,0.5537719455763226,1.7608051646297729,0.1850204221933306
ch3_mean__slope,0.19987414773177714,0.952014777468623,0.1203205387784057,0.4038851235654518,0.18295717598157296
ch1_rms_freq__slope,0.2618502805658771,0.8113503926127579,0.2317738957103356,0.6202758324018783,0.1828283526162598
ch3_band_power_q4__delta,0.3710776617629312,0.380889819834493,0.15408490657823748,0.3435236177256869,0.18264139275472668
ch3_wp_energy_ratio_2__slope,0.21306561953965697,0.6132517872621333,0.35033777891537066,0.35384007251195587,0.18177595851676545
ch6_spec_entropy__rel,0.23820264694871507,0.8752340819531321,0.12230404989455046,0.47536270646554774,0.180449812948721
ch2_wp_energy_4__delta,0.365520932099177,0.2995772040505873,0.12585906543329387,0.2103489620674585,0.17861026874313896
ch1_wp_energy_ratio_6__rel,0.3672488750112912,1.211195832220965,0.07030789639408822,1.3741675341099675,0.17767839955582762
ch3_band_ratio_q4_q1__slope,0.25560670599393753,0.523625746522812,0.4647310631332965,0.6137313782034463,0.17717086914600502
ch3_wp_energy_ratio_3__rel,0.16824740073988131,0.9941640878364395,0.06872250483618716,0.3316198891024734,0.175996450505576
ch3_wp_energy_4__delta,0.3817648572827741,0.3672433585281709,0.050657267697145146,0.27930024913494955,0.17580887255443728
ch5_wp_energy_ratio_5__rel,0.23206132813422053,0.6776315288345693,0.5856866806766469,0.9310531203829315,0.17534342505979988
ch1_wp_energy_ratio_2__slope,0.2460578897488841,0.6372764155937487,0.26862706276000753,0.46696314773989345,0.1741159233367992
ch1_shape_factor__slope,0.23608218649266166,0.8559135146446208,0.05882592971326666,0.4202329496641797,0.17301776868458946
ch2_wp_energy_5__delta,0.40053110376172785,0.3659054733499234,0.06533864013156014,0.40169268740505054,0.1727946438778104
ch3_band_power_q2__delta,0.3571487301293528,0.3667482561387052,0.08059222042700613,0.27540840827983964,0.1711724346645695
ch6_crest_factor__rel,0.23916059466900252,0.24081382439198906,0.6522356141189516,0.521587609835522,0.17000263214376637
ch2_wp_energy_7__slope,0.24966754544160596,0.5321573633373275,0.3814215633662212,0.5582196735818694,0.16909808857156636
ch3_median__slope,0.16777464969190503,0.8108984272429547,0.1126160186952564,0.2180486972272871,0.1690050384965456
ch2_band_power_q1__slope,0.26020510013300013,0.6676191595963359,0.288648841897427,0.6447840443900972,0.16886552723347115
ch4_wp_energy_1__slope,0.2736104298955866,0.5287925913832869,0.20751208560266934,0.39063642975084334,0.16850613085595273
ch1_wp_energy_2__slope,0.2929918787917123,0.6099812126417805,0.33405630286956417,0.7735585965093194,0.16760018752580857
ch3_wp_energy_max_ratio__slope,0.1932429597249039,0.5926159213469506,0.32357629741478605,0.35280017951118825,0.16746972524797285
ch3_wp_energy_ratio_1__slope,0.1932429597249039,0.5926159213469506,0.32357629741478605,0.35280017951118825,0.16746972524797285
ch4_wp_energy_6__slope,0.2861548350878764,0.4123445137916306,0.1229878741306045,0.1797956812115935,0.16599980528176056
ch2_total_power__slope,0.24865014003369867,0.6770382529737753,0.29471260842475305,0.6524062298029784,0.16584955944000104
ch1_wp_energy_7__delta,0.30812484238655924,0.4347520093681432,0.18925733003610248,0.3969289124831764,0.16568643763312454
ch5_band_power_q1__slope,0.21814975152128402,0.4335954481479227,0.3256608649085185,0.25961840210627946,0.16518452167010642
ch1_band_power_q4__delta,0.2730323181237828,0.3213310698084082,0.1412597176930213,0.046369940681235795,0.16475413174022654
ch6_band_power_q3__slope,0.23143868170841797,0.5418446632112994,0.12876040072866238,0.1658325895168648,0.16474872670814064
ch7_wp_energy_6__rel,0.18669855781816902,0.5476682625260603,0.25973305157138876,0.19927749182952087,0.1646629702640183
ch5_wp_energy_ratio_1__rel,0.30999686645259694,1.0932030432154738,0.1935181500359366,1.3231104428213767,0.16335362442198884
ch6_wp_energy_6__slope,0.24129729225108387,0.5042759706705819,0.07329984619806536,0.08578640461381593,0.1631446590062833
ch1_q75__delta,0.3295984438463857,0.4369160022101535,0.22454558212300302,0.5643060976086384,0.16277694415654007
ch7_median__slope,0.1477546343720959,0.5904209415075825,0.2080348886934675,0.05067645400207535,0.16259356689616786
ch7_shape_factor__rel,0.12257525802197278,0.734516442488431,0.27422338353064535,0.25521016062315766,0.16186420013206473
ch7_wp_energy_2__rel,0.19382045900465328,0.5146808925806576,0.36971678890155557,0.38397732521008976,0.16096918192905968
ch3_spec_centroid__slope,0.17932386373882925,0.6008667842461461,0.22306386582569315,0.22634395102220112,0.16080990984761848
ch3_wp_energy_2__slope,0.2730542298490557,0.40487424888205403,0.1502119795188342,0.21670851814646624,0.16035451528241906
ch1_mean_abs__delta,0.32191095865550423,0.44707326990411556,0.23552718279879517,0.5928612758475916,0.15998959257226159
ch7_total_power__rel,0.19579519258201183,0.9413254414212981,0.1359683260841592,0.6370463291359368,0.15897884348247918
ch7_band_power_q1__rel,0.19403925451655013,0.9412392479227449,0.13593875809240447,0.6370150132218472,0.1582918751240617
ch2_band_power_q4__slope,0.2990556923509593,0.4678748724382693,0.2379594862080749,0.556284535387076,0.15804840427260994
ch1_wp_energy_max_ratio__slope,0.22228391785716717,0.6105202457987478,0.24039997361536702,0.46364190792201465,0.15747467417404715
ch1_wp_energy_ratio_1__slope,0.22228391785716717,0.6105202457987478,0.24039997361536702,0.46364190792201465,0.15747467417404715
ch4_spec_entropy__rel,0.2404771386486495,0.9345890866746904,0.02351462944276,0.6550379296382577,0.15655318806849589
ch4_wp_energy_ratio_6__rel,0.18293867380163564,0.5037823932789562,0.21536479194382807,0.14573877107958866,0.15599131564314161
ch4_total_power__slope,0.22644180437959527,0.43148313802192817,0.18051382015959114,0.17899526675910604,0.1543724362631059
ch7_wp_energy_8__rel,0.22292915642136202,0.8728131614695194,0.13007435972773823,0.6942778795021398,0.15353409259975567
ch1_max__slope,0.24205194458403545,0.5195654310971385,0.34805109182240596,0.6204900263799684,0.1532415903276137
ch1_wp_energy_ratio_3__rel,0.31493447336774993,1.3389647483237859,0.027900748219656164,1.5276760633222242,0.15314131653841873
ch5_dom_power__slope,0.17076772980009136,0.4579032441829187,0.29627455204541225,0.18722406594627058,0.15311113954014371
ch5_band_power_q2__delta,0.2575272781355198,0.48044983483053993,0.14830030798311145,0.34525486425415153,0.15145996912115173
ch4_wp_energy_5__slope,0.2564772095478216,0.34932695310022455,0.16213131262405064,0.18799565554170242,0.15114856163209567
ch1_wp_energy_4__delta,0.31448964397605605,0.24803632215138505,0.17300892598226392,0.2932742015055466,0.15084076554078588
ch1_mean__slope,0.21462554639633713,0.8900678451940118,0.07265813435391442,0.6317917745442285,0.150313240675866
ch4_wp_energy_ratio_2__rel,0.36311624555976807,0.9398061845207644,0.07116992815370386,1.2715566896619743,0.1498297157717173
ch4_band_power_q2__delta,0.2773907877902053,0.43011756915533317,0.0725132223891084,0.26717980972971067,0.1487264344723004
ch6_wp_energy_4__slope,0.21984505250737674,0.4637777725141592,0.12272329819486061,0.16741059644056644,0.14869171330950537
ch1_q25__delta,0.2700274070867936,0.5166055242401573,0.271024375265743,0.6578554222984005,0.14828978334132709
ch7_wp_energy_ratio_8__rel,0.35050782595201446,0.25871815120621866,0.3778303706390193,0.7834368833176947,0.14781607963876592
ch4_var__slope,0.21396917657297143,0.4218975750587344,0.18241917969684684,0.19229056435427946,0.14724645668153952
ch3_shape_factor__slope,0.08663588584906257,0.5968820250816811,0.283412211169219,0.0936628439133514,0.1470134580972282
ch2_kurtosis__slope,0.29759323965588047,0.469185196247782,0.32809069631839854,0.8039714931765951,0.1464149885533404
ch2_wp_energy_3__delta,0.33910500817822165,0.29578251220221796,0.10280786303161393,0.4000601849097147,0.14552911335440283
ch1_ptp__slope,0.21962588058723198,0.5396415746361467,0.4638024369234259,0.8137463651066682,0.14538172393106602
ch3_wp_entropy__slope,0.1778491112004854,0.533871119968969,0.297197783821192,0.39778308259365197,0.14517184153726387
ch6_wp_energy_ratio_2__rel,0.24994032325353155,0.6730775092364358,0.34814866691599666,0.9517195572780612,0.1438939560080543
ch1_median__slope,0.20711024042252224,0.7968523503922942,0.11058967710267024,0.6055183989661045,0.14315623604379255
ch7_q25__slope,0.09609267943041444,0.5838923561026386,0.20301282133859028,0.031895966416456284,0.14300593507630915
ch7_band_power_q3__rel,0.23131530253836297,0.6471818133848477,0.18783826361981773,0.6386268784490755,0.14051001103611122
ch7_spec_centroid__rel,0.15524442141016714,0.49804201518003977,0.5240237858718317,0.6553508185402404,0.1399231395496354
ch7_wp_energy_ratio_7__rel,0.3421059680394283,0.2681929715389493,0.3372022219684992,0.7840666004844443,0.13971342846957102
ch2_wp_energy_6__delta,0.32107773381463245,0.3409177304144215,0.11340957245683449,0.4758695181420656,0.13871436851898541
ch7_mean_abs__slope,0.12193476830506511,0.5075717628928325,0.1833144994794054,0.04338200541240639,0.13851463264051284
ch5_wp_energy_3__slope,0.21035436117440698,0.47294783431917553,0.27891854826057044,0.500988546271391,0.136358636232372
ch7_rms__slope,0.1261953470419377,0.47784399343616,0.1805920601405894,0.041730254607886014,0.1358919741676323
ch1_crest_factor__rel,0.3516369222354965,1.2872690192617422,0.09035794680297342,1.8665953930349968,0.13572453632323309
ch1_min__slope,0.2443914156708571,0.46512710068969865,0.2060950253648707,0.5210869262047061,0.13543429325734282
ch4_wp_energy_3__slope,0.22751532136714991,0.36347419949595006,0.08297462784840381,0.13736105676003382,0.13513205040198886
ch2_wp_energy_8__delta,0.2637646339546662,0.3383016326348458,0.16928472688673987,0.37226145209198397,0.1351032674892979
ch6_wp_energy_5__slope,0.22323294620407652,0.3559562204464912,0.07316182223158649,0.09849747659600532,0.13488733412086173
ch4_impulse_factor__rel,0.2775920366932354,0.26860651532210733,0.47686533502233786,0.7950623466258672,0.13485524284639186
ch7_mean__slope,0.10683646566692873,0.507926506940243,0.18342590745234832,0.03218414607631728,0.13390349642001592
ch5_wp_energy_8__delta,0.21698219248903738,0.4186829456212786,0.16615080764785775,0.3100619908719976,0.13375146202110438
ch2_mean__slope,0.2055752995747797,0.7185610848417885,0.10466380658087103,0.5886599974537335,0.13279031274476996
ch7_wp_energy_ratio_2__rel,0.3094901158786083,0.33927566591385516,0.30192175180673675,0.7727645974231199,0.13263196386514603
ch1_spec_centroid__delta,0.21218314747754485,0.4449651240846073,0.21649033942216972,0.41571882325615844,0.1324441367200893
ch3_wp_energy_3__delta,0.26991820186696147,0.26806018105336316,0.17606969323891203,0.33922602302587646,0.13230011126883506
ch5_dom_freq_norm__rel,0.49201437687431415,0.5207573029687533,0.317063481068872,1.762862250249634,0.1304662705753695
ch7_rms_freq__rel,0.12089171474386573,0.6436698684940145,0.1192920747344635,0.20901085896362268,0.13032884221161098
ch6_dom_power__slope,0.25152956840241014,0.5208264897549784,0.03152332034410279,0.4225413579007754,0.1293656283875938
ch2_median__slope,0.2110898425333647,0.6953743618072101,0.14544505026214222,0.6746085120097276,0.12929792562407927
ch4_wp_energy_7__slope,0.15128047242518816,0.4909998237790214,0.0966159605354076,0.09947301925436369,0.12892707926203667
ch4_rms_freq__rel,0.21336659942820257,0.7466026217051991,0.04377655179256305,0.6072301435143934,0.1285781036664005
ch2_dom_power__delta,0.23222131740838292,0.310845687385338,0.21282338031274411,0.3450492634696303,0.12853917197210465
ch6_wp_energy_3__slope,0.21546178956808237,0.43879113030445627,0.0006011758539956929,0.13522775992603803,0.128534554654555
ch6_total_power__slope,0.19968839903558933,0.47031904244059763,0.1105260931571294,0.3079123448744535,0.12595818246820073
ch5_band_power_q4__slope,0.1335707420982135,0.5342522419199596,0.12197190637734703,0.16873632677953265,0.12484767992783201
ch2_mean_abs__slope,0.18710748521200293,0.6686794091444828,0.19235568128362274,0.6670839505715058,0.12427594480021732
ch4_margin_factor__rel,0.2539676845949881,0.2568024537828877,0.4858593805142773,0.8177268803791992,0.12327538765843415
ch4_crest_factor__rel,0.24899633152676448,0.24007285235262232,0.4634722107571163,0.7479956066533842,0.1227227361448704
ch5_total_power__slope,0.1653884633559346,0.32818051322405006,0.30172629472137724,0.3037098069353943,0.12269566643561582
ch2_wp_energy_7__delta,0.2691153210823616,0.33142342754840515,0.15959782523934493,0.4938005800594252,0.12262126049768038
ch4_wp_energy_4__delta,0.2467805695652716,0.4103037541693171,0.07397033403522763,0.38984934613059297,0.1222522227294876
ch6_wp_energy_ratio_8__slope,0.1799139125313114,0.4449582154274392,0.24461264459225854,0.4385774980022468,0.12198900763004769
ch5_wp_energy_max_ratio__rel,0.32097615674589663,0.9053129348314908,0.11553753978144521,1.41139423740582,0.12166694831464867
ch3_iqr__slope,0.22453369242491217,0.5601867469376529,0.1039493557430314,0.5660338823414369,0.12083363788558575
ch2_iqr__slope,0.20805861214124666,0.596283186447915,0.27560797743811194,0.8098722113260359,0.12074960668092255
ch6_wp_energy_7__slope,0.12626356262116523,0.4614258488048213,0.09480405697545474,0.05108269266943495,0.11989734900603052
ch4_spec_centroid__rel,0.1458609818069141,0.6926316905117154,0.2980227848939944,0.746142698522433,0.11962239554985456
ch5_wp_energy_1__delta,0.15699144130400056,0.27068583089326204,0.24065413355364057,0.13372508011819811,0.11954509411440552
ch6_wp_energy_8__slope,0.20179266739944546,0.6117423329855756,0.2659833914020616,0.8043755264686481,0.1195382268649186
ch3_wp_energy_ratio_7__slope,0.1776539741598322,0.4516809891980351,0.18485529910519977,0.3749489264030975,0.11942872623159606
ch1_wp_entropy__slope,0.15703630652613665,0.5413813871437405,0.2064680138562374,0.46188792614411855,0.1181771188943985
ch5_band_power_q3__slope,0.19039777047840278,0.35114990031425686,0.06122079313163922,0.11638467647660194,0.1180544253856215
ch4_median__rel,0.19082124455127336,0.4921476667283935,0.3578299127483198,0.7568313062811397,0.11770624908214215
ch1_wp_energy_ratio_4__slope,0.15461184303672004,0.5281227546649707,0.20415916641697454,0.436332944843757,0.11766499469099825
ch7_band_ratio_q4_q1__rel,0.13604636893494315,0.7825848498833099,0.090841954668004,0.539975874010285,0.11754327137891915
ch4_dom_power__slope,0.16906977751810537,0.405303974095355,0.2655594795050148,0.4219363073508914,0.11727705212926237
ch7_spec_entropy__rel,0.125354392397109,0.43735245229966235,0.5570066886742889,0.7374849263056911,0.1169872798969485
ch4_band_power_q1__slope,0.1909213706551398,0.3281962399804237,0.17549438937863296,0.2762806431652763,0.11630682914490308
ch7_q75__slope,0.11035816021322176,0.4918011706919052,0.20465988007716931,0.23206468247728326,0.11627453491813321
ch6_var__slope,0.18280766185410613,0.44321367448413884,0.11183541283914204,0.3080433536442431,0.11600100412644723
ch5_var__slope,0.14746047302241116,0.33216673260382823,0.29791533564692413,0.3088397959421366,0.11526765524954799
ch5_wp_energy_4__slope,0.20627111467698378,0.4955546456134856,0.18714775454844357,0.5992415372983628,0.11425352869087504
ch3_wp_energy_ratio_8__delta,0.17519871682406318,0.23603580818000314,0.2844633869139257,0.27692296726326965,0.1141059419854396
ch3_std__slope,0.22073408436962305,0.4834621578814815,0.07977228462613947,0.479295738664233,0.11406029593935466
ch1_wp_energy_ratio_2__delta,0.19826175510882882,0.266305757985954,0.2040250784495398,0.29263895674290713,0.11340956822452436
ch7_skew__rel,0.13460198567868842,0.5528387722710679,0.16235413472626822,0.3745171295328096,0.1132329996362359
ch4_band_power_q4__slope,0.15575733073431008,0.5942747336637191,0.003532007142200652,0.2736400354644263,0.11321412037740337
ch6_median__rel,0.14557426293816023,0.40505296655516965,0.1776292668682455,0.2443549607703253,0.11279290803158969
ch3_wp_energy_ratio_3__slope,0.10063860339374764,0.5725139582800689,0.20224123088277315,0.33565819474547265,0.11272222603951423
ch1_spec_entropy__delta,0.2338800716035645,0.31608369929924374,0.21632908346133306,0.5271683037778168,0.11219726672059449
ch2_q75__slope,0.13793849704472838,0.6449575227053383,0.1844460803152303,0.5586823644324613,0.11185217294489007
