epoch,train_loss,val_loss,val_score_raw,val_acc_raw,val_f1_raw,val_middle_recall_raw,val_ratio_penalty_raw,q_MAE,q_RMSE,q_R2,train_loss_stage,train_loss_q,train_loss_mono_q
1,1.0478508156888626,0.8918684783324696,1.548971705390206,0.5326797385620915,0.45255576723416696,1.0,0.934640522875817,0.16369220205381804,0.1951883632535237,0.176931452498017,1.0281780660152435,0.02582993693649769,3.726482391357422e-05
2,0.8897436709185831,0.7548780810404447,2.2174841051912644,0.5718954248366013,0.5558114940530516,0.1891891891891892,0.5882352941176471,0.132608918193119,0.15499599395475622,0.48099790808397536,0.868927001953125,0.023604548163712026,0.0024332046508789063
3,0.6278101879786822,1.2921538512927049,2.647903592007136,0.5163398692810458,0.47093628593628595,0.009009009009009009,0.7189542483660131,0.1570410066180759,0.1770876565888636,0.3225071078129813,0.6122319340705872,0.016672121407464147,0.028129959106445314
4,0.382337331966637,0.9056827930910086,0.8721103240439341,0.7320261437908496,0.7341747433852697,1.0,0.5359477124183006,0.15848844620137434,0.19512892110140392,0.17743268643686305,0.3696468353271484,0.007895187032409013,0.081451416015625
5,0.1764138058996668,1.328570779431246,1.059351887504529,0.8071895424836601,0.8098443679955807,1.0,0.38562091503267976,0.3072495353377722,0.34974362130083253,-1.6425777033551587,0.16804208904504775,0.003206007380504161,0.114666748046875
6,0.08184175392965866,2.936821222159208,1.8859828496252757,0.6993464052287581,0.6980480168620572,1.0,0.6013071895424836,0.4301736280809041,0.47503525482702474,-3.875058656675604,0.07602645680308343,0.0041039948584511874,0.119189453125
7,0.07249399298935934,3.67656406584908,1.9597683148708482,0.673202614379085,0.6680194760415213,1.0,0.65359477124183,0.4147633507945179,0.47357979998347366,-3.8452311528669068,0.07298065647482872,0.004224361735396087,0.111114501953125
8,0.0617848656876804,5.153947070387065,1.792739172047165,0.6503267973856209,0.6365017493596508,1.0,0.6993464052287581,0.3566892213291592,0.41755228750456447,-2.7666034154100974,0.055921648442745206,0.003332473780028522,0.08707275390625
9,0.04561398592260149,2.9591432928953783,1.2628540522235998,0.7254901960784313,0.7218733998331913,1.0,0.5490196078431372,0.2827915970016928,0.3379464472436091,-1.4673112086747908,0.04465690664947033,0.0028995015658438207,0.09320068359375
10,0.05331474338092056,5.183027092830028,1.9844907024693532,0.6470588235294118,0.6377828303201437,1.0,0.7058823529411764,0.3958057745609408,0.46124127541236326,-3.59604730573672,0.0514943066984415,0.003042526391800493,0.0929168701171875
11,0.022250044263071485,5.109044882937584,1.8279640919113382,0.6699346405228758,0.664067786358808,1.0,0.6601307189542482,0.37854992914823143,0.44167977711374273,-3.2144721793696274,0.018003415688872336,0.002384281624108553,0.09608154296875
12,0.03268712617797789,5.926484504410254,1.9784758294142513,0.6274509803921569,0.6132561132561133,1.0,0.7450980392156863,0.3801945810224496,0.44567502154739547,-3.2910616060727804,0.02744252812117338,0.002674397884402424,0.093951416015625
13,0.03473014481901343,6.981988098788885,2.1524236487280444,0.6045751633986928,0.5835275290330283,1.0,0.7908496732026145,0.3968002324789957,0.46801950846662155,-3.732123535560726,0.029241683147847652,0.0021962574566714464,0.100494384765625
14,0.028123715941130726,6.889259121386833,2.1327002224805858,0.6176470588235294,0.6010956867753635,1.0,0.7647058823529412,0.40028561914668365,0.4731831115988441,-3.8371174540579984,0.023377493023872375,0.0022397587774321435,0.0989990234375
15,0.023663043415819117,7.491707933689255,2.207971554815023,0.6013071895424836,0.5795308197668986,1.0,0.7973856209150327,0.4006658422401528,0.47787273411745196,-3.9334719684939863,0.020214930549263953,0.00225531606702134,0.093243408203125
16,0.016945042921339765,7.749587458040979,2.1519794840076516,0.6078431372549019,0.5884202460173422,1.0,0.7843137254901961,0.3921265925457275,0.47043073440103733,-3.7810087268063857,0.012412282120203599,0.0020315527101047335,0.092401123046875
17,0.03467488147050532,7.755843241814694,2.170251006041818,0.6078431372549019,0.5884202460173422,1.0,0.7843137254901961,0.3948589130943897,0.47441802021237345,-3.8623981224488775,0.02946113245561719,0.001892842206871137,0.09268798828125
18,0.025469473636179577,7.665671458528712,2.1813168392719127,0.6111111111111112,0.5924243227681142,1.0,0.7777777777777778,0.3990275544278762,0.4790560307696923,-3.957934500488462,0.020499103027395903,0.0022266141138970854,0.093890380859375
19,0.02734794745866964,7.8037030925742945,2.178646438167053,0.6078431372549019,0.5880048478834441,1.0,0.7843137254901961,0.39634890766704783,0.47613211113904774,-3.8975976669549777,0.022572000091895462,0.0023325430462136864,0.08218994140625
20,0.021654756094505585,8.117174418143977,2.2166613799906525,0.5980392156862745,0.5749977470281252,1.0,0.803921568627451,0.39695607408199435,0.4773745212987778,-3.9231904122084025,0.020370440557599068,0.0021410703426226973,0.090972900390625
