method,output,q-MAE,q-RMSE,q-R2,"Spearman(q_true,q_pred)","Pearson(q_true,q_pred)",n_stage_transitions,q_pred_boundary_jump,prob_boundary_jump,q-Smooth,probability Smooth
A1,raw,0.12521215634986554,0.15903637220993794,0.6472344765286275,0.9634587570320886,0.9387732131999946,2,0.02658447320023212,0.0669144985,0.008188600580679892,0.023676556472277226
A4,mix,0.12521215634986554,0.15903637220993794,0.6472344765286275,0.9634587570320886,0.9387732131999946,2,0.02658447320023212,0.043881905103342306,0.008188600580679892,0.020589316536001417
A5,ordered,0.12521215634986554,0.15903637220993794,0.6472344765286275,0.9634587570320886,0.9387732131999946,2,0.025740703735227882,0.07908604042068917,0.008188600580679892,0.013598929513192944
A6,final,0.12521215634986554,0.15903637220993794,0.6472344765286275,0.9634587570320886,0.9387732131999946,2,0.027060780907518865,0.06465139048875013,0.008188600580679892,0.018804332947198826
