top_rank,arch_name,window_length,dropout,learning_rate,channels,eta,temperature,mid_floor,late_tau,order_blend,proxy_mean_score,proxy_worst_score,C1_to_C4_score,C1_to_C4_acc,C1_to_C4_f1,C1_to_C4_middle_recall,C1_to_C4_ratio_penalty,C1_to_C4_q_RMSE,C1_to_C4_q_R2,C4_to_C1_score,C4_to_C1_acc,C4_to_C1_f1,C4_to_C1_middle_recall,C4_to_C1_ratio_penalty,C4_to_C1_q_RMSE,C4_to_C1_q_R2
819,L10_drop0p2_lr0p001_ch32-64-64,10,0.2,0.001,"(32, 64, 64)",0.65,1.2,0.06,0.6,0.25,1.2722700281072528,1.5442055759745044,1.5442055759745044,0.696078431372549,0.7110522874506305,0.4318181818181818,0.4901960784313726,0.08031988603729583,0.8625732670495798,1.0003344802400012,0.7679738562091504,0.7710843450581443,0.7117117117117117,0.25490196078431376,0.1168958365969376,0.7047932739808885
820,L10_drop0p2_lr0p001_ch32-64-64,10,0.2,0.001,"(32, 64, 64)",0.65,1.2,0.1,0.56,0.25,1.2722700281072528,1.5442055759745044,1.5442055759745044,0.696078431372549,0.7110522874506305,0.4318181818181818,0.4901960784313726,0.08031988603729583,0.8625732670495798,1.0003344802400012,0.7679738562091504,0.7710843450581443,0.7117117117117117,0.25490196078431376,0.1168958365969376,0.7047932739808885
821,L10_drop0p2_lr0p001_ch32-64-64,10,0.2,0.001,"(32, 64, 64)",0.65,1.2,0.1,0.6,0.25,1.2722700281072528,1.5442055759745044,1.5442055759745044,0.696078431372549,0.7110522874506305,0.4318181818181818,0.4901960784313726,0.08031988603729583,0.8625732670495798,1.0003344802400012,0.7679738562091504,0.7710843450581443,0.7117117117117117,0.25490196078431376,0.1168958365969376,0.7047932739808885
822,L12_drop0p2_lr0p001_ch16-32-32,12,0.2,0.001,"(16, 32, 32)",0.45,1.0,0.1,0.56,0.0,1.2725912089222242,1.5841531222918956,1.5841531222918956,0.5526315789473685,0.4135483870967742,1.0,0.894736842105263,0.2209361453697273,-0.0470839916684378,0.9610292955525528,0.7302631578947368,0.7145080756658024,1.0,0.5394736842105263,0.2352049735929132,-0.21141933988055928
823,L12_drop0p2_lr0p0005_ch16-32-32,12,0.2,0.0005,"(16, 32, 32)",0.55,1.0,0.03,0.56,0.25,1.2728027518846479,1.7765859434728237,1.7765859434728237,0.6348684210526315,0.6497422429724735,0.36363636363636365,0.5526315789473685,0.06817527964896171,0.9002984682295079,0.7690195602964718,0.7861842105263158,0.7778178274393581,1.0,0.4276315789473684,0.2268951856690817,-0.12733259141948783
824,L12_drop0p2_lr0p0005_ch16-32-32,12,0.2,0.0005,"(16, 32, 32)",0.55,1.0,0.03,0.6,0.25,1.2728027518846479,1.7765859434728237,1.7765859434728237,0.6348684210526315,0.6497422429724735,0.36363636363636365,0.5526315789473685,0.06817527964896171,0.9002984682295079,0.7690195602964718,0.7861842105263158,0.7778178274393581,1.0,0.4276315789473684,0.2268951856690817,-0.12733259141948783
825,L12_drop0p2_lr0p0005_ch16-32-32,12,0.2,0.0005,"(16, 32, 32)",0.55,1.0,0.06,0.56,0.25,1.2728027518846479,1.7765859434728237,1.7765859434728237,0.6348684210526315,0.6497422429724735,0.36363636363636365,0.5526315789473685,0.06817527964896171,0.9002984682295079,0.7690195602964718,0.7861842105263158,0.7778178274393581,1.0,0.4276315789473684,0.2268951856690817,-0.12733259141948783
826,L12_drop0p2_lr0p0005_ch16-32-32,12,0.2,0.0005,"(16, 32, 32)",0.55,1.0,0.06,0.6,0.25,1.2728027518846479,1.7765859434728237,1.7765859434728237,0.6348684210526315,0.6497422429724735,0.36363636363636365,0.5526315789473685,0.06817527964896171,0.9002984682295079,0.7690195602964718,0.7861842105263158,0.7778178274393581,1.0,0.4276315789473684,0.2268951856690817,-0.12733259141948783
827,L12_drop0p2_lr0p0005_ch16-32-32,12,0.2,0.0005,"(16, 32, 32)",0.55,1.0,0.1,0.56,0.25,1.2728027518846479,1.7765859434728237,1.7765859434728237,0.6348684210526315,0.6497422429724735,0.36363636363636365,0.5526315789473685,0.06817527964896171,0.9002984682295079,0.7690195602964718,0.7861842105263158,0.7778178274393581,1.0,0.4276315789473684,0.2268951856690817,-0.12733259141948783
828,L12_drop0p2_lr0p0005_ch16-32-32,12,0.2,0.0005,"(16, 32, 32)",0.55,1.0,0.1,0.6,0.25,1.2728027518846479,1.7765859434728237,1.7765859434728237,0.6348684210526315,0.6497422429724735,0.36363636363636365,0.5526315789473685,0.06817527964896171,0.9002984682295079,0.7690195602964718,0.7861842105263158,0.7778178274393581,1.0,0.4276315789473684,0.2268951856690817,-0.12733259141948783
829,L15_drop0p1_lr0p001_ch16-32-32,15,0.1,0.001,"(16, 32, 32)",0.65,1.2,0.03,0.56,0.25,1.2729351108026026,1.4855182093795678,1.4855182093795678,0.5813953488372093,0.44447054218046583,1.0,0.8372093023255813,0.2145099060387652,0.004572687673694231,1.0603520122256376,0.7009966777408638,0.668712069120153,1.0,0.5980066445182726,0.23176164073502606,-0.19310013480888277
830,L15_drop0p1_lr0p001_ch16-32-32,15,0.1,0.001,"(16, 32, 32)",0.65,1.2,0.06,0.56,0.25,1.2729351108026026,1.4855182093795678,1.4855182093795678,0.5813953488372093,0.44447054218046583,1.0,0.8372093023255813,0.2145099060387652,0.004572687673694231,1.0603520122256376,0.7009966777408638,0.668712069120153,1.0,0.5980066445182726,0.23176164073502606,-0.19310013480888277
831,L15_drop0p1_lr0p001_ch16-32-32,15,0.1,0.001,"(16, 32, 32)",0.65,1.2,0.1,0.56,0.25,1.2729351108026026,1.4855182093795678,1.4855182093795678,0.5813953488372093,0.44447054218046583,1.0,0.8372093023255813,0.2145099060387652,0.004572687673694231,1.0603520122256376,0.7009966777408638,0.668712069120153,1.0,0.5980066445182726,0.23176164073502606,-0.19310013480888277
832,L12_drop0p2_lr0p001_ch16-32-32,12,0.2,0.001,"(16, 32, 32)",0.55,1.2,0.03,0.6,0.25,1.273491624549901,1.5950193697631316,1.5950193697631316,0.5493421052631579,0.40915326859004253,1.0,0.9013157894736843,0.2209361453697273,-0.0470839916684378,0.9519638793366706,0.7335526315789473,0.7174025014597394,1.0,0.5328947368421053,0.2352049735929132,-0.21141933988055928
833,L12_drop0p2_lr0p001_ch16-32-32,12,0.2,0.001,"(16, 32, 32)",0.55,1.2,0.06,0.6,0.25,1.273491624549901,1.5950193697631316,1.5950193697631316,0.5493421052631579,0.40915326859004253,1.0,0.9013157894736843,0.2209361453697273,-0.0470839916684378,0.9519638793366706,0.7335526315789473,0.7174025014597394,1.0,0.5328947368421053,0.2352049735929132,-0.21141933988055928
834,L12_drop0p2_lr0p001_ch16-32-32,12,0.2,0.001,"(16, 32, 32)",0.55,1.2,0.1,0.6,0.25,1.273491624549901,1.5950193697631316,1.5950193697631316,0.5493421052631579,0.40915326859004253,1.0,0.9013157894736843,0.2209361453697273,-0.0470839916684378,0.9519638793366706,0.7335526315789473,0.7174025014597394,1.0,0.5328947368421053,0.2352049735929132,-0.21141933988055928
835,L10_drop0p2_lr0p001_ch16-32-32,10,0.2,0.001,"(16, 32, 32)",0.65,1.0,0.1,0.6,0.25,1.27362441447849,1.6599429617977166,1.6599429617977166,0.5326797385620915,0.38988568400333107,1.0,0.934640522875817,0.22713340813337504,-0.09897317045291087,0.8873058671592635,0.7189542483660131,0.7077647076994421,1.0,0.5620915032679739,0.11769147724163269,0.7007610036126022
836,L12_drop0p1_lr0p001_ch16-32-32,12,0.1,0.001,"(16, 32, 32)",0.65,1.0,0.1,0.56,0.25,1.2736700868324036,1.4065125173381616,1.4065125173381616,0.6052631578947368,0.4767857142857143,1.0,0.7894736842105263,0.21520548580414336,0.006530245070965113,1.1408276563266457,0.6710526315789473,0.5972782720608808,1.0,0.6578947368421053,0.19670211296782647,0.15273444467259234
837,L10_drop0p2_lr0p0005_ch16-32-32,10,0.2,0.0005,"(16, 32, 32)",0.45,1.2,0.03,0.64,0.0,1.2738183889037766,1.8369879200393813,1.8369879200393813,0.6176470588235294,0.6310216502593998,0.3484848484848485,0.5620915032679739,0.06662150242443568,0.9054516618077999,0.7106488577681718,0.7712418300653595,0.7610087650238807,1.0,0.45751633986928103,0.06994097381587967,0.8943203147565536
838,L10_drop0p2_lr0p0005_ch16-32-32,10,0.2,0.0005,"(16, 32, 32)",0.45,1.2,0.06,0.64,0.0,1.2738183889037766,1.8369879200393813,1.8369879200393813,0.6176470588235294,0.6310216502593998,0.3484848484848485,0.5620915032679739,0.06662150242443568,0.9054516618077999,0.7106488577681718,0.7712418300653595,0.7610087650238807,1.0,0.45751633986928103,0.06994097381587967,0.8943203147565536
839,L10_drop0p2_lr0p0005_ch16-32-32,10,0.2,0.0005,"(16, 32, 32)",0.45,1.2,0.1,0.64,0.0,1.2738183889037766,1.8369879200393813,1.8369879200393813,0.6176470588235294,0.6310216502593998,0.3484848484848485,0.5620915032679739,0.06662150242443568,0.9054516618077999,0.7106488577681718,0.7712418300653595,0.7610087650238807,1.0,0.45751633986928103,0.06994097381587967,0.8943203147565536
840,L10_drop0p2_lr0p001_ch32-64-64,10,0.2,0.001,"(32, 64, 64)",0.55,1.0,0.03,0.56,0.0,1.2741360639490664,1.4928037937078038,1.4928037937078038,0.7091503267973857,0.7240297085017581,0.44696969696969696,0.477124183006536,0.08031988603729583,0.8625732670495798,1.0554683341903288,0.7549019607843137,0.7578633671371637,0.6936936936936937,0.2679738562091504,0.1168958365969376,0.7047932739808885
841,L10_drop0p2_lr0p001_ch32-64-64,10,0.2,0.001,"(32, 64, 64)",0.55,1.0,0.03,0.6,0.0,1.2741360639490664,1.4928037937078038,1.4928037937078038,0.7091503267973857,0.7240297085017581,0.44696969696969696,0.477124183006536,0.08031988603729583,0.8625732670495798,1.0554683341903288,0.7549019607843137,0.7578633671371637,0.6936936936936937,0.2679738562091504,0.1168958365969376,0.7047932739808885
842,L10_drop0p2_lr0p001_ch32-64-64,10,0.2,0.001,"(32, 64, 64)",0.55,1.0,0.06,0.56,0.0,1.2741360639490664,1.4928037937078038,1.4928037937078038,0.7091503267973857,0.7240297085017581,0.44696969696969696,0.477124183006536,0.08031988603729583,0.8625732670495798,1.0554683341903288,0.7549019607843137,0.7578633671371637,0.6936936936936937,0.2679738562091504,0.1168958365969376,0.7047932739808885
843,L10_drop0p2_lr0p001_ch32-64-64,10,0.2,0.001,"(32, 64, 64)",0.55,1.0,0.06,0.6,0.0,1.2741360639490664,1.4928037937078038,1.4928037937078038,0.7091503267973857,0.7240297085017581,0.44696969696969696,0.477124183006536,0.08031988603729583,0.8625732670495798,1.0554683341903288,0.7549019607843137,0.7578633671371637,0.6936936936936937,0.2679738562091504,0.1168958365969376,0.7047932739808885
844,L10_drop0p2_lr0p001_ch32-64-64,10,0.2,0.001,"(32, 64, 64)",0.55,1.0,0.1,0.56,0.0,1.2741360639490664,1.4928037937078038,1.4928037937078038,0.7091503267973857,0.7240297085017581,0.44696969696969696,0.477124183006536,0.08031988603729583,0.8625732670495798,1.0554683341903288,0.7549019607843137,0.7578633671371637,0.6936936936936937,0.2679738562091504,0.1168958365969376,0.7047932739808885
845,L10_drop0p2_lr0p001_ch32-64-64,10,0.2,0.001,"(32, 64, 64)",0.55,1.0,0.1,0.6,0.0,1.2741360639490664,1.4928037937078038,1.4928037937078038,0.7091503267973857,0.7240297085017581,0.44696969696969696,0.477124183006536,0.08031988603729583,0.8625732670495798,1.0554683341903288,0.7549019607843137,0.7578633671371637,0.6936936936936937,0.2679738562091504,0.1168958365969376,0.7047932739808885
846,L10_drop0p2_lr0p001_ch32-64-64,10,0.2,0.001,"(32, 64, 64)",0.55,1.2,0.03,0.6,0.0,1.2741360639490664,1.4928037937078038,1.4928037937078038,0.7091503267973857,0.7240297085017581,0.44696969696969696,0.477124183006536,0.08031988603729583,0.8625732670495798,1.0554683341903288,0.7549019607843137,0.7578633671371637,0.6936936936936937,0.2679738562091504,0.1168958365969376,0.7047932739808885
847,L10_drop0p2_lr0p001_ch32-64-64,10,0.2,0.001,"(32, 64, 64)",0.55,1.2,0.06,0.6,0.0,1.2741360639490664,1.4928037937078038,1.4928037937078038,0.7091503267973857,0.7240297085017581,0.44696969696969696,0.477124183006536,0.08031988603729583,0.8625732670495798,1.0554683341903288,0.7549019607843137,0.7578633671371637,0.6936936936936937,0.2679738562091504,0.1168958365969376,0.7047932739808885
848,L10_drop0p2_lr0p001_ch32-64-64,10,0.2,0.001,"(32, 64, 64)",0.55,1.2,0.1,0.6,0.0,1.2741360639490664,1.4928037937078038,1.4928037937078038,0.7091503267973857,0.7240297085017581,0.44696969696969696,0.477124183006536,0.08031988603729583,0.8625732670495798,1.0554683341903288,0.7549019607843137,0.7578633671371637,0.6936936936936937,0.2679738562091504,0.1168958365969376,0.7047932739808885
849,L10_drop0p2_lr0p001_ch32-64-64,10,0.2,0.001,"(32, 64, 64)",0.65,1.2,0.03,0.6,0.0,1.2741360639490664,1.4928037937078038,1.4928037937078038,0.7091503267973857,0.7240297085017581,0.44696969696969696,0.477124183006536,0.08031988603729583,0.8625732670495798,1.0554683341903288,0.7549019607843137,0.7578633671371637,0.6936936936936937,0.2679738562091504,0.1168958365969376,0.7047932739808885
850,L10_drop0p2_lr0p001_ch32-64-64,10,0.2,0.001,"(32, 64, 64)",0.65,1.2,0.06,0.6,0.0,1.2741360639490664,1.4928037937078038,1.4928037937078038,0.7091503267973857,0.7240297085017581,0.44696969696969696,0.477124183006536,0.08031988603729583,0.8625732670495798,1.0554683341903288,0.7549019607843137,0.7578633671371637,0.6936936936936937,0.2679738562091504,0.1168958365969376,0.7047932739808885
851,L10_drop0p2_lr0p001_ch32-64-64,10,0.2,0.001,"(32, 64, 64)",0.65,1.2,0.1,0.6,0.0,1.2741360639490664,1.4928037937078038,1.4928037937078038,0.7091503267973857,0.7240297085017581,0.44696969696969696,0.477124183006536,0.08031988603729583,0.8625732670495798,1.0554683341903288,0.7549019607843137,0.7578633671371637,0.6936936936936937,0.2679738562091504,0.1168958365969376,0.7047932739808885
852,L15_drop0p2_lr0p001_ch16-32-32,15,0.2,0.001,"(16, 32, 32)",0.65,1.2,0.03,0.6,0.25,1.2750035912411661,1.6575998239004823,1.6575998239004823,0.5382059800664452,0.3878538083021407,1.0,0.9235880398671097,0.227620265735116,-0.12082213554225008,0.8924073585818498,0.7641196013289037,0.7484574240144575,1.0,0.47176079734219273,0.2451496838068659,-0.334923738774511
853,L15_drop0p2_lr0p001_ch16-32-32,15,0.2,0.001,"(16, 32, 32)",0.65,1.2,0.06,0.6,0.25,1.2750035912411661,1.6575998239004823,1.6575998239004823,0.5382059800664452,0.3878538083021407,1.0,0.9235880398671097,0.227620265735116,-0.12082213554225008,0.8924073585818498,0.7641196013289037,0.7484574240144575,1.0,0.47176079734219273,0.2451496838068659,-0.334923738774511
854,L15_drop0p2_lr0p001_ch16-32-32,15,0.2,0.001,"(16, 32, 32)",0.65,1.2,0.1,0.6,0.25,1.2750035912411661,1.6575998239004823,1.6575998239004823,0.5382059800664452,0.3878538083021407,1.0,0.9235880398671097,0.227620265735116,-0.12082213554225008,0.8924073585818498,0.7641196013289037,0.7484574240144575,1.0,0.47176079734219273,0.2451496838068659,-0.334923738774511
855,L15_drop0p2_lr0p0005_ch32-64-64,15,0.2,0.0005,"(32, 64, 64)",0.55,1.0,0.03,0.56,0.0,1.2750116832346432,1.6168727254448196,1.6168727254448196,0.6710963455149501,0.6870943047996559,0.4166666666666667,0.5116279069767442,0.06682493855499343,0.9033966952730818,0.9331506410244668,0.7375415282392026,0.7349740539616322,1.0,0.5249169435215948,0.23734956884370648,-0.2513265968160827
856,L15_drop0p2_lr0p0005_ch32-64-64,15,0.2,0.0005,"(32, 64, 64)",0.55,1.0,0.06,0.56,0.0,1.2750116832346432,1.6168727254448196,1.6168727254448196,0.6710963455149501,0.6870943047996559,0.4166666666666667,0.5116279069767442,0.06682493855499343,0.9033966952730818,0.9331506410244668,0.7375415282392026,0.7349740539616322,1.0,0.5249169435215948,0.23734956884370648,-0.2513265968160827
857,L15_drop0p2_lr0p0005_ch32-64-64,15,0.2,0.0005,"(32, 64, 64)",0.55,1.0,0.1,0.56,0.0,1.2750116832346432,1.6168727254448196,1.6168727254448196,0.6710963455149501,0.6870943047996559,0.4166666666666667,0.5116279069767442,0.06682493855499343,0.9033966952730818,0.9331506410244668,0.7375415282392026,0.7349740539616322,1.0,0.5249169435215948,0.23734956884370648,-0.2513265968160827
858,L12_drop0p1_lr0p001_ch16-32-32,12,0.1,0.001,"(16, 32, 32)",0.55,1.0,0.03,0.6,0.0,1.2753945995298261,1.3966360336939088,1.3966360336939088,0.6085526315789473,0.4803560296032936,1.0,0.7828947368421054,0.21520548580414336,0.006530245070965113,1.1541531653657433,0.6677631578947368,0.5908337689142643,1.0,0.6644736842105263,0.19670211296782647,0.15273444467259234
859,L12_drop0p1_lr0p001_ch16-32-32,12,0.1,0.001,"(16, 32, 32)",0.55,1.0,0.06,0.6,0.0,1.2753945995298261,1.3966360336939088,1.3966360336939088,0.6085526315789473,0.4803560296032936,1.0,0.7828947368421054,0.21520548580414336,0.006530245070965113,1.1541531653657433,0.6677631578947368,0.5908337689142643,1.0,0.6644736842105263,0.19670211296782647,0.15273444467259234
860,L12_drop0p1_lr0p001_ch16-32-32,12,0.1,0.001,"(16, 32, 32)",0.55,1.0,0.1,0.6,0.0,1.2753945995298261,1.3966360336939088,1.3966360336939088,0.6085526315789473,0.4803560296032936,1.0,0.7828947368421054,0.21520548580414336,0.006530245070965113,1.1541531653657433,0.6677631578947368,0.5908337689142643,1.0,0.6644736842105263,0.19670211296782647,0.15273444467259234
861,L10_drop0p1_lr0p001_ch16-32-32,10,0.1,0.001,"(16, 32, 32)",0.65,1.2,0.03,0.6,0.25,1.2756652332469154,1.5457981290823517,1.5457981290823517,0.5620915032679739,0.4294388609715243,1.0,0.8758169934640523,0.22019985214198945,-0.032901958663708486,1.005532337411479,0.7450980392156863,0.729719126726169,0.9459459459459459,0.47058823529411775,0.25062946311356493,-0.3570392496198984
862,L10_drop0p1_lr0p001_ch16-32-32,10,0.1,0.001,"(16, 32, 32)",0.65,1.2,0.06,0.6,0.25,1.2756652332469154,1.5457981290823517,1.5457981290823517,0.5620915032679739,0.4294388609715243,1.0,0.8758169934640523,0.22019985214198945,-0.032901958663708486,1.005532337411479,0.7450980392156863,0.729719126726169,0.9459459459459459,0.47058823529411775,0.25062946311356493,-0.3570392496198984
863,L10_drop0p1_lr0p001_ch16-32-32,10,0.1,0.001,"(16, 32, 32)",0.65,1.2,0.1,0.6,0.25,1.2756652332469154,1.5457981290823517,1.5457981290823517,0.5620915032679739,0.4294388609715243,1.0,0.8758169934640523,0.22019985214198945,-0.032901958663708486,1.005532337411479,0.7450980392156863,0.729719126726169,0.9459459459459459,0.47058823529411775,0.25062946311356493,-0.3570392496198984
864,L10_drop0p2_lr0p001_ch32-64-64,10,0.2,0.001,"(32, 64, 64)",0.55,1.0,0.03,0.64,0.25,1.2758525694856733,1.5513706587313454,1.5513706587313454,0.6928104575163399,0.7078046967001042,0.4318181818181818,0.4901960784313726,0.08031988603729583,0.8625732670495798,1.0003344802400012,0.7679738562091504,0.7710843450581443,0.7117117117117117,0.25490196078431376,0.1168958365969376,0.7047932739808885
865,L10_drop0p2_lr0p001_ch32-64-64,10,0.2,0.001,"(32, 64, 64)",0.55,1.0,0.06,0.64,0.25,1.2758525694856733,1.5513706587313454,1.5513706587313454,0.6928104575163399,0.7078046967001042,0.4318181818181818,0.4901960784313726,0.08031988603729583,0.8625732670495798,1.0003344802400012,0.7679738562091504,0.7710843450581443,0.7117117117117117,0.25490196078431376,0.1168958365969376,0.7047932739808885
