experiment,task,feature_file,train_conditions,proxy_validation,test_condition,raw_numeric_sensor_feature_count,online_condition_invariant_candidate_features,selected_stage_invariant_features,stage_definition,feature_selection,model,probability_inference,selection_rule,best_arch_name,best_window_length,best_dropout,best_learning_rate,best_channels,best_eta,best_temperature,best_mid_floor,best_late_tau,best_order_blend,proxy_mean_score,proxy_worst_score,proxy_C1_to_C4_acc,proxy_C1_to_C4_f1,proxy_C1_to_C4_middle_recall,proxy_C4_to_C1_acc,proxy_C4_to_C1_f1,proxy_C4_to_C1_middle_recall,best_val_acc_final,best_val_f1_final,best_val_middle_recall_final,best_val_ratio_penalty_final,best_val_q_RMSE,best_val_q_R2,best_test_acc_final,best_test_precision_final,best_test_recall_final,best_test_f1_final,best_test_middle_precision_final,best_test_middle_recall_final,best_test_middle_f1_final,best_test_ratio_penalty_final,best_test_q_MAE,best_test_q_RMSE,best_test_q_R2,best_test_mono_violation_qhat,FINAL_condition_relative_stage_thresholds,FINAL_selected_stage_invariant_features,FINAL_proxy_model_ranking,FINAL_best_test_C6_predictions,FINAL_classification_reports_long,FINAL_confusion_matrices_long,FINAL_stage_ratio_comparison,figures_dir
38run_stage_probability_condition_invariant_proxy_validation,condition-invariant stage probability module with cross-condition proxy validation,C:\Users\wangting\Desktop\博士开题\公开数据\1PHM\PHM实验\1run_run_level_features\02_features\run_level_features_all.csv,C1+C4,C1->C4 and C4->C1,C6,329,987,35,"condition-relative q_deg + local rate; early/late explicitly defined, remaining samples as middle",MI(stage) + MI(q_deg) + Spearman(q_deg) - C1/C4 domain instability + redundancy filtering,TCN encoder with multitask heads: q_hat regression and stage classification,network probability + q_hat prior + late suppression + middle floor + light causal ordered filtering,cross-condition proxy validation score: C1->C4 and C4->C1,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.45,1.0,0.03,0.56,0.0,0.9865968238103778,1.5183173504270964,0.696078431372549,0.71102579809418,0.44696969696969696,0.8562091503267973,0.8604818649135536,1.0,1.0,1.0,1.0,0.0,0.07130518619157308,0.8783981325837076,0.8300653594771242,0.8720973782771536,0.8656330749354005,0.839436248756637,1.0,0.5968992248062015,0.7475728155339806,0.33986928104575165,0.13746603160755697,0.1648009657049181,0.624520247334583,0.006557377049180328,C:\Users\wangting\Desktop\博士开题\公开数据\1PHM\PHM实验\38run_stage_probability_condition_invariant_proxy_validation\00_final_results\FINAL_condition_relative_stage_thresholds.csv,C:\Users\wangting\Desktop\博士开题\公开数据\1PHM\PHM实验\38run_stage_probability_condition_invariant_proxy_validation\00_final_results\FINAL_selected_stage_invariant_features.csv,C:\Users\wangting\Desktop\博士开题\公开数据\1PHM\PHM实验\38run_stage_probability_condition_invariant_proxy_validation\00_final_results\FINAL_proxy_model_ranking.csv,C:\Users\wangting\Desktop\博士开题\公开数据\1PHM\PHM实验\38run_stage_probability_condition_invariant_proxy_validation\00_final_results\FINAL_best_test_C6_predictions.csv,C:\Users\wangting\Desktop\博士开题\公开数据\1PHM\PHM实验\38run_stage_probability_condition_invariant_proxy_validation\00_final_results\FINAL_classification_reports_long.csv,C:\Users\wangting\Desktop\博士开题\公开数据\1PHM\PHM实验\38run_stage_probability_condition_invariant_proxy_validation\00_final_results\FINAL_confusion_matrices_long.csv,C:\Users\wangting\Desktop\博士开题\公开数据\1PHM\PHM实验\38run_stage_probability_condition_invariant_proxy_validation\00_final_results\FINAL_stage_ratio_comparison.csv,C:\Users\wangting\Desktop\博士开题\公开数据\1PHM\PHM实验\38run_stage_probability_condition_invariant_proxy_validation\03_figures
