Metric,Mean,Std,Min,Max,N
Acc,0.5640000000000001,0.10232844722319943,0.32,0.68,10
Macro-F1,0.3302255647083233,0.08149863471520813,0.2051282051282051,0.4444444444444444,10
E-F1,0.0,0.0,0.0,0.0,10
M-F1,0.36567765567765564,0.25797118059580704,0.0,0.7333333333333333,10
L-F1,0.6249990384473143,0.18063756632267902,0.1333333333333333,0.7567567567567568,10
M-Precision,0.4859502923976608,0.297556540432136,0.0,1.0,10
M-Recall,0.3909090909090909,0.3737237234744448,0.0,1.0,10
M_to_E,0.07272727272726612,0.20009180629354759,0.0,0.6363636363635785,10
M_to_L,0.5363636363635876,0.35713892166266054,0.0,0.9999999999999092,10
Rev,1.3,1.0593499054713802,0.0,3.0,10
Jump,0.5,1.2692955176439846,0.0,4.0,10
Smooth,0.08669570852337828,0.09227799881365276,0.008236888796091,0.2386122345924377,10
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
