Metric,Mean,Std,Min,Max,N
Acc,0.5947368421052632,0.11383247857900587,0.3684210526315789,0.7894736842105263,10
Macro-F1,0.3372676107480029,0.07352106013292917,0.2444444444444444,0.4857142857142857,10
E-F1,0.0,0.0,0.0,0.0,10
M-F1,0.3384271284271284,0.25991197404167804,0.0,0.6,10
L-F1,0.6733757038168803,0.13944248814219062,0.4705882352941176,0.8571428571428571,10
M-Precision,0.31,0.24180392015529678,0.0,0.75,10
M-Recall,0.45,0.4086261232985176,0.0,1.0,10
M_to_E,0.06666666666665555,0.2108185106778568,0.0,0.6666666666665555,10
M_to_L,0.48333333333325273,0.41163630117421374,0.0,0.9999999999998334,10
Rev,1.2,0.7888106377466155,0.0,2.0,10
Jump,0.3,0.9486832980505139,0.0,3.0,10
Smooth,0.15203010987283452,0.13188629363072443,0.0089056690533955,0.3635925598339074,10
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
