Metric,Mean,Std,Min,Max,N
Acc,0.5545454545454546,0.05160420110886789,0.5,0.6363636363636364,10
Macro-F1,0.29922880277007413,0.07469164897767841,0.2222222222222222,0.4222222222222222,10
E-F1,0.0,0.0,0.0,0.0,10
M-F1,0.23564102564102565,0.24966176257082312,0.0,0.6666666666666666,10
L-F1,0.6620453826691968,0.07009278843064924,0.4705882352941176,0.7096774193548387,10
M-Precision,0.5229166666666666,0.47450937137059634,0.0,1.0,10
M-Recall,0.2,0.2737355100760295,0.0,0.8181818181818182,10
M_to_E,0.0,0.0,0.0,0.0,10
M_to_L,0.7999999999999272,0.2737355100760046,0.1818181818181652,0.9999999999999092,10
Rev,1.1,1.1005049346146119,0.0,3.0,10
Jump,0.0,0.0,0.0,0.0,10
Smooth,0.15209335810726593,0.10404802261319679,0.0216393186932518,0.3287298510826769,10
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
