epoch,train_loss,val_loss,mono_valid_pairs,mono_violations,mono_violation_rate,mono_loss
0,1.3854133031420524,1.201195222278901,2296,1153,0.502177700348432,0.007341499498677809
1,0.9747433081445164,1.1937473793093576,2296,1137,0.4952090592334495,0.030826003023723226
2,0.6474450742967213,2.2213136077824247,2296,1113,0.4847560975609756,0.03523763728879304
3,0.6293398823469727,2.3347017785976565,2296,1120,0.4878048780487805,0.03446729620604526
4,0.5089586215191104,2.84474566877885,2296,1138,0.49564459930313587,0.03311488953690731
5,0.38814614905424505,2.6783104680453653,2296,1138,0.49564459930313587,0.03323041026058024
6,0.47024693490833697,2.7647109060582507,2296,1112,0.4843205574912892,0.030955527946792707
7,0.438709534114167,2.5436356949766346,2296,1130,0.4921602787456446,0.028123938883725448
8,0.3584132798920695,2.7701351881326244,2296,1152,0.5017421602787456,0.02517234160318267
9,0.421604030500174,2.8013603597580388,2296,1149,0.5004355400696864,0.02482264017227654
10,0.4156775355313922,3.169465631271485,2296,1126,0.490418118466899,0.022816754971013653
11,0.32002233299874333,2.3512148657770062,2296,1138,0.49564459930313587,0.021069653285117614
12,0.2803350879447959,2.649661388983296,2296,1137,0.4952090592334495,0.02028534193028512
13,0.31925919818146936,2.9119267879321824,2296,1128,0.4912891986062718,0.018530937459030852
14,0.28151589852379255,3.4746023895200278,2296,1123,0.4891114982578397,0.018515835241312523
15,0.26147622685301514,2.8786234103118296,2296,1146,0.4991289198606272,0.017068976700513248
16,0.26308337696608075,2.720491873754506,2296,1114,0.48519163763066203,0.01608981661699574
17,0.22969763466780518,3.5475492915232048,2296,1100,0.47909407665505227,0.01403485363723104
18,0.23372845446457693,3.0696850779612728,2296,1115,0.4856271777003484,0.01343360824179074
19,0.28223714111396386,3.388654218469575,2296,1140,0.4965156794425087,0.013526059253672122
