dataset,task,group,channel_set,seed,Acc,Macro_F1,E_F1,M_F1,L_F1,M_Pre,M_Rec,stages_present,M_to_E,M_to_L,n_middle_true,Rev,Jump,Smooth,q_MAE,q_RMSE,q_R2,Spearman,Pearson,q_Smooth,Method,kind,variant,oracle_wear_reference
mendeley,D2-M,cross_machine_dual,primary,42,0.7553616866593966,0.7259039777347094,0.9177718832891246,0.7696532784071404,0.4902867715078631,0.6294216732172937,0.9902826855123676,"early,middle,late",0.0,0.0097173144876325,1132,28,0,0.0178873910856049,0.0881670416340194,0.1332843773566909,0.5123891212975931,0.8710080869466097,0.7573179432246901,0.0033016442938055,A1,ablation,raw,
mendeley,D2-M,cross_machine_dual,primary,42,0.6306797528171574,0.5137792542357321,0.8510938602681722,0.6902439024390243,0.0,0.527001862197393,1.0,"early,middle,late",0.0,0.0,1132,4,0,0.0108634191736536,0.0881670416340194,0.1332843773566909,0.5123891212975931,0.8710080869466097,0.7573179432246901,0.0033016442938055,A2,ablation,raw_fine,
mendeley,D2-M,cross_machine_dual,primary,42,0.648854961832061,0.530393669325083,0.8902522154055896,0.7009287925696595,0.0,0.5395614871306006,1.0,"early,middle,late",0.0,0.0,1132,4,0,0.0154459382699424,0.0881670416340194,0.1332843773566909,0.5123891212975931,0.8710080869466097,0.7573179432246901,0.0033016442938055,A3,ablation,raw_prior,
mendeley,D2-M,cross_machine_dual,primary,42,0.6459469283896765,0.5277880910136836,0.884167237834133,0.6991970352069179,0.0,0.5375118708452041,1.0,"early,middle,late",0.0,0.0,1132,2,0,0.0140268743194292,0.0881670416340194,0.1332843773566909,0.5123891212975931,0.8710080869466097,0.7573179432246901,0.0033016442938055,A4,ablation,mix,
mendeley,D2-M,cross_machine_dual,primary,42,0.6466739367502726,0.5284413004847642,0.8856947296372347,0.6996291718170581,0.0,0.5380228136882129,1.0,"early,middle,late",0.0,0.0,1132,1,0,0.0052732997789815,0.0881670416340194,0.1332843773566909,0.5123891212975931,0.8710080869466097,0.7573179432246901,0.0033016442938055,A5,ablation,ordered,
mendeley,D2-M,cross_machine_dual,primary,42,0.6466739367502726,0.5284413004847642,0.8856947296372347,0.6996291718170581,0.0,0.5380228136882129,1.0,"early,middle,late",0.0,0.0,1132,1,0,0.0093839581577366,0.0881670416340194,0.1332843773566909,0.5123891212975931,0.8710080869466097,0.7573179432246901,0.0033016442938055,A6,ablation,final,
mendeley,D2-M,cross_machine_dual,primary,42,0.7553616866593966,0.7259039777347094,0.9177718832891246,0.7696532784071404,0.4902867715078631,0.6294216732172937,0.9902826855123676,"early,middle,late",0.0,0.0097173144876325,1132,28,0,0.0178873910856049,0.0881670416340194,0.1332843773566909,0.5123891212975931,0.8710080869466097,0.7573179432246901,0.0033016442938055,B11,baseline,raw,
mendeley,D2-M,cross_machine_dual,primary,42,0.6466739367502726,0.5284413004847642,0.8856947296372347,0.6996291718170581,0.0,0.5380228136882129,1.0,"early,middle,late",0.0,0.0,1132,1,0,0.0093839581577366,0.0881670416340194,0.1332843773566909,0.5123891212975931,0.8710080869466097,0.7573179432246901,0.0033016442938055,B12,proposed,final,
mendeley,D2-M,cross_machine_dual,primary,42,0.7797164667393675,0.7853504478058869,0.926829268292683,0.7052401746724891,0.7239819004524887,0.9228571428571428,0.5706713780918727,"early,middle,late",0.019434628975265017,0.4098939929328622,1132,29,9,0.03621508633726939,,,,,,,B7,baseline,b7,
mendeley,D2-M,cross_machine_dual,primary,42,0.6608505997818975,0.5408739359217609,0.9150066401062417,0.7076151676590411,0.0,0.5483244293346284,0.9973498233215548,"early,middle,late",0.00265017667844523,0.0,1132,9,0,0.034890522979985475,,,,,,,B8,baseline,b8,
