Metric,Mean,Std,Min,Max,N
Acc,0.875328947368421,0.041098679471409195,0.8157894736842105,0.9473684210526316,10
Macro-F1,0.8788100452104336,0.04067023002675737,0.8174852152531954,0.9491767158137492,10
E-F1,0.8866430748632308,0.04549474565679854,0.8195121951219512,0.9642857142857144,10
M-F1,0.8333570733716064,0.06311805538640952,0.7307692307692307,0.937007874015748,10
L-F1,0.9164299873964639,0.0383192583869274,0.8421052631578947,0.9585798816568049,10
M-Precision,0.9733715936283438,0.04132451462232702,0.8796296296296297,1.0,10
M-Recall,0.7356060606060606,0.10147933937892775,0.5757575757575758,0.9015151515151516,10
M_to_E,0.16363636363636236,0.07752155092666566,0.0227272727272725,0.2803030303030281,10
M_to_L,0.10075757575757498,0.08578799831581974,0.0,0.2499999999999981,10
Rev,4.8,2.0976176963403033,2.0,8.0,10
Jump,0.0,0.0,0.0,0.0,10
Smooth,0.08786969520151611,0.01575233236544506,0.0609897337853908,0.1145586594939231,10
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
