Dataset,Method,Seed,Acc,Macro-F1,E-F1,M-F1,L-F1,M-Precision,M-Recall,M_to_E,M_to_L,Rev,Jump,Smooth,q-MAE,q-RMSE,q-R2,Spearman
PHM2010,B7_Dynamic_GIN_TGP,3,0.8289473684210527,0.8207670383792163,0.8818857003998497,0.7220254161043634,0.8583899986334357,0.9371069182389937,0.6483756483756483,0.13916188916188796,0.21246246246246067,4.666666666666667,0.0,0.09684543559948604,,,,
PHM2010,B7_Dynamic_GIN_TGP,13,0.8728070175438596,0.8748592972693355,0.8663368908208268,0.8165495769428147,0.9416914240443651,0.9801980198019802,0.7112307868121822,0.2196477661593923,0.06912144702842322,7.666666666666667,0.0,0.10085230320692057,,,,
PHM2010,B7_Dynamic_GIN_TGP,23,0.8782894736842105,0.878923265303892,0.8897940014880693,0.8216471907828437,0.9253286036407634,0.9855072463768115,0.7283218736707108,0.16150664406478235,0.11017148226450467,3.6666666666666665,0.0,0.07031471406420066,,,,
PHM2010,B7_Dynamic_GIN_TGP,33,0.8267543859649122,0.8290550666291634,0.8740075491344528,0.7568535860433894,0.8563040647096477,0.9052555631503,0.6557863360188941,0.18560050536794578,0.15861315861315725,6.0,0.0,0.08114866912364957,,,,
PHM2010,B7_Dynamic_GIN_TGP,43,0.8048245614035089,0.8099287311823127,0.8603407746784649,0.7237468642115115,0.8456985546569614,0.8618373275236021,0.6369937590867824,0.1270260747004923,0.23598016621272236,4.333333333333333,0.0,0.08518110464016591,,,,
PHM2010,B7_Dynamic_GIN_TGP,53,0.8958333333333334,0.8991335127810417,0.9228738439933263,0.8551648678381351,0.9193618265116642,1.0,0.748431835641138,0.12617850408547976,0.1253896602733802,5.666666666666667,0.0,0.07782876739899314,,,,
PHM2010,B7_Dynamic_GIN_TGP,63,0.9078947368421053,0.9091527382752048,0.9097519066200556,0.8851922820233522,0.9325140261822069,0.9108389328836307,0.8626872115244208,0.051460551460551035,0.08585223701502698,7.0,0.0,0.12227807690699889,,,,
PHM2010,B7_Dynamic_GIN_TGP,73,0.924342105263158,0.9281076748206618,0.9564226964000732,0.8977565561638814,0.9301437718980307,0.9816270830754358,0.8287542299170205,0.06463281463281402,0.10661295545016386,3.3333333333333335,0.0,0.09950944532950713,,,,
PHM2010,B7_Dynamic_GIN_TGP,83,0.918859649122807,0.9214404169657392,0.9116768915617661,0.8921476520975896,0.9604967072378617,0.980361956103196,0.8191119237630865,0.13129884641512438,0.049589229821787505,7.666666666666667,0.0,0.1101116960247357,,,,
PHM2010,B7_Dynamic_GIN_TGP,93,0.8475877192982456,0.8467016508632829,0.8706028549831606,0.7664348402053319,0.9030672574013562,0.9676724137931035,0.6569386511246976,0.20080281126792598,0.14225853760737361,5.666666666666667,0.0,0.07782613858580582,,,,
