Metric,Mean,Std,Min,Max,N
Acc,0.843421052631579,0.056810521602319475,0.7532894736842105,0.9046052631578948,10
Macro-F1,0.8451527789510738,0.0585209089931165,0.7464524942711087,0.9084360430226656,10
E-F1,0.8675152600565186,0.06490543594489298,0.7741935483870968,0.9879518072289156,10
M-F1,0.7787456140964921,0.10378213465505352,0.5901639344262295,0.8958333333333334,10
L-F1,0.8891974627002106,0.04896803809554239,0.7982456140350878,0.967032967032967,10
M-Precision,0.9395049415239054,0.08853735470865869,0.7807017543859649,1.0,10
M-Recall,0.6930232558139534,0.18003494672705328,0.4186046511627907,1.0,10
M_to_E,0.16666666666666535,0.14392788053367972,0.0,0.3798449612403071,10
M_to_L,0.1403100775193787,0.11319186260158307,0.0,0.3565891472868189,10
Rev,7.0,3.80058475033046,2.0,14.0,10
Jump,0.0,0.0,0.0,0.0,10
Smooth,0.0852881915867328,0.014455892638280727,0.0655515193939209,0.1070910915732383,10
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
