Metric,Mean,Std,Min,Max,N
Acc,0.8363896848137535,0.007066521991630891,0.8217765042979943,0.8458452722063037,10
Macro-F1,0.8435286429259925,0.006809185638636601,0.8291999923671769,0.8523282098687494,10
E-F1,0.9158319827690873,0.0059997916813979355,0.9077568134171908,0.9225941422594144,10
M-F1,0.79381142495169,0.006178195950167099,0.7864547339322737,0.8031609195402298,10
L-F1,0.8209425210571999,0.01363391454951295,0.7933884297520661,0.8399661303979679,10
M-Precision,0.7605726797985584,0.01711358816242568,0.720253164556962,0.7806637806637806,10
M-Recall,0.8307458143074582,0.01748430887984815,0.8112633181126332,0.8660578386605784,10
M_to_E,0.027397260273972497,0.00372829489008094,0.0213089802130897,0.0334855403348553,10
M_to_L,0.14185692541856898,0.017557766513128268,0.1050228310502281,0.1643835616438353,10
Rev,84.8,11.792653080060767,66.0,103.0,10
Jump,2.9,0.9944289260117533,2.0,5.0,10
Smooth,0.20108505040407176,0.02005046229153302,0.1719965785741806,0.2250790446996688,10
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
