Metric,Mean,Std,Min,Max,N
Acc,0.8170846964740095,0.01401134552842271,0.7902580879680117,0.8349691021446747,10
Macro-F1,0.8209446732523829,0.01354838091326292,0.7959604285040224,0.8385501043920628,10
E-F1,0.9189831093373775,0.011620655867410411,0.901669758812616,0.9348973607038124,10
M-F1,0.7827049706713713,0.0067614388517415165,0.7715784453981879,0.7925233644859813,10
L-F1,0.7611459397483997,0.02687881359912297,0.713971397139714,0.797752808988764,10
M-Precision,0.856519632550693,0.026881989351134155,0.8154138915318744,0.8979591836734694,10
M-Recall,0.7214664310954063,0.018492953483385716,0.6996466431095406,0.7570671378091873,10
M_to_E,0.07482332155477024,0.013874539792847121,0.0503533568904593,0.0962897526501766,10
M_to_L,0.20371024734982313,0.022468978959044046,0.1678445229681977,0.2349823321554768,10
Rev,106.7,14.04002215889356,94.0,133.0,10
Jump,77.5,20.38654240206296,60.0,120.0,10
Smooth,0.15078014135360715,0.018139241928507053,0.1251721829175949,0.1869663745164871,10
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
