Metric,Mean,Std,Min,Max,N
Acc,0.8692814042786614,0.007662433140871643,0.8551837630279758,0.8804168952276468,10
Macro-F1,0.8724604916142888,0.006959363117916879,0.8597076435812466,0.8829800504974902,10
E-F1,0.9329325547037177,0.004012818227060899,0.9266480965645312,0.9388145315487572,10
M-F1,0.8463363261301371,0.014399892327479645,0.8197633959638135,0.8631178707224335,10
L-F1,0.8381125940090121,0.009027828778449622,0.8246628131021194,0.8523622047244095,10
M-Precision,0.852316231061814,0.019516956710609934,0.8310214375788146,0.8820895522388059,10
M-Recall,0.8423927178153445,0.04220339723249295,0.7659297789336801,0.8855656697009102,10
M_to_E,0.043042912873862055,0.011244176901683287,0.024707412223667,0.0585175552665798,10
M_to_L,0.11456436931079302,0.041073713820819854,0.0650195058517554,0.1872561768530556,10
Rev,92.4,11.663809173869591,69.0,110.0,10
Jump,4.8,2.440400695696417,2.0,9.0,10
Smooth,0.20716411918401714,0.017060753609731253,0.1784060895442962,0.2445234358310699,10
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
