Metric,Mean,Std,Min,Max,N
Acc,0.7996710526315789,0.032838035927417,0.7335526315789473,0.8519736842105263,10
Macro-F1,0.8030321962329655,0.0314736242689113,0.7391258895902858,0.8497603078134848,10
E-F1,0.7320306543252878,0.045462233573569086,0.6417112299465241,0.8058252427184466,10
M-F1,0.7602400176605919,0.05233742765789261,0.6493506493506493,0.8464163822525598,10
L-F1,0.9168259167130165,0.036535167344363795,0.8344370860927153,0.9550561797752808,10
M-Precision,0.7972789995809553,0.08552458650537104,0.6804733727810651,0.9864864864864864,10
M-Recall,0.7462121212121212,0.12377601952679262,0.553030303030303,0.9393939393939394,10
M_to_E,0.20303030303030148,0.08562058516275023,0.0606060606060601,0.3257575757575733,10
M_to_L,0.050757575757575335,0.05510029256353951,0.0,0.1515151515151503,10
Rev,10.8,4.391911757866827,4.0,19.0,10
Jump,0.0,0.0,0.0,0.0,10
Smooth,0.14878399521112443,0.016716200313301306,0.1261015832424163,0.1750962883234024,10
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
