Dataset,Method,Seed,Acc,Macro-F1,E-F1,M-F1,L-F1,M-Precision,M-Recall,M_to_E,M_to_L,Rev,Jump,Smooth,q-MAE,q-RMSE,q-R2,Spearman
PHM2010,B6_MTF_AViTK,3,0.8804824561403509,0.8820961174734033,0.8931942849853298,0.8578163248592999,0.8952777425755803,0.8439050256109338,0.885776368334508,0.080866807610993,0.03335682405449817,9.0,0.0,0.12339038153489428,,,,
PHM2010,B6_MTF_AViTK,13,0.8815789473684209,0.8872657077248073,0.8977778247532612,0.8548286095455907,0.90919068887557,0.9115189935623372,0.808279209442,0.10994133668552185,0.08177945387247647,5.666666666666667,0.0,0.13047242164611814,,,,
PHM2010,B6_MTF_AViTK,23,0.8739035087719298,0.8702067177573882,0.9025063229469595,0.8612186062907593,0.8468952240344461,0.7823882508899712,0.9578690741481438,0.03612491984584977,0.006006006006005933,7.0,0.0,0.1419415424267451,,,,
PHM2010,B6_MTF_AViTK,33,0.8486842105263158,0.847253189026314,0.8556244214138952,0.8137351861904563,0.8723999594745907,0.7919166231959659,0.8380711578385996,0.09411684411684333,0.06781199804455554,7.666666666666667,0.0,0.12358746429284406,,,,
PHM2010,B6_MTF_AViTK,43,0.8530701754385964,0.8573434266306493,0.8709619407293826,0.8047300378365964,0.8963383013259691,0.8754022988505747,0.7457526236596004,0.08609349307023656,0.16815388327016087,7.666666666666667,0.0,0.12414513031641639,,,,
PHM2010,B6_MTF_AViTK,53,0.8782894736842106,0.8764530569190764,0.8730369874437671,0.8590867186105989,0.8972354647028635,0.844178440607012,0.8775768368791624,0.059087099784773695,0.0633360633360628,9.333333333333334,0.0,0.15037087102731064,,,,
PHM2010,B6_MTF_AViTK,63,0.8958333333333331,0.895281716444219,0.9092330533923674,0.869079447658335,0.9075326482819546,0.8764840025669233,0.8806592004266424,0.080866807610993,0.038473991962363736,5.333333333333333,0.0,0.12054811914761861,,,,
PHM2010,B6_MTF_AViTK,73,0.8453947368421053,0.8494706319164954,0.8292833338014062,0.8277475724661949,0.8913809894818855,0.7956670939859937,0.8873032652102419,0.04551327225745794,0.0671834625322992,9.333333333333334,0.0,0.13473467280467347,,,,
PHM2010,B6_MTF_AViTK,83,0.8804824561403509,0.8802179522246459,0.9030535161256479,0.8410772868823794,0.8965230536659107,0.8868353647765411,0.8510101010101009,0.09848484848484773,0.0505050505050501,4.333333333333333,0.0,0.13281418879826856,,,,
PHM2010,B6_MTF_AViTK,93,0.8289473684210527,0.8304745995170908,0.8303444034647774,0.7753367512901411,0.8857426437963541,0.8284338250871048,0.7539585039585041,0.12059787059786968,0.12544362544362433,12.666666666666666,0.0,0.16788447896639502,,,,
