Metric,Mean,Std,Min,Max,N
Acc,0.8666666666666666,0.021149620236978067,0.8289473684210527,0.8958333333333331,10
Macro-F1,0.867606311563409,0.02063895503353355,0.8304745995170908,0.895281716444219,10
E-F1,0.8765016089056795,0.029856175210770636,0.8292833338014062,0.9092330533923674,10
M-F1,0.8364656541630351,0.03043931737557775,0.7753367512901411,0.869079447658335,10
L-F1,0.8898516716215124,0.01833697673656841,0.8468952240344461,0.90919068887557,10
M-Precision,0.8436729919133358,0.04412234336259689,0.7823882508899712,0.9115189935623372,10
M-Recall,0.8486256340907504,0.06494803508323488,0.7457526236596004,0.9578690741481438,10
M_to_E,0.08116933000653866,0.027207662599760332,0.03612491984584977,0.12059787059786968,10
M_to_L,0.0702050359027097,0.046804011789905044,0.006006006006005933,0.16815388327016087,10
Rev,7.8,2.4302618870208565,4.333333333333333,12.666666666666666,10
Jump,0.0,0.0,0.0,0.0,10
Smooth,0.13498892709612842,0.014843246954131374,0.12054811914761861,0.16788447896639502,10
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
